报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.21,0.16,0.02,0.63,0.2,0.14,0.02,0.56,0.51,0.25,
每股净资产(元),--,--,--,3.52,--,3.01,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,-0.48,--,-0.92,--,-0.2,0.14,0.29,
主营业务收入(万元),141592,83878,22442,181180,119547,76146,17440,167579,131728,109575,
主营业务利润(万元),13059,8581,1929,18662,11175,6994,1650,16186,13863,13313,
营业利润(万元),3681,2776,374,9647,3405,2327,419,8179,6943,3804,
投资收益(万元),68,112,-64,-181,-131,-93,-38,-57,--,--,
营业外收支净额(万元),180,36,35,844,84,53,37,1042,1315,1518,
利润总额(万元),3862,2812,409,10491,3489,2380,456,9221,8258,5322,
净利润(万元),2852,2069,288,7501,2423,1657,281,6696,6170,2997,
净利润(扣除非经常性损益后)(万元),2534,1863,261,6861,2395,1616,253,5910,5183,5630,
经营活动产生的现金流量净额(万元),-12814,-14283,-14035,-5801,-16013,-11001,-12957,-2372,1637,3463,
现金及现金等价物净增加额(万元),-5298,217,26037,8195,-3790,-1071,-4829,-5100,1978,986,
总资产(万元),236029,203107,192395,164001,--,135086,--,116121,99785,86691,
流动资产(万元),217499,185549,177327,150287,--,123880,--,108049,92193,79120,
总负债(万元),154892,123489,113727,121643,--,98711,--,81478,72003,65079,
流动负债(万元),150808,119405,109443,118928,--,97541,--,81478,72003,65079,
股东权益不含少数股东权益(万元),79510,79272,78290,41979,--,36135,--,34478,27782,21612,
净资产收益率加权(%),4.7,3.92,0.48,19.62,6.79,4.69,0.81,21.51,24.98,15.55,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
