报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.36,0.21,0.11,1.35,0.94,0.6,0.6,2.05,1.48,0.99,0.63,1.44,1.06,0.52,0.86,0.38,0.26,
每股净资产(元),5.4,3.62,3.52,7.13,6.72,6.38,10.24,6.9,--,5.84,--,4.85,3.41,2.86,2.52,0.9,0.52,
每股经营活动产生的现金流量净额(元),-0,-0.07,-0.15,-0.07,-0.22,-0.25,-0.13,2.1,--,1.14,0.08,2.66,0.76,0.38,0.54,0.49,0.33,
主营业务收入(万元),68146,42102,18303,100519,75206,48818,25440,79721,60452,40764,21142,58870,40454,17865,35527,19391,13924,
主营业务利润(万元),27780,17204,7710,39887,30087,20048,10975,37176,28726,19509,10148,27984,18283,8067,15393,8469,5871,
营业利润(万元),9018,4947,2540,16303,12289,7883,4840,13984,11241,7557,4829,10719,6979,3062,6030,2562,1652,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,4,2,2,
营业外收支净额(万元),661,434,271,1996,305,300,52,1467,87,-3,62,236,1160,1087,269,193,163,
利润总额(万元),9679,5381,2811,18299,12593,8184,4892,15451,11328,7555,4891,10956,8139,4150,6299,2755,1815,
净利润(万元),8595,4884,2505,15691,10917,6924,4234,13498,9792,6506,4157,9537,7023,3434,5318,2263,1546,
净利润(扣除非经常性损益后)(万元),--,4516,--,13994,--,6669,--,12251,9718,6508,--,9274,5945,2603,5025,2075,1407,
经营活动产生的现金流量净额(万元),-29,-1559,-3500,-869,-2566,-2902,-938,13889,11437,7519,505,17588,4939,2492,3324,2960,1974,
现金及现金等价物净增加额(万元),15127,7054,-6610,12680,12521,15004,23429,-247,-992,-553,-2253,-179,2663,1845,677,-716,961,
总资产(万元),244460,235317,139674,143593,134673,130254,133414,107623,102483,96239,--,75217,55365,50728,42017,23863,14542,
流动资产(万元),132810,123445,88273,93524,88274,84722,89501,65965,63791,59951,--,43054,31295,26121,21672,12729,9303,
总负债(万元),100587,150639,57376,60295,56149,55723,58653,62093,60659,57701,--,43184,32869,31821,26545,18453,11404,
流动负债(万元),96097,145915,54764,57553,53410,52985,55886,59304,57801,56457,--,41480,29082,27840,20678,16271,11063,
股东权益不含少数股东权益(万元),143873,84678,82299,83298,78524,74531,74761,45530,41824,38539,--,32032,22496,18907,15472,5406,3143,
净资产收益率加权(%),8.81,5.82,2.96,21.04,14.91,9.92,6.58,34.8,--,18.44,12.19,31.15,36.44,19.98,57.47,52.93,57.58,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
