报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-09-30,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1998-12-31,1997-12-31,
基本每股收益(元),-0.09,0.1,-0.02,0.27,0.13,0.01,0.03,0.07,0.13,0.07,0.05,0.21,0.04,0.09,0.06,0.68,0.31,0.14,0.04,1.35,0.36,0.23,0.04,0.63,0.38,0.27,0.07,0.63,0.58,0.35,0.08,0.3,0.2,0.07,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,4.12,4.3,4.27,4.2,3.82,3.67,3.61,3.58,2.35,5.07,4.89,4.85,4.57,4.46,4.29,4.22,4.74,4.51,4.28,2.89,3.01,2.88,2.83,2.58,2.62,2.96,3.1,3.5,3.58,3.57,3.43,3.45,3.17,3.18,3.28,3.33,3.5,3.51,3.46,3.45,3.05,3.46,3.41,3.4,3.32,3.29,3.29,1.52,1.39,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.11,-0.09,-0.02,0.08,-0.2,-0.18,-0.07,0.08,-0.09,-0.21,-0.24,-0.53,-0.62,-0.3,-0.16,0.38,0.25,0.24,0.29,1.04,0.72,0.46,0.36,0.8,0,--,0,0.43,0,0,--,1.14,0,0,--,-1.1,0,0,0,0.03,0,-0.33,0,0.21,--,0.12,-0.78,0.81,0,--,--,
主营业务收入(万元),37899,30738,19331,117660,97152,44930,17096,106848,80159,53841,21280,140031,107234,74702,33975,123779,74706,37194,13888,74693,56212,38502,13842,51751,35247,21790,7955,77058,60842,44640,16797,85410,44950,23062,7713,52362,37395,21175,8172,47594,31463,22861,4658,45466,25306,16911,5562,57172,40904,27834,6194,51339,23253,20422,9640,31001,22455,14016,34999,23080,40222,81255,120970,
主营业务利润(万元),4636,3797,2105,10211,9891,3345,1670,19756,15506,10811,6642,16656,11394,7632,2482,36883,23951,8565,3850,23719,17718,12531,3488,21555,14330,9200,2879,30437,25786,15984,6024,25052,15725,8849,--,16583,12902,7545,3143,15174,11946,8068,1391,6938,5869,3256,965,10150,7709,6322,1610,9682,3103,2538,737,7764,4468,2446,8011,5563,5978,11188,--,
营业利润(万元),-2473,8566,-747,19428,9396,914,1441,5411,6879,3155,3242,11353,1889,4794,2728,37322,18104,6463,1388,79890,7617,5685,768,13654,7571,4485,1282,17955,16881,9902,2475,10006,5949,2445,821,5674,4926,2716,950,901,630,470,-798,-4426,-2843,-2766,-1000,755,308,1241,281,1628,56,403,0,784,304,-356,2478,2157,1720,2543,--,
投资收益(万元),8784,6941,953,5806,4723,3800,3047,9693,8928,7332,2336,2563,3102,2544,1907,14209,2073,1303,527,75672,493,246,245,588,-57,-523,--,105,287,287,--,--,0,0,0,14,18,-444,-184,-784,-484,-327,-82,850,855,919,769,-241,-238,-175,0,2236,77,-69,122,100,152,17,101,-30,-36,0,--,
营业外收支净额(万元),-666,-485,31,318,172,81,-56,653,333,160,136,850,835,88,50,2359,1226,885,460,126,2258,466,300,4126,3269,2731,816,41,--,-185,--,--,--,-22,--,-4370,0,--,-8,-777,0,0,476,-446,0,0,17,-4904,-108,0,0,-5074,0,-49,0,507,435,0,572,0,0,0,--,
利润总额(万元),-3138,8082,-716,19746,9568,994,1385,6063,7212,3315,3378,12203,2724,4882,2778,39681,19331,7348,1848,80016,9875,6151,1068,17780,10839,7216,2098,17996,16380,9717,2459,8082,5975,2423,790,1368,1314,-1188,758,-638,935,846,-390,-3975,-1949,-1871,-206,-4323,138,1031,273,-1187,-7556,285,93,1664,1164,210,3337,2133,3664,2546,--,
净利润(万元),-4159,5033,-1113,12903,6487,705,1380,3553,6150,3302,2542,10005,1985,4462,2738,32809,14877,6664,1751,64999,8635,5607,1016,15068,9163,6554,1723,14773,13513,7908,1809,6117,4138,1527,505,133,268,-1785,562,513,1422,1281,-368,194,249,214,187,517,49,177,91,184,-3984,261,132,2491,744,217,2574,1291,2564,1527,2291,
净利润(扣除非经常性损益后)(万元),-6060,-4573,-1189,-6166,-1000,-2124,-423,4308,10107,8251,3456,4947,--,3674,--,20070,--,6000,--,3618,--,5257,--,11974,0,4506,0,14651,0,8047,0,6830,0,1549,--,3500,0,1739,0,271,0,654,--,-1437,0,-845,--,4488,0,237,0,672,98,310,0,1579,--,-696,1816,0,0,--,--,
经营活动产生的现金流量净额(万元),-15840,-10059,-8814,15114,11493,4628,3440,5442,-6465,-11319,-2598,8124,5113,-4091,-1152,3967,-9535,-8501,-3450,3606,-4234,-4955,-5848,-12857,-14820,-7202,-3731,9057,6121,5853,6858,21279,14729,9337,7447,16343,9082,10087,4230,7331,6169,3617,-4447,19574,10558,1510,-3798,-18884,-12484,-15283,-4548,598,0,-5622,0,3561,--,1978,-13321,8272,0,--,--,
现金及现金等价物净增加额(万元),-4058,8554,3796,-20941,-15799,-14392,-626,17834,9104,15563,-3075,-10610,-14547,-10223,-6039,-11265,-25729,26459,-8283,26767,-1422,14588,9662,-7572,-8190,660,-2437,22769,19702,32839,39204,12754,7008,8847,879,3877,401,930,332,-3344,-3252,-1302,-2454,-6032,-7687,-6940,-5259,-24786,-13846,-18747,-7568,9179,0,-7523,0,-4988,--,-1551,30552,1763,0,--,--,
总资产(万元),289514,307059,316347,296826,284880,302494,300481,298300,291516,296262,305752,298700,297894,313780,310691,317704,323714,296827,314642,324459,246853,259182,246021,230205,221144,212870,194868,186497,172230,170499,170187,129286,146666,146661,131047,128875,122249,119620,117115,139988,146608,155148,142736,141737,140181,131422,138103,146288,168942,169170,159295,158969,141167,141678,140038,150609,104929,100644,89330,58471,65031,40937,--,
