报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2003-12-31,2002-12-31,2001-12-31,
基本每股收益(元),0.55,0.3,0.08,0.73,0.52,0.02,-0.01,0.07,0.02,0.02,-0.01,0.08,0.04,0.03,-0.01,0.19,0.11,0.07,0.02,0.09,0.02,0.02,0.01,0.06,0.05,0.03,0,0.03,0.03,0.02,0.01,-0.03,-0.04,0.01,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,2.57,--,--,--,2.58,--,2.54,2.54,2.63,2.62,2.55,2.55,2.56,2.52,2.42,2.43,2.54,2.57,2.43,2.43,2.3,2.23,2.32,2.38,2.48,2.76,2.09,2.14,2.13,2.12,2.13,2.12,3.4,3.39,3.37,3.35,3.39,3.39,3.36,3.34,2.8,2.59,2.49,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,-0.04,--,--,--,-0.17,-0.16,-0.42,-0.4,-0.31,0.13,-0.44,-0.35,-0.36,0.48,0.87,0.13,-0.12,0.1,0.1,-0.04,-0.02,0.18,-0.02,-0.02,-0.14,-0.4,-0.46,-0.39,-0.49,0.05,0,--,0,0.5,0,0,0,-0.15,0,0,0,0.41,0,
主营业务收入(万元),490013,289465,107666,580932,380439,49559,23862,117971,83653,53794,24789,132666,103549,64579,34605,155917,116859,75997,35766,115864,80368,54915,25791,97988,72537,43099,19497,103136,81896,53508,25617,105413,75451,46576,20418,86304,63432,39585,19951,85774,58917,35834,17781,74633,50158,27339,54324,45591,41178,
主营业务利润(万元),128120,71041,23820,156711,109787,4322,1960,9472,6466,4006,1587,9675,7376,4413,2259,14283,10245,6599,3354,10365,4934,3959,2032,8562,6005,3616,1608,7335,6205,4115,1875,7356,5547,3873,--,8602,6009,3817,1799,8105,5361,2995,1467,6760,4491,2785,8400,9071,8748,
营业利润(万元),90243,46310,11324,100229,69435,798,-143,1565,301,316,-426,2496,1588,829,-135,2018,3768,2350,963,3452,760,953,424,2204,2096,1233,179,683,1139,703,224,-969,-1072,656,252,1596,1216,617,322,2040,1280,694,208,1715,1242,889,3455,3344,2784,
投资收益(万元),615,615,--,--,--,97,--,542,542,3,--,271,271,271,--,109,109,75,--,395,223,219,--,1443,1277,1063,--,1291,405,255,0,211,211,61,0,138,141,144,-3,28,31,34,-3,669,393,78,163,213,1312,
营业外收支净额(万元),1642,686,416,1431,206,121,53,1322,773,629,49,522,116,103,11,4987,420,288,83,287,120,77,26,45,31,-19,-0,--,--,--,--,--,--,78,--,68,0,--,0,-80,0,0,0,44,0,0,5,0,0,
利润总额(万元),91885,46996,11740,101660,69640,919,-90,2887,1074,945,-378,3018,1704,931,-124,7005,4188,2638,1047,3739,880,1031,450,2249,2127,1214,179,1066,1218,778,288,-479,-885,734,254,1802,1437,788,315,1988,1283,725,206,2429,1633,967,3623,3685,4009,
净利润(万元),68823,37204,10478,79540,53820,619,-151,2145,644,605,-391,2273,1270,727,-187,5343,3121,1917,708,2547,538,704,300,1852,1450,795,108,776,829,528,173,-953,-1064,407,133,979,770,405,151,1012,676,357,100,1550,1037,585,2472,2595,2478,
净利润(扣除非经常性损益后)(万元),68399,37117,10469,79290,53543,570,-196,1052,553,106,--,1820,--,640,--,5510,--,1655,--,2673,--,645,--,1120,--,71,0,-430,0,473,0,356,0,356,--,909,0,377,0,1019,0,365,0,979,0,568,0,0,0,
经营活动产生的现金流量净额(万元),165113,88220,44821,195895,141852,6210,-1119,10029,5371,5620,-4751,-5893,-12243,-11497,-8906,3742,-12673,-10020,-10496,13760,25041,3818,-3532,3029,2867,-1086,-580,5313,-674,-646,-4080,-11424,-13307,-11231,-14278,1360,-11162,-8219,-10843,9627,-11056,-13153,-11837,-2806,-10629,-15145,4785,4597,0,
现金及现金等价物净增加额(万元),-5878,-29869,-20241,31500,4399,-737,-4521,-1468,-6269,2752,-5298,-4746,-11611,-10083,-9612,434,-8147,-9362,-10194,11533,17822,3880,708,-2114,-1599,-1414,-235,-2224,-3339,-63,-2990,-4017,-6767,2254,-3991,-12572,-13619,-10613,-10439,-716,-7139,-6043,-6260,19399,18933,19744,-54,-1085,0,
总资产(万元),1458559,1421972,1403322,1435419,1398295,103876,103636,113466,117964,115054,115324,119812,125073,116999,114664,122805,132815,118735,118183,116825,127352,116677,117178,115036,115983,117253,114935,111415,122263,126890,129752,134290,113169,114900,102950,93321,102864,101124,101521,95921,104749,101411,99037,99949,106621,105290,70117,61211,59739,
流动资产(万元),282479,268888,261797,307320,285921,61947,60990,69900,72580,69967,68063,71653,76891,67473,63670,71568,77164,61811,60734,59648,67221,56628,54133,50084,55281,54494,53072,50949,56773,57957,55659,49625,55366,64320,54554,45390,56480,55704,56636,52886,61617,58605,56399,57527,63781,61388,25102,21217,27348,
总负债(万元),799720,793569,781070,823324,811367,27637,27068,36602,41901,39347,38341,42012,49292,41249,36453,44665,56854,42826,41924,41644,55138,44451,41663,38694,43783,45009,45509,44013,52245,55346,55297,51906,50096,50419,38811,29367,38679,37338,33528,28087,37335,34294,31264,32270,39509,38711,36075,30317,29407,
流动负债(万元),167768,154010,128578,148497,186787,25795,25277,34799,39967,37461,36297,39905,47340,39180,34290,42564,55724,41516,39921,39715,51710,41057,36627,33329,37941,38912,39740,38878,46269,48740,46210,40123,44995,46774,36470,27227,34679,33338,29328,24087,31325,28256,25079,25941,31027,30057,23029,22011,27403,
股东权益不含少数股东权益(万元),622039,594380,589844,579173,550329,73615,74000,74216,73461,73144,74488,75236,73266,73292,75796,75629,73503,73517,73929,72804,69927,69991,73376,74065,69953,70063,66482,64473,67046,68636,71616,79531,60248,61719,61445,61206,61476,61153,65305,65154,64818,64500,65204,65104,64591,64140,31548,29076,27941,
净资产收益率加权(%),11.37,6.22,1.79,17.45,12.93,0.84,-0.2,2.87,0.87,0.82,-0.52,3.02,1.71,0.98,-0.25,7.21,4.27,2.62,0.97,3.47,0.75,0.98,0.4,2.83,--,1.13,0,0.97,0,0.71,0,-1.56,0,0.66,--,1.56,0,--,0,0,0,0.55,0,2.99,0,0,8.16,8.87,8.87,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
