报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2008-12-31,2007-12-31,
基本每股收益(元),0.05,0.02,-0.07,0.21,-0.23,-0.18,-0.12,0.05,-0.24,-0.18,-0.11,-0.29,-0.15,-0.12,-0.12,0.31,0.24,0.17,0.02,0.47,0.35,0.29,0.05,0.93,0.49,0.9,1.13,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,7.61,7.63,10.14,10.26,10.18,10.12,12.37,12.35,12.15,12.08,11.87,4.11,--,3.17,2.47,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-0.3,-0.14,-0.13,-0.47,-0.43,-0.13,-0.05,-0.34,-0.62,-0.4,-0.12,0.71,--,0.83,0.13,
主营业务收入(万元),48673,30184,9574,48987,30648,20032,8953,61976,40119,17322,5956,41498,27679,16086,5576,44132,30493,19989,7367,40260,28957,18389,8215,42614,28229,44682,49728,
主营业务利润(万元),20633,13445,4117,18765,11802,8188,3770,25351,15731,5836,2292,14974,12046,7317,2104,19109,14775,9988,3423,16623,12593,8176,2748,17041,10856,19017,18307,
营业利润(万元),-603,-945,-2316,2000,-6572,-5029,-2696,-258,-5597,-4744,-2681,-7749,-3296,-2463,-1859,3980,3734,2595,324,4016,3914,3054,251,7720,4149,7918,10819,
投资收益(万元),-108,-435,-182,11964,132,-129,173,5529,-74,-60,3,-7,-43,-39,-32,-4,-11,--,--,--,--,0,0,34,-10,72,2356,
营业外收支净额(万元),1785,1419,871,3189,2097,1547,455,2806,1684,1455,442,1351,1006,383,70,1377,426,300,37,1826,475,405,342,1581,845,--,--,
利润总额(万元),1182,474,-1446,5189,-4474,-3482,-2241,2548,-3913,-3289,-2240,-6398,-2290,-2080,-1790,5357,4159,2895,361,5842,4389,3459,594,9301,4994,9195,11607,
净利润(万元),906,372,-1313,4006,-4359,-3428,-2239,980,-4427,-3310,-2085,-5513,-2767,-2239,-1716,4451,3465,2379,226,5328,3860,3083,482,8395,4394,8108,10204,
净利润(扣除非经常性损益后)(万元),40,-307,-1739,-8963,-5712,-4355,-2251,-6030,-5844,-4529,-2376,-6127,--,-2470,--,3414,--,2192,--,5140,--,2981,0,7416,--,7290,7275,
经营活动产生的现金流量净额(万元),-12780,-5801,-4476,-6667,-9930,-12515,-8439,-1571,-11632,-19293,-5224,-383,-5584,-2710,-1814,-6769,-6245,-1940,-643,-4051,-7445,-4792,-1415,6401,3257,7427,1154,
现金及现金等价物净增加额(万元),-15770,-11550,-9852,-4806,-17371,-16065,-16759,-26471,-36658,-12451,-6561,-23666,-24197,-20561,-10551,-21306,-10046,-7566,-1695,85592,88992,96779,106051,2534,-413,6055,-92,
总资产(万元),233052,227805,183733,186715,176213,175134,170239,177902,166320,168352,155796,156502,158524,157274,161913,168347,164791,157569,155850,154680,152349,151716,154230,47072,--,39446,36057,
流动资产(万元),99265,95931,80125,87854,68957,69972,67515,83749,75164,103821,93684,96117,104518,104255,111985,123890,146740,143185,142603,142145,138845,142068,146302,38979,--,33128,30589,
总负债(万元),54931,50669,38632,40296,37114,34029,28591,33281,24605,27307,13576,12016,10886,9481,10827,15871,16357,11624,7136,6134,6434,6620,11669,10105,--,10882,13754,
流动负债(万元),52152,41573,28259,28644,24336,21241,16494,22888,20673,25412,11680,10119,10777,9374,10719,15765,16259,11566,7073,6071,6315,6586,11635,9739,--,10628,10408,
股东权益不含少数股东权益(万元),173713,172938,141314,142305,135012,136966,137354,140109,136946,136265,137524,139602,142550,142787,146056,147683,146649,145751,148446,148226,145794,144976,142444,36967,--,28564,22187,
净资产收益率加权(%),0.58,0.26,-0.93,2.82,-3.17,-2.47,-1.64,0.7,-3.21,-2.39,-1.5,-3.85,-1.91,-1.53,-1.17,3.01,2.34,1.6,0.15,4.48,3.55,3.39,1.3,25.62,--,30.9,60.29,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
