报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.3,0.21,0.21,0.73,0.52,0.36,0.14,0.57,0.44,0.26,0.08,0.55,0.39,0.25,0.05,0.52,0.34,0.23,0.08,0.69,0.39,0.56,0.33,0.39,
每股净资产(元),3.86,3.78,9.19,8.98,8.79,8.63,8.51,8.37,8.24,8.06,7.98,7.9,7.75,7.61,7.56,7.49,7.32,7.21,7.08,3.02,2.72,2.33,1.77,1.99,
每股经营活动产生的现金流量净额(元),0.03,0.04,-0.17,0.77,0.47,0.47,0.1,0.37,-0.09,0.15,0.15,0.81,0.34,0.21,0.1,0.35,-0.18,-0.12,-0.22,0.63,0.38,0.77,0.47,0.41,
主营业务收入(万元),85428,57945,26233,97031,69405,46557,19133,72655,55262,35963,14130,61227,44538,29285,12125,47061,35965,24108,10640,43318,20934,36157,31541,39894,
主营业务利润(万元),24348,16898,7524,26270,19412,13402,5108,18738,14137,8695,3427,16418,11841,7495,2605,13504,10202,7008,3247,14619,7024,12229,6741,5628,
营业利润(万元),12705,9567,3915,12576,10115,7539,2702,9748,7872,4629,1588,9742,7183,4541,1066,8543,5876,3917,1535,9336,4833,7335,3728,3974,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,0,0,0,0,0,
营业外收支净额(万元),976,315,38,574,518,105,48,637,393,327,27,189,209,178,-2,687,136,23,7,90,651,357,75,268,
利润总额(万元),13681,9882,3953,13150,10633,7644,2750,10385,8265,4956,1614,9932,7392,4720,1064,9230,6012,3939,1542,9426,5484,7693,3803,4242,
净利润(万元),11686,8468,3355,11549,8244,5740,2236,8985,6962,4157,1308,8613,6215,3949,841,7894,5060,3345,1312,8128,4656,6606,3781,4199,
净利润(扣除非经常性损益后)(万元),--,8204,--,11120,--,5661,--,8415,--,3879,--,8454,--,3798,--,7311,--,3326,--,8051,4103,6040,3344,2463,
经营活动产生的现金流量净额(万元),1143,1507,-2638,12183,7378,7491,1590,5839,-1448,2393,2413,12739,5417,3273,1635,5514,-2768,-1911,-3494,7393,4539,9104,5516,4462,
现金及现金等价物净增加额(万元),-9143,-7231,-5939,-8549,-10884,-502,-15,-8032,-13741,-5910,-2852,-18654,-22122,-17594,-9314,52716,50939,60954,64958,-2039,2176,2776,197,-3106,
总资产(万元),206526,184870,185157,176811,169790,149733,143746,138921,142796,140558,134099,133527,127765,128387,124506,125456,121422,120408,119318,47436,43260,37482,31706,37139,
流动资产(万元),60804,62237,73993,66196,64899,70895,69932,65265,69687,68085,62978,63227,68981,73415,77490,81749,87702,92436,92661,20462,24146,19152,12111,15824,
总负债(万元),54192,35753,39890,34898,30896,13344,9281,6692,12590,13156,7967,8702,5311,8227,5084,7078,5793,6494,7437,11831,11127,10005,10835,15609,
流动负债(万元),32243,15251,19334,14290,10443,11579,7463,4821,10548,11111,5919,8661,5267,8180,5034,5385,2737,3435,4377,9271,9867,9945,10835,15609,
股东权益不含少数股东权益(万元),152334,149117,145268,141913,138894,136389,134465,132229,130207,127402,126132,124824,122454,120160,119422,118378,115629,113914,111881,35605,32133,27477,20871,21530,
净资产收益率加权(%),7.94,5.8,2.34,8.26,6.07,4.27,1.68,6.99,5.46,3.3,1.04,7.08,5.16,3.28,0.71,7.73,5.25,3.83,2.14,25.77,15.62,27.33,17.84,21.61,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
