报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2005-12-31,
基本每股收益(元),0.55,0.44,0.15,0.46,0.43,0.36,0.17,0.51,0.48,0.34,0.15,0.43,0.35,0.22,0.1,0.34,0.29,0.24,0.19,0.35,0.34,0.2,0.13,0.5,0.45,0.48,0.27,0.74,0.52,0.41,0.27,1.06,0.88,0.73,0.45,1.83,1.05,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,4.89,4.76,4.63,4.53,4.45,4.4,4.36,4.17,4.15,4.02,3.94,4.06,4.03,6.23,6.36,6.09,5.88,2.48,2.34,2.07,0,--,--,2.43,1.94,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.3,-0.04,-0.06,0.2,-0.01,0.03,-0.18,0.41,0.22,0.08,-0.01,0.63,0.59,0.75,0.54,0.24,0.15,0.29,-0.03,0.89,0,0.74,0.54,0.98,0.7,
主营业务收入(万元),109693,80869,32150,131739,101903,72849,37010,144042,108494,76398,34385,127809,87369,60569,27154,93601,65119,43811,24577,44531,36165,26568,15530,39421,32823,24422,14003,40400,30081,20209,11674,30402,24245,18833,11018,26280,17257,
主营业务利润(万元),25950,19718,7336,28981,21812,15754,7831,32044,24824,17604,7887,29052,20054,13527,5712,20352,14357,10109,5884,13101,11372,8067,4604,15669,13194,9782,5385,14449,10790,7477,4663,14442,11704,9203,5505,12655,8675,
营业利润(万元),12370,10138,3146,11005,10024,8455,4382,14290,13294,9406,3965,13962,10206,6802,2620,7228,6096,4333,2866,6991,7047,4300,2594,10782,10095,7110,4085,8662,6361,4438,2913,10545,9124,7552,4651,10374,6592,
投资收益(万元),-223,-223,-166,-214,-268,-170,-46,-546,-323,-327,-92,-34,-89,-166,-56,72,48,11,-97,-220,-264,-180,-112,-7,2,2,2,--,--,--,0,8,3,44,0,20,--,
营业外收支净额(万元),811,403,149,353,1043,1017,102,-863,-668,-264,-34,-194,-185,67,449,2704,2000,2007,2003,562,468,260,266,52,-115,-89,-108,--,--,--,--,464,--,--,--,-124,-352,
利润总额(万元),13181,10541,3295,11358,11066,9472,4484,13427,12625,9142,3931,13769,10021,6869,3068,9932,8096,6341,4869,7552,7514,4559,2860,10835,9980,7021,3977,8759,6395,4439,2927,11009,9175,7639,4651,10251,6240,
净利润(万元),11113,8855,2952,9241,8796,7253,3395,10409,9794,6938,2989,8762,7003,4481,1945,6962,5857,4783,3922,7174,6899,4144,2610,10115,9201,6470,3675,8768,5894,4092,2702,10702,8902,7410,4511,9944,5737,
净利润(扣除非经常性损益后)(万元),10572,8572,2866,9343,8245,6712,3380,11357,10394,7202,3016,9626,--,4538,--,4449,--,2808,--,7202,--,3904,--,10051,--,6551,0,8056,0,4091,2688,10244,0,7282,4511,10025,5888,
经营活动产生的现金流量净额(万元),11362,9204,4305,14034,11908,11140,1492,10890,7716,6610,4616,10331,6173,-854,-1266,4015,-206,607,-3639,8248,4454,1569,-229,12754,11931,10133,7323,3180,2039,2909,-371,8984,7485,7496,5531,5354,3808,
现金及现金等价物净增加额(万元),-6568,-2301,-1602,349,2862,5352,-2409,-6447,-7279,-4270,7180,-5402,-5311,-7818,-4755,2468,-21036,-15081,-17590,-21064,-5990,-7867,-2811,-5154,-2984,3491,5321,43660,45786,2507,2062,-219,2012,2074,4655,-168,30,
总资产(万元),229507,222975,212714,204213,193899,191002,180530,180010,166608,163854,162285,149203,140019,136859,131202,128414,125702,126074,122856,91565,89855,86183,91084,86414,86343,91225,93393,85190,81581,34581,34287,26677,0,--,--,19682,13647,
流动资产(万元),77882,79230,76912,76399,78053,78366,74405,74902,77394,77018,85123,75884,74976,75554,70349,69536,69333,71204,71560,36700,56085,53043,59472,55884,59124,66722,69691,64062,66200,21457,21717,15101,--,--,--,13368,7793,
总负债(万元),77543,73325,69398,63723,53993,52304,45806,46825,33288,33578,33931,24356,18732,18133,15592,14941,15343,17193,15052,7218,5769,4857,11263,4131,4674,7159,7532,3003,2268,9578,10675,5765,--,--,--,6472,3113,
流动负债(万元),54826,50562,46344,40694,30570,34254,30659,36578,31784,32063,32402,22814,18420,17811,15260,14599,14953,16788,14620,7218,5769,4857,11263,4131,4674,7159,7532,3003,2258,9568,10675,5765,--,--,--,6456,2667,
股东权益不含少数股东权益(万元),127223,124909,118943,115906,115198,113824,110121,108752,108294,105380,103923,100792,98986,96379,93832,91763,90189,89119,88291,84346,84086,81326,79821,82283,81669,84066,85861,82187,79314,25003,23612,20912,0,--,--,13209,10525,
净资产收益率加权(%),9.14,7.35,2.51,8.26,7.85,6.46,3.07,9.96,9.25,6.65,2.92,9.1,7.34,4.76,2.1,7.91,6.71,5.51,4.54,8.74,8.32,5.02,3.12,12.41,--,7.87,0,17.13,0,17.82,0,58.45,0,--,--,77.41,64.71,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
