报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,1999-12-31,1998-12-31,1997-12-31,
基本每股收益(元),-0.54,-0.27,-0.15,-0.57,-0.4,-0.22,-0.09,0.03,-0.3,-0.1,-0.01,-1.51,-0.4,-0.28,-0.16,-0.18,0,0.01,0.04,0.02,-0.37,-0.16,-0.08,-0.35,0.02,0.02,0.01,0.05,0.03,0.03,0.01,0.06,0.04,0.03,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,1.16,--,2.36,2.48,2.59,2.76,2.94,2.95,2.98,2.94,2.69,2.91,2.98,3.06,3.41,3.4,3.42,3.41,3.38,3.36,3.4,3.39,3.36,3.33,3.42,3.37,3.33,3.31,3.4,3.38,3.35,3.33,3.42,3.38,3.32,3.31,3.38,3.35,3.3,3.28,3.22,3.18,3.27,3.24,3.17,3.13,3.12,1.16,1.06,1.24,0.97,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.33,--,0.97,0.42,0.02,0.58,0.13,0.5,0.62,0.86,0.38,0.05,0.04,0.88,0.21,0.27,0.04,0.31,0.93,0.5,0.19,0.43,0.1,0.08,0.2,0.59,0,0,0,0.5,0,0,0,0.46,0,0,0,0.33,0,0,0,0.19,0,0.09,--,0.22,0.05,0,--,--,--,
主营业务收入(万元),98873,68743,33497,148902,109716,71195,35623,162824,121949,86309,44670,171340,128381,89152,48894,211163,166137,118736,62881,209784,147141,101809,46375,172163,137934,96820,36507,208140,151276,102714,53597,194469,140819,93811,39640,163554,120015,77716,31760,121178,89075,58672,27149,99008,70406,46674,20935,67406,48434,32508,15196,60629,46811,31932,13801,59764,31892,50262,44439,35496,32772,
主营业务利润(万元),-114,700,-432,1785,1622,2899,2123,7096,6728,7490,4517,8992,6695,4201,1812,21050,18921,13323,7186,4357,-434,3653,1514,3330,16995,12495,6400,16086,14842,9741,5134,21663,15605,10635,--,20277,13917,8425,3614,14331,11314,7384,3674,12561,7311,4822,2793,12267,8676,6027,2807,10483,8351,5812,2271,11215,6354,12871,10981,8932,8044,
营业利润(万元),-18753,-9542,-5487,-19861,-13788,-7728,-3088,-21188,-9893,-3733,-681,-31161,-12621,-8756,-5149,-8006,249,1288,1476,-8440,-15862,-6642,-3409,-12773,2051,1487,824,-1319,2338,1775,601,3389,2548,1908,918,6146,3487,2092,928,4263,4006,2942,1695,4402,1761,1333,1124,6220,4198,3060,1383,5271,4576,3490,1226,6032,3884,7929,6931,4188,2925,
投资收益(万元),-0,--,--,--,--,--,--,--,--,--,--,103,103,100,50,367,303,196,110,10911,--,--,0,163,-1417,-823,-198,-153,383,672,628,-2120,-914,-985,-29,-490,0,0,0,0,0,0,0,0,0,0,0,600,600,600,0,300,300,300,0,0,0,0,--,--,--,
营业外收支净额(万元),-465,-452,74,175,130,131,68,18913,-729,50,180,-15983,297,180,104,1829,546,561,564,11279,1044,1054,3,225,197,129,98,4503,--,129,--,--,--,--,--,-101,0,0,0,53,0,0,0,-137,0,0,0,-77,12,0,-20,-65,53,67,0,904,0,61,-112,20,-1,
利润总额(万元),-19217,-9993,-5413,-19687,-13658,-7598,-3021,-2275,-10622,-3683,-501,-47144,-12324,-8575,-5046,-6177,795,1849,2040,2839,-14818,-5588,-3406,-12547,2248,1616,921,3185,2463,1904,462,3936,2736,2087,1105,5554,3456,2090,925,4316,3958,2807,1653,4265,1798,1384,1123,6743,4810,3700,1363,5506,4929,3857,1289,6936,4204,7990,6820,4209,2924,
净利润(万元),-17173,-8658,-4683,-17918,-12606,-6815,-2699,879,-9617,-2989,-169,-47717,-12561,-8812,-5096,-5545,102,455,1208,721,-11690,-4885,-2522,-11061,687,581,341,1568,849,791,305,2012,1284,827,513,3229,2070,1421,668,3728,2997,2188,1256,3969,2176,1861,854,5270,3752,2908,1036,4762,4341,3398,1134,6109,3702,7030,5977,3653,2391,
