报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-03-31,2006-12-31,2005-12-31,
基本每股收益(元),-0.02,0,0,0.02,0.01,0,0,0.02,0.01,0,0,0.1,0.16,0.08,0,0.16,0.17,0.09,0.01,0.31,0.23,0.12,0.01,0.31,0.22,0.11,0.01,0.57,0.48,0.34,0,0.49,0,0.45,0.34,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,2.49,2.41,2.34,2.33,2.38,2.26,3.05,3.04,2.95,2.84,2.84,2.17,2.07,1.96,4.02,4,3.9,3.64,1.55,1.72,0,1.64,1.48,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-0.16,-0.11,-0.12,0.21,-0.22,-0.25,-0.36,0.11,-0.41,-0.41,-0.5,0.76,-0.08,-0.07,-0.2,0.24,-0.6,-0.14,-0.39,0.16,0,0.7,0.58,
主营业务收入(万元),76118,48624,19293,138764,78053,48357,15700,134041,70092,43643,16893,138724,86311,52848,17790,138512,79187,54622,20238,154107,71954,42473,10677,131583,64766,40265,16403,108507,67433,43951,11126,79056,6070,63930,63487,
主营业务利润(万元),13189,8805,3471,21985,14289,9024,3850,21441,11405,7079,3258,19138,17793,10585,3879,18420,15375,9241,2721,19041,11986,6988,2331,18281,12745,6628,2348,15038,12044,8263,2412,11402,1316,9622,7293,
营业利润(万元),-799,347,248,-1439,-826,-520,-90,-1745,-612,-322,-159,2857,6728,3106,-308,3486,5755,3249,154,9526,6362,3296,-50,7814,5722,2776,169,5935,5297,3543,22,3784,87,4683,3614,
投资收益(万元),--,--,--,--,--,--,--,--,-15,-15,0,52,16,-14,-2,41,8,-16,-11,58,-3,-23,-5,8,--,0,--,0,0,--,--,--,0,--,--,
营业外收支净额(万元),389,251,137,1785,1193,657,157,1852,879,580,206,1514,768,613,389,2947,1629,605,109,846,668,231,258,637,368,279,118,--,--,257,--,1247,--,-158,-59,
利润总额(万元),-409,598,385,346,367,138,67,107,267,258,47,4371,7495,3719,81,6434,7384,3853,264,10372,7030,3526,208,8450,6089,3055,287,6681,5774,3800,291,5030,86,4525,3555,
净利润(万元),-905,171,102,769,346,129,77,761,349,192,104,4243,6526,3258,193,6406,6755,3521,222,9027,6364,3143,184,7935,5506,2725,272,6616,5388,3629,251,4684,77,4250,3237,
净利润(扣除非经常性损益后)(万元),-1204,-16,-1,-709,-550,-350,-40,-649,-249,-189,-69,3017,--,2788,--,3993,--,3001,--,8467,--,3121,--,7495,--,2671,0,6335,0,3648,0,4008,0,4438,3295,
经营活动产生的现金流量净额(万元),-2105,-5234,-1646,11476,-6728,-7047,-7795,9088,-6393,-6583,-7972,18350,-6716,-4518,-4980,8568,-9097,-10334,-10640,3283,-12002,-12085,-14543,19363,-2081,-1857,-2545,2996,-7674,-1827,-3737,1516,-3343,6701,5514,
现金及现金等价物净增加额(万元),-3593,-6475,-2804,1416,-14530,-13602,-15860,-2064,-18302,-12243,-15288,-5914,-25412,-23948,-22561,-860,-20577,-19062,-23139,31313,9635,9414,15842,5126,-7080,-3905,-4942,9422,13817,17093,-4773,-337,-5221,1279,5932,
总资产(万元),162324,157304,154482,165220,161599,165737,161195,173428,164100,164256,154596,162680,157067,147350,138611,157000,148439,142951,129448,138352,134222,114646,109774,82592,75744,68098,63240,61750,72108,64871,38604,31001,0,25814,22726,
流动资产(万元),101133,94729,89585,98529,94076,96459,90214,100118,94101,95101,85729,94002,93993,86050,78303,97074,92655,88569,77075,88008,89820,72871,70272,46874,44977,37848,36573,38108,53789,48893,23800,17939,--,15405,17651,
总负债(万元),55327,49301,46341,57371,54878,58654,54102,66277,57262,57407,47095,58138,50029,43522,37651,56217,51405,50750,40552,49672,48225,31852,27020,27458,23038,18132,12060,10827,22559,18566,23878,14624,--,10229,8677,
流动负债(万元),46896,41003,38026,48952,45612,49663,44677,56568,47729,48718,38219,49057,41653,35995,30081,48262,45351,40517,30092,39344,37240,21678,17122,17586,21387,15446,9292,8661,20688,15393,15220,6846,--,5936,6785,
股东权益不含少数股东权益(万元),99369,100443,100453,100352,99351,99710,99739,99661,99366,99087,99718,99336,101611,98343,95404,95085,97035,92201,88896,88679,85996,82795,82755,55134,52705,49924,51157,50886,49517,46258,14670,16322,0,15585,14048,
净资产收益率加权(%),-0.91,0.17,0.1,0.77,0.35,0.13,0.08,0.77,0.35,0.19,0.1,4.36,6.64,3.37,0.2,6.97,7.34,3.89,0.25,11.46,8.45,4.49,0.33,15.14,--,5.41,0,17.69,0,13.65,0,32,0,30.63,24.97,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
