报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.19,0.27,0.14,0.34,0.27,0.18,0.13,0.32,0.22,0.16,0.13,0.37,0.4,0.3,0.16,0.68,0.56,0.77,0.35,1.24,0.64,0.77,1.27,0.75,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,6.84,6.74,6.6,6.68,6.56,12.77,12.65,5.37,5.12,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-0.37,-0.3,0.31,0.59,0.52,0.64,-0.78,-0.36,0.07,1.86,0.84,0.39,
主营业务收入(万元),497981,290115,145467,466704,358169,233961,120914,384872,303549,200411,111409,342475,271136,192816,101338,324181,249137,161153,74266,204742,137980,172050,170439,131537,
主营业务利润(万元),80545,47621,24884,80473,59068,38540,20499,57230,40476,27552,15339,45118,37714,28544,14508,52111,40052,26396,12105,33192,19390,21815,35342,19389,
营业利润(万元),21587,12178,6896,22290,17372,11194,7855,15149,11383,8251,5634,10057,13992,13362,6881,29055,23158,15460,6096,19083,9071,10279,18387,12593,
投资收益(万元),-2,-2,-2,-448,-449,-450,-183,-1109,-790,-499,-177,-693,-143,48,-16,323,200,105,33,-15,-292,-605,-104,107,
营业外收支净额(万元),6213,4282,1368,2552,2021,1623,524,4808,1808,1085,879,9488,6031,977,988,4180,3800,3523,1692,2609,2479,1703,641,422,
利润总额(万元),27800,16461,8264,24842,19394,12816,8379,19957,13190,9336,6513,19545,20023,14339,7869,33235,26958,18983,7788,21692,11550,11982,19028,13016,
净利润(万元),16009,9006,4632,11352,8888,6026,4396,10669,7315,5269,4263,12241,13121,9954,5397,22100,18006,12245,5323,15304,7862,9525,14918,8711,
净利润(扣除非经常性损益后)(万元),11632,5973,3825,9519,7498,4928,4009,7036,6012,4499,3650,6002,--,9367,--,19311,--,9965,--,13334,6028,7360,13914,7751,
经营活动产生的现金流量净额(万元),-11737,-16204,6369,25121,-17188,-27293,-18673,29053,10152,-4218,7886,-707,-12097,-10033,10304,19495,17078,10581,-12900,-4420,813,22943,10424,4529,
现金及现金等价物净增加额(万元),36794,8404,-1328,-7058,14266,2520,2444,-24551,-27903,-19992,-12435,-34861,-12965,-8740,39468,73797,92526,117336,120798,-4428,1929,-2127,8134,-3700,
总资产(万元),904469,812976,740844,667558,632618,627735,600521,556790,480792,467914,469321,504038,514976,518730,521188,444174,382289,369310,375177,210342,192741,160236,171235,102992,
流动资产(万元),382118,302163,258103,222672,204879,216559,199199,178922,164492,163304,171628,216653,288064,307035,357868,292106,259329,256126,266128,119521,112228,88605,104305,68220,
总负债(万元),598819,558490,484479,417270,386465,385931,355089,316918,245557,232620,227050,266848,277036,284854,292437,210767,153578,146475,155946,138089,129534,99890,113501,65923,
流动负债(万元),482943,451456,375104,308692,271635,272280,246028,228482,156327,144206,139237,180565,190988,197183,204809,201481,147058,140334,153210,136476,127841,91534,112167,63041,
股东权益不含少数股东权益(万元),295601,234973,237284,232674,230439,227556,232572,228383,224721,222602,229965,225512,226420,223201,218577,221197,217108,211319,209326,66343,57808,54694,52990,30960,
净资产收益率加权(%),6.57,3.82,1.97,4.95,3.81,2.6,1.91,4.59,3.24,2.32,1.87,5.53,5.9,4.48,2.41,11.05,9.19,6.54,3.31,26.24,14.33,18.4,36.66,36.13,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
