报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2006-12-31,2006-09-30,2005-12-31,2004-12-31,
基本每股收益(元),-0.3,-0.23,-0.08,-0.74,-0.26,-0.18,-0.11,0.17,0.04,0.02,0.01,0.06,0.04,0.02,0.02,0.05,0.09,0.09,0.04,0.28,0.22,0.14,0.09,0.28,0.16,0.12,0.06,0.35,0.27,0.19,0.07,0.52,0.34,0.24,0.49,0.29,0.38,0.25,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,2.87,2.84,4.35,4.34,4.39,4.39,4.47,2.57,2.51,2.44,3.2,3.11,2.99,2.95,3.88,3.83,3.75,3.67,3.69,3.61,2.28,1.87,2.13,--,1.67,1.19,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.18,0.15,0.06,0.29,0.1,0.11,0.08,0.55,0.31,0.16,0.28,0.5,0.33,0.34,0.08,0.09,0.42,0.28,0.08,0.66,0.18,0.18,0.69,0.2,0.92,0.31,
主营业务收入(万元),26844,17953,8291,30947,22939,14684,6222,24435,19706,13793,6749,28587,20261,13046,5232,25212,17063,11146,4612,30599,25193,16824,7345,24799,16595,9827,3537,19328,15039,9537,4351,19244,13579,8570,15833,11053,12262,10882,
主营业务利润(万元),1613,1457,621,-109,-249,559,-757,928,2477,1744,888,4220,3015,2028,909,3331,2554,1565,680,6237,5312,3419,1432,4373,2736,1881,685,4068,3211,2045,886,4683,3358,2299,4134,2614,3072,2488,
营业利润(万元),-8872,-6631,-2261,-16987,-8219,-4731,-3140,-5974,-439,-76,51,639,571,278,200,-645,786,710,558,2456,2305,1541,663,2065,1359,977,353,1997,1890,1230,513,2392,1586,1066,2382,1298,1842,1031,
投资收益(万元),41,57,56,430,435,433,219,613,406,249,125,323,220,169,70,214,158,104,53,204,163,58,34,209,191,131,69,351,--,--,--,0,0,--,60,60,--,1,
营业外收支净额(万元),752,286,197,1153,1384,1057,1006,8778,1329,385,188,663,328,78,29,1222,593,519,35,920,399,241,200,492,156,139,56,--,--,--,--,--,--,405,0,411,279,288,
利润总额(万元),-8120,-6345,-2064,-15834,-6836,-3674,-2134,2804,890,309,239,1301,899,356,230,577,1379,1229,592,3375,2704,1782,863,2557,1515,1116,409,2499,2245,1477,586,2794,2049,1471,2822,1709,2121,1319,
净利润(万元),-7384,-5645,-1913,-15266,-6419,-3417,-2059,3190,758,292,228,1144,825,321,217,562,1183,1129,538,2947,2313,1502,745,2267,1329,961,351,2146,1685,1189,459,2374,1547,1122,2273,1319,1744,1159,
净利润(扣除非经常性损益后)(万元),-8123,-5943,-2110,-16213,-7589,-4273,-2914,-5588,-338,-26,84,530,--,255,--,-521,--,688,--,2069,--,1297,--,1687,--,732,0,1421,0,942,--,1964,1068,700,1828,--,1461,854,
经营活动产生的现金流量净额(万元),-2816,-2829,-1156,-8873,-11809,-5007,-2470,-338,1703,1874,1001,3107,3460,2773,774,3607,1264,1341,1068,5741,3275,1711,2269,4047,2664,2712,525,569,2579,1714,525,4093,837,806,3184,--,4242,1431,
现金及现金等价物净增加额(万元),-3502,-1555,-4067,957,2152,-2694,-2558,-6229,-9763,-8534,-3345,-14599,-13028,-9756,-6148,18863,14725,15809,16119,1251,2747,-2306,2531,-2395,-2039,-6463,-5991,-8247,-10597,-2975,-2424,13791,-643,293,-2948,--,4185,273,
总资产(万元),166816,176606,171817,171535,162699,155739,144290,145295,116393,112339,115423,116826,106260,105878,101834,101564,97262,91338,85658,52968,54682,54274,53134,46289,44510,38363,39257,40192,42780,44802,44178,38367,25960,26060,24889,--,22322,16584,
流动资产(万元),49514,52137,45498,46527,41628,34100,26533,27902,27196,24246,32599,33308,37060,40115,45609,47445,43896,50501,38755,21149,24364,24453,23625,19424,18076,15897,17544,18701,22456,23137,27289,24038,11773,11434,9524,--,10231,6410,
总负债(万元),97437,105386,97380,95833,77649,96664,83640,82522,60452,56869,60018,61645,51899,52021,46867,46766,41843,35972,29242,26004,28353,28756,27325,21225,20362,14565,15179,16465,19513,22031,21331,15979,15488,15943,15112,--,14658,11109,
流动负债(万元),71050,79743,69254,63762,42438,59908,49390,46886,26509,27179,31771,33339,22033,25532,21357,30785,28261,24628,17160,14143,13342,16410,20746,15184,14047,13354,13577,14738,12754,15046,14955,9414,6693,7430,7077,--,9118,10105,
股东权益不含少数股东权益(万元),64354,66093,69825,71738,80585,54452,55810,57869,55438,54972,54908,54680,54361,53857,54967,54799,55420,55366,56416,26964,26329,25518,25809,25064,24126,23759,24078,23727,23267,22771,22847,22388,10472,10117,9777,--,7664,5475,
净资产收益率加权(%),-10.85,-8.19,-2.7,-25.47,-11.74,-6.08,-3.62,3.69,1.38,0.53,0.41,2.1,1.52,0.59,0.4,1.06,4.29,2.19,1.16,11.41,9.29,5.9,2.93,9.35,--,4.02,0,9.36,0,5.17,--,23.3,0,11.43,26.14,--,26.29,24.1,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
