报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1998-12-31,1997-12-31,1996-12-31,
基本每股收益(元),0.2,0.14,-0.03,0.18,0.32,0.23,0.1,0.48,0.81,0.69,0.35,1.79,1.58,1.21,0.62,2.25,1.8,1.32,0.57,2.54,1.93,1.29,0.66,2.7,1.63,0.71,0.23,2.16,1.74,0.93,0.17,0.13,0.01,0.01,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,12.34,--,11.68,10.4,10.35,9.76,9.34,8.9,8.99,8.57,7.8,7.02,7.41,6.33,4.94,4.02,4.23,4,3.58,2.77,2.06,1.93,1.74,1.73,1.76,1.71,1.72,1.69,1.63,1.61,1.56,1.49,1.44,1.42,1.38,1.37,1.36,1.39,1.4,1.4,1.39,1.38,1.37,1.37,1.35,1.33,1.39,2.11,2.74,2.69,0,0,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.08,--,0.97,0.71,0.21,2.03,1.46,0.78,0.11,2.92,1.78,1.15,0.61,3.26,1.78,0.98,0.48,2.67,1.59,0.57,0.02,0.51,0.17,0.08,0.01,0.38,0,--,0,0.06,0,0,0,0.24,0,0,0,0.15,0,0,0,0.05,0,-0.23,--,0.22,0.02,0.03,0.38,-0.23,0.33,0,--,
主营业务收入(万元),338123,214564,104873,483229,370888,254431,123660,493292,379890,261757,128301,526401,398939,271702,142116,482597,358792,252352,119625,455827,356125,235669,118840,418374,297677,175591,73822,376103,313518,203982,80650,220883,152762,101035,46125,219650,168670,112576,57538,188466,135018,93186,43680,138278,103866,70293,34195,113288,86942,62993,33153,111340,85571,61345,29429,86704,40150,107756,64568,118999,109301,91502,76356,
主营业务利润(万元),54295,34018,10652,101292,84899,57254,24982,121861,98409,73745,36035,161695,125797,89115,43808,178031,128702,91647,41365,184453,141603,95112,44907,185564,114599,56293,23513,165140,141673,86116,24574,33578,18816,12221,--,36916,29932,20458,10158,36686,27131,16465,6790,18752,13551,8386,3236,14511,11530,8758,5043,24563,16958,12477,5718,21539,10402,27341,15036,31180,23242,17590,13059,
营业利润(万元),24327,16582,-2956,27228,35688,26571,10790,55499,49758,42662,21957,101136,85070,64638,33236,119345,96057,70881,30488,135606,103936,69713,35334,145100,87561,37037,11596,113179,93801,55948,9929,8422,1257,961,328,8849,9690,7269,3488,8391,8264,5025,997,1018,997,750,371,-1218,1410,1179,783,1577,2545,2198,873,1623,1423,358,1102,5109,5759,5397,3139,
投资收益(万元),23543,23445,6093,126,335,342,36,679,702,701,-5,772,744,707,121,1052,975,883,8,702,733,731,13,469,443,28,0,1692,1873,1299,1297,4892,511,415,401,494,12,-4,-39,1905,1524,4,50,123,37,5,7,450,130,159,22,37,60,13,10,1122,492,1694,1011,1011,511,398,500,
营业外收支净额(万元),600,527,247,-6220,-643,-732,-226,-735,-80,-397,-307,-1581,-749,-281,-397,-530,-1123,-1076,-880,-2284,-1743,-1102,-220,-2900,-1123,291,338,-1057,--,--,--,412,--,--,--,-796,0,--,0,-1276,0,0,0,-35,0,0,0,1471,-173,-173,14,1338,10,-70,0,-663,0,226,0,-36,0,0,--,
利润总额(万元),24927,17109,-2709,21008,35045,25839,10564,54765,49678,42265,21650,99555,84321,64357,32839,118814,94935,69805,29608,133323,102193,68612,35114,142201,86439,37328,11934,112121,93189,55382,9812,8834,1282,879,344,9054,9613,7316,3678,9284,9037,4745,1190,1831,1116,809,367,1021,1367,1165,819,3143,2656,2158,868,2113,1833,2295,2287,6099,5799,5533,3676,
净利润(万元),18891,13486,-2887,16974,29711,21157,9339,45210,42309,35738,18036,84854,72171,54410,27913,101248,80857,59588,25412,114471,86752,58152,29818,121375,73192,31730,10220,97263,78365,41707,7707,5660,579,371,296,6062,6299,4806,2406,8164,6239,3545,975,1274,1003,739,325,578,1002,866,577,1874,1777,1469,581,1638,1499,2070,1915,4023,3927,3702,2314,
