报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2001-12-31,2000-12-31,
现金及现金等价物净增加额(万元),-114129,-134564,-78081,98079,-80185,-70222,-82188,27584,-74671,-87565,-54917,26477,-50451,-54498,-40536,6463,-19516,-14104,-22196,97921,-7628,-11398,-11159,-29659,-35858,-18393,-15494,1524,-23295,-25895,-11442,-3948,-17612,-17908,-10370,1183,-12635,-10110,-6792,-3461,-11483,-6746,-6594,3442,-1517,591,-92,44826,973,1164,0,2905,1589,0,
总资产(万元),1359323,1308267,1411574,1479667,1331480,1282964,1284455,1327360,811782,772357,761110,767270,699401,645485,615514,602531,562094,469492,402954,402691,291077,265644,249588,245427,243526,196185,183326,194647,174566,168107,174081,180440,167120,163338,150373,146686,129035,125523,119118,121925,113443,112819,106855,108254,85096,85401,84441,82253,40950,40281,0,36287,101384,0,
流动资产(万元),1222213,1176072,1277491,1347493,1222167,1175540,1181091,1223180,726950,689238,681605,692891,627504,574911,548330,536485,503396,416593,352974,353216,243967,219322,203888,199313,199976,158369,147000,158098,137921,131682,138055,146561,134690,131188,118597,118949,116285,113936,108870,112927,105143,105473,100297,102535,83927,84279,83358,81141,39821,39199,0,35273,48595,0,
总负债(万元),646989,622909,689169,757797,677714,638824,652953,714472,391750,373536,360498,376800,367667,330722,314258,308069,312589,223517,177331,176825,165050,147836,145023,140336,146395,93202,84554,96753,75128,71543,76514,83879,78671,77914,64962,61715,50497,48512,42806,46292,42441,43711,37313,39326,21687,23767,23432,21632,22733,23221,0,20955,62318,0,
流动负债(万元),641949,619127,685382,753959,677134,638131,652244,713746,391333,373222,360183,376486,367353,330407,313943,307754,312274,223203,177016,176511,164735,147522,144709,140021,146109,92916,84268,96467,74872,71288,76259,83623,78272,77072,63610,60981,50315,48330,42624,46110,42441,43711,37313,39326,21687,23767,23432,21632,22733,23221,0,20955,28339,0,
股东权益不含少数股东权益(万元),705345,678362,715660,714732,648298,638624,625632,607213,417426,396633,398535,388219,330433,313452,299993,293126,248529,244883,224495,224670,125838,117560,104565,105092,97131,102984,98771,97893,95044,92307,93240,92292,84662,81838,81948,81598,75462,74095,73515,72928,68369,66539,67500,66914,63409,61634,61010,60621,18217,17060,0,15332,37853,0,
净资产收益率加权(%),4.11,0.35,0.13,19.4,10.35,8.77,2.99,29.35,15.26,10.15,2.62,31.16,15.36,10.22,2.32,29.75,14.8,10.85,2.23,34.23,21.49,14.72,3.09,20.91,--,7.54,0,13.2,0,5.77,0,16.37,0,5.02,--,14.3,0,4.44,0,14.76,0,5.69,0,13.36,0,0,0,20.11,0,10.67,0,0,--,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
