报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2001-12-31,2000-12-31,
基本每股收益(元),0.12,0.01,0,0.53,0.27,0.23,0.08,0.66,0.28,0.19,0.07,0.67,0.3,0.2,0.07,0.81,0.39,0.24,0.05,0.93,0.48,0.32,0.06,0.98,0.67,0.3,0.03,0.49,0.32,0.21,0.04,0.58,0.26,0.16,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),2.9,--,2.95,--,2.67,--,2.58,--,1.89,--,2.53,--,2.1,1.99,2.86,2.79,2.37,2.33,2.14,4.28,2.47,2.3,2.05,4.12,3.81,4.04,3.87,3.84,3.73,3.62,3.66,3.62,3.32,3.21,3.21,3.84,3.55,3.49,3.46,3.43,3.22,3.13,3.18,3.15,3.88,3.77,5.6,5.56,2.64,2.47,0,2.22,1.51,0,
每股经营活动产生的现金流量净额(元),-0.08,--,-0.21,--,-0.12,--,-0.24,--,-0.1,--,-0.19,--,-0.1,-0.17,-0.31,0.41,-0.2,-0.16,-0.15,0.57,-0.16,-0.26,-0.26,0.58,-0.95,-0.45,-0.51,0.57,-0.6,-0.71,-0.35,0.55,-0.32,-0.44,-0.32,0.73,0,--,0,0.43,0,0,0,0.56,0,0,0,0.62,0,0.31,0,0.49,0.47,0,
主营业务收入(万元),457983,279909,117514,890700,523832,363976,162982,957563,377554,256794,109698,602793,343300,213775,77254,466002,283363,142957,51353,248209,165085,99533,37652,177869,121361,60352,21559,110730,75657,45844,18567,108153,67470,41440,14229,89571,53810,34016,13697,74924,46685,31042,11207,47431,29792,20132,7706,37251,24870,16605,3510,34853,28483,23753,
主营业务利润(万元),94508,43861,19651,235729,132277,99209,43868,251030,103446,63202,24066,177414,98100,63550,19649,141105,82107,46805,13843,80274,48961,32097,10738,52907,37519,17759,6334,31755,22959,14810,5740,30042,17925,11106,--,27028,16132,10440,3586,23432,14622,9736,3274,16745,10404,6733,2286,11977,7370,5015,526,9974,7707,7280,
营业利润(万元),26272,-1159,-2487,124822,60901,52435,18306,148753,52675,32098,7064,99375,46662,30963,4461,83015,42175,25091,3821,43497,23440,15792,2144,20513,15008,5900,115,8117,5353,3230,304,11306,3904,2059,-13,12324,5330,3781,480,9900,5537,3938,485,8035,4519,2874,421,5183,2797,1970,-866,3418,3082,1768,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,132,119,--,--,2154,1543,1543,-9,697,704,708,-1,-1,--,--,--,--,0,--,0,-199,-149,-99,-50,-199,-149,-99,-50,-17,0,0,0,0,0,0,0,0,--,0,
营业外收支净额(万元),10309,5884,4293,21300,10198,7730,2850,30803,12393,8847,4452,18506,8669,4599,3272,14917,3359,3088,2034,10183,4398,2573,1465,7428,4152,2190,866,5942,--,2305,--,5345,3620,--,--,-11,0,--,0,-1,0,0,-0,2,0,0,0,0,0,0,0,0,-0,0,
利润总额(万元),36581,4725,1806,146122,71099,60165,21156,179556,65068,40945,11516,117880,55331,35562,7733,97933,45534,28179,5855,53680,27838,18365,3609,27941,19160,8090,981,14059,8786,5535,1171,16651,7524,4393,787,13810,5990,4230,800,11346,6360,4401,652,9226,5329,3452,421,6145,3136,2085,-752,3584,3088,1768,
净利润(万元),29476,2493,927,128306,65375,55701,18419,160032,62293,41500,10316,105596,47810,30829,6867,85477,40879,25465,5076,47455,24687,16409,3299,25013,17053,7641,878,12531,8109,5372,948,14239,6683,4185,683,11065,4660,3293,587,10265,5707,3877,579,8473,4968,3193,389,5644,2885,1728,-752,3584,3037,1337,
净利润(扣除非经常性损益后)(万元),28508,2055,682,126185,64648,55350,18264,116999,61265,40720,--,102911,--,30275,--,82000,--,24545,--,45802,--,16331,--,19596,--,7145,0,11488,0,4809,0,12227,0,3433,--,11075,0,3293,0,10266,0,3877,0,8472,0,3193,0,5644,0,0,0,0,--,0,
经营活动产生的现金流量净额(万元),-20191,-50769,-50191,169344,-27959,-28226,-57095,73754,-21603,-27219,-30658,56013,-15380,-27089,-32535,43535,-20771,-16927,-15605,29746,-8135,-13041,-13095,14917,-24137,-11438,-12974,14423,-15285,-18110,-8926,14057,-8203,-11309,-8105,15540,-2897,-4294,-5291,9121,-366,674,-3217,11867,813,2839,-91,6731,2002,2113,0,3362,11690,0,
