报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1996-12-31,1995-12-31,1994-12-31,
基本每股收益(元),-0.49,-0.35,-0.07,0.01,0.01,0.01,-0.02,0.02,-0.04,-0.09,0.03,-0.45,-0.38,-0.13,0.01,0.36,0.36,0.25,0.15,0.42,0.24,0.2,0.12,0.17,0.13,0.03,0.02,0.04,0.48,0.36,0.19,0.55,0.46,0.29,0.11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,3.95,--,3.99,4.24,4.43,4.42,4.49,4.38,4.33,4.19,4.25,4.21,4.21,4.09,4.05,3.94,4.04,4.02,4.45,4.34,5.61,5.42,5.33,5.16,5.18,5.08,5.02,4.92,4.96,4.93,4.97,4.87,4.78,4.91,4.59,4.39,4.2,4.23,3.98,3.76,3.57,3.39,3.51,3.38,3.25,3.17,3.09,2.79,2.25,1.94,2.12,1.95,2.76,1.52,1.47,1.38,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.15,--,0.46,0.4,-0.06,-0.49,-0.61,0.48,0.45,-0.03,-0.18,0.08,0.11,0.74,0.84,0.62,0.31,1.39,0.72,0.69,0.3,0.67,0.79,0.38,0.56,0.62,0,0,0,1.4,0,0,0,1.41,0,0,0,0.63,0,0,0,1.16,0,0.69,--,0.54,0.23,0.15,0.33,0.44,--,0.6,0.38,--,--,--,--,
主营业务收入(万元),729061,543507,295567,1444905,1149814,784257,403169,1718347,1270844,813834,431484,1713346,1330139,909402,497549,2232644,1727811,1192986,602720,1941040,1421704,970938,472786,1571124,1163886,740105,342890,2206138,1891537,1275752,577585,1628102,1169076,736034,319961,1259912,959867,634891,268073,987271,769419,523532,301888,995503,769888,533405,296947,747153,546849,353989,172738,516575,381025,251418,125288,431522,222997,392879,184183,307789,154932,266888,133525,261103,230151,244751,205179,
主营业务利润(万元),-7156,-3913,5237,51114,41884,28650,11538,50952,31232,20356,15952,28957,7592,19028,15583,106956,77688,55635,31241,102610,57809,44207,25445,65198,44834,22426,11755,77580,106438,74963,34567,97318,81362,53182,--,75782,53239,34074,12309,59869,61247,45134,27570,135059,98479,71110,42390,105969,81684,50290,24456,58867,46347,29085,12048,57664,34349,65634,34777,42689,20144,30274,16456,17503,13059,13136,35866,
营业利润(万元),-38965,-27572,-5185,-4329,3061,2588,-498,6615,-634,-5071,3703,-32785,-27435,-6884,2835,41787,42147,29434,17325,47944,28367,23340,14472,20371,15955,4834,2075,4268,54403,42841,16983,55760,46257,29505,11580,37122,29055,18376,4076,32443,35917,27041,18258,105374,72300,51771,32356,79300,59739,36753,18555,43372,33928,21249,8456,42071,27284,50434,28581,29887,14320,20837,12130,18239,13735,13467,36422,
投资收益(万元),-33,-17,-8,448,-24,-15,-8,11495,4097,-13,-7,2,-2,-7,-4,27,22,18,4,49,32,34,-2,297,225,120,25,-1083,-681,83,190,2391,1521,727,332,-442,-867,-842,-448,-1170,-503,-526,-298,-931,-724,-469,-50,277,23,-12,-1,267,97,3,-22,210,-44,103,-44,246,101,560,57,0,0,0,0,
营业外收支净额(万元),25,-270,-1,8735,316,220,8,461,245,-145,-2,292,-79,-128,-92,632,-25,6,19,-292,-150,-298,-7,1285,-17,23,4,1166,--,-1099,--,-3790,--,--,--,-236,0,0,-62,695,0,0,0,-1962,0,0,0,-1755,-1160,0,69,-1751,-183,72,0,-1187,0,-925,0,-1045,0,0,0,0,0,0,0,
利润总额(万元),-38939,-27843,-5186,4405,3377,2808,-491,7076,-389,-5216,3701,-32494,-27513,-7012,2744,42419,42122,29440,17344,47652,28217,23042,14465,21656,15938,4858,2079,5434,53739,41742,16965,51970,45720,28938,11129,36461,28026,17382,3566,32082,35521,26589,18064,102481,71519,51242,31885,77822,58601,36897,18623,41887,33872,21354,8525,41094,27498,49611,28542,29088,14124,21248,12122,18200,13452,12894,36476,
净利润(万元),-40922,-29624,-6112,1073,506,895,-1593,2065,-3129,-7149,2745,-37935,-32031,-10702,1080,29986,30205,21301,12414,34820,20065,16553,10387,14656,11262,2377,1594,3672,40140,30614,12167,35615,29515,18617,6982,20483,16796,10272,1670,21190,23536,16914,11411,66905,45903,32990,20749,53163,38290,23641,11900,27113,21842,13576,5384,34248,19674,37074,18081,21362,9974,15936,8964,12194,9013,8639,24439,
