报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2001-12-31,2000-12-31,1999-12-31,
基本每股收益(元),0.3,0.21,0.1,0.25,0.2,0.14,0.07,--,0.15,0.09,0.05,0.17,0.09,0.08,0.04,0.29,0.12,0.06,0.06,0.23,0.19,0.15,0.15,0.41,0.34,0.26,0.2,0.58,0.47,0.29,0.15,0.34,0.26,0.14,0.07,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,2.36,--,2.24,1.88,1.84,1.8,1.63,1.57,1.61,1.56,1.51,1.47,2.91,2.76,2.71,2.61,5.24,5.05,4.9,4.74,2.86,2.71,2.63,2.63,2.56,2.42,2.37,2.32,2.51,1.91,1.88,1.84,1.83,1.78,1.73,1.68,2.47,2.58,2.54,2.47,2.42,2.36,2.47,1.3,1.15,1.06,1.03,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.03,--,-0.13,0.06,0.03,0.06,0.19,0.21,0.1,0.03,0,0.01,0.09,1.16,0.85,0.23,0.32,0.65,0.06,0.4,0.21,0.79,0.55,0.61,0.18,0.09,0,0,0,0.15,0,0,0,0.46,0,0,0,-0.08,0,0,0,0.21,0,0,0,0,0,
主营业务收入(万元),160963,108807,53863,188966,141338,96559,54698,162488,118549,84400,45196,126657,91204,62733,28516,166275,79434,48416,24248,118182,88958,65195,39160,148827,108932,70807,33502,125465,92878,59400,28766,98605,69240,45856,21128,74130,54377,34462,17592,68578,48592,32966,16243,59680,42753,27017,13997,37349,25153,14416,6845,21263,15249,9846,15455,13360,12556,
主营业务利润(万元),85152,58073,30157,97624,74524,50852,28811,72655,55035,37038,19820,63698,44866,30634,13903,69433,42487,25304,13205,53908,39885,27661,13726,50996,37691,24530,11033,40673,29276,18922,9132,33341,23989,15544,--,25813,18808,11218,5968,23733,17694,11798,5919,20768,15119,9747,5231,16744,11947,7864,3769,11368,8091,5485,7831,6965,5400,
营业利润(万元),22829,15386,8031,18361,18001,11513,5528,9063,8549,5927,3755,9114,6313,5429,2398,22909,8652,3883,4154,15963,13314,10221,5480,15299,12551,8090,3492,10606,8044,5386,2787,6685,5198,2935,1372,2534,1734,808,543,2944,2439,1605,1267,4479,3436,2096,1247,3857,3090,1876,906,3134,2458,1732,2795,2330,989,
投资收益(万元),1238,1365,720,220,264,103,185,806,572,49,20,6,--,--,--,38,--,--,--,596,486,486,20,5,32,--,--,--,--,--,--,10,0,--,0,-24,85,80,53,66,14,18,2,-0,-150,-145,0,17,0,0,0,--,6,6,0,0,0,
营业外收支净额(万元),1348,918,292,645,-290,87,-184,3951,3793,1710,107,3789,924,486,256,1232,469,226,39,311,664,557,180,269,544,329,99,537,--,209,--,--,--,189,--,-215,0,0,0,17,0,0,0,-94,0,0,0,-41,0,0,0,-87,-42,0,0,0,0,
利润总额(万元),24176,16304,8324,19006,17711,11600,5343,13014,12342,7637,3862,12902,7237,5915,2654,24140,9122,4110,4193,16274,13978,10778,5660,15568,13095,8419,3591,11142,8641,5595,2904,6747,5384,3124,1422,2356,1665,972,685,3030,2488,1651,1278,4385,3240,1912,1245,3833,3057,1876,904,3047,2422,1719,2746,2364,988,
净利润(万元),20670,14187,6851,17012,13938,9321,4635,11820,10562,6366,3195,11229,5969,4951,2251,18643,7791,3640,3588,14430,12046,9235,4801,12929,10875,6979,3113,8546,6966,4331,1982,4506,3445,1892,965,2182,1554,882,521,2436,1889,1286,919,3125,2208,1353,812,2497,1919,1200,595,1946,1555,1092,1797,1453,679,
净利润(扣除非经常性损益后)(万元),18586,12326,5976,16127,13823,9116,4663,--,7104,4998,--,8365,--,4555,--,17578,--,3395,--,13357,--,8270,--,12542,--,6762,0,8152,0,4142,0,4491,0,1793,--,2320,0,810,0,2390,0,1260,0,3219,0,1392,0,2540,0,1200,0,2040,1591,0,0,0,0,
经营活动产生的现金流量净额(万元),20852,15833,9569,17863,16747,11088,2498,5680,5755,4144,2073,-9673,-8674,3675,1936,4073,12229,13005,6132,1857,104,573,2834,36856,26910,7384,5121,10290,1019,6332,2820,10569,7349,8155,2385,1159,5409,6549,3208,2640,3424,1092,3885,7973,3714,3532,-598,-962,-546,809,723,2429,0,873,2359,0,0,
现金及现金等价物净增加额(万元),27342,5594,21529,-38223,-30425,-34092,-21730,6670,-8266,-21152,-10839,30024,38978,5191,709,-13058,10268,12450,5715,-18662,-14036,-5897,2702,16584,21800,-1904,1059,29214,26129,32242,2454,2804,2279,1833,1200,-14270,-2246,-1232,-1229,3864,8568,1272,1046,-4689,-3368,4062,-4097,2170,-1896,-4706,-5153,13964,0,614,2040,0,0,
总资产(万元),376670,342585,347191,318500,317779,303639,323749,320234,299419,283202,295147,288438,288066,240280,231010,227035,279145,266211,249993,243120,240500,234248,231931,221040,215754,193169,179962,167425,155624,147110,113087,107431,106543,105010,106458,101027,112635,111442,111087,113479,115663,102921,100781,93781,93409,87146,71567,66493,60432,52989,49673,44738,48592,29092,26143,22107,19341,
流动资产(万元),158133,121695,131531,105239,117802,109127,132625,132021,123319,105196,116372,119067,126502,84791,81363,83790,140315,131252,121199,116446,126176,118179,126271,119493,120026,102362,97968,91606,87210,80126,46921,41682,41207,39628,41631,36332,48900,46402,47891,49224,57116,46251,45668,41660,48281,52828,42241,42197,39668,33587,--,31220,0,17078,0,0,0,
总负债(万元),187402,159778,158409,136511,138669,129159,149700,150612,130589,118513,130473,126896,131715,119573,112952,111158,174622,165798,146287,142865,142198,138746,137494,131085,127295,107558,93775,84393,74703,69932,73073,69423,69678,68213,71288,67574,79662,78979,75301,78042,80545,68499,66164,59965,60516,55902,40634,34667,28947,22904,20259,16957,19637,18797,16958,13542,11580,
流动负债(万元),169106,141222,136684,114446,117070,107551,126521,126617,104421,101476,110852,106394,111692,98649,90606,93742,156319,147524,114149,101406,106686,103235,101982,93825,82886,75658,77811,65643,60698,57034,59202,55552,51586,50293,51836,48076,58636,61896,58347,60914,62123,60167,58217,51475,54130,49566,37080,28551,22437,16394,--,13757,0,10267,0,0,0,
股东权益不含少数股东权益(万元),189423,182940,188060,181209,178135,173518,172984,168349,167091,162895,163184,159989,154730,119033,116333,114082,103230,99079,102192,98604,95847,92910,92076,87328,85740,82712,82945,79832,77567,74932,38008,36026,34964,35009,34082,32271,31558,30870,33414,32893,32345,31736,31532,30654,29842,28987,28416,29693,29186,28377,27772,27177,28396,9750,8658,7962,7733,
净资产收益率加权(%),11.11,7.62,3.71,9.75,8.06,5.43,2.72,--,6.44,3.9,1.98,8.75,4.75,4.25,1.95,17.49,7.6,3.63,3.57,15.57,13.21,10.08,5.35,15.56,--,8.44,0,13.97,0,7.42,0,12.98,0,5.55,--,6.42,0,2.77,0,0,0,4.05,0,10.36,0,4.31,0,8.54,0,0,0,13.73,16.48,11.87,21.62,18.51,8.58,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
