报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.02,-0.03,-0.01,0.05,0.01,0,0.01,0.02,0,-0.02,-0.05,0.14,0.07,0.06,0.02,0.33,0.11,0.08,0,0.66,0.61,0.61,
每股净资产(元),2.05,2,2.02,1.89,1.87,1.86,1.86,1.85,1.84,1.81,3.64,3.69,3.6,3.59,7.89,7.86,7.65,7.63,7.56,3.82,3.16,3.67,
每股经营活动产生的现金流量净额(元),-0.21,-0.15,-0.16,0.1,-0.16,-0.14,-0.15,-0.14,-0.24,-0.21,-0.27,-0.27,-0.32,-0.26,-0.68,0.03,-0.49,-0.47,-0.31,0.23,0.35,-0.18,
主营业务收入(万元),50301,26208,10814,57591,35761,21416,7643,39905,26155,14937,5270,30614,18463,12858,4926,25256,14258,9206,3296,22778,17805,15705,
主营业务利润(万元),11568,5947,2645,14760,8664,4931,2263,11598,7373,4142,1405,9231,5495,3965,1567,8079,4446,2954,1127,7886,6084,5242,
营业利润(万元),404,-1409,-577,512,-588,-860,-612,173,-208,-924,-915,2496,679,674,136,2496,603,487,31,3956,3230,2654,
投资收益(万元),--,--,--,26,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7,
营业外收支净额(万元),319,132,75,1124,1069,1006,951,258,178,101,64,332,562,471,46,416,292,222,4,613,449,225,
利润总额(万元),723,-1277,-502,1636,482,146,338,431,-29,-823,-851,2828,1241,1145,182,2913,895,708,35,4569,3679,2879,
净利润(万元),701,-1111,-446,1648,410,12,378,556,107,-751,-795,2484,1145,1019,180,2472,768,587,29,3944,3221,2553,
净利润(扣除非经常性损益后)(万元),--,-1256,--,688,--,-752,--,342,--,-852,--,2211,--,577,--,2119,--,399,--,3293,2736,2280,
经营活动产生的现金流量净额(万元),-7746,-5661,-5771,3524,-5603,-4944,-5226,-4889,-8396,-7366,-4713,-4721,-5696,-4632,-5403,242,-3901,-3792,-2501,1382,2124,-544,
现金及现金等价物净增加额(万元),-9459,-7201,-5136,-3005,-6473,-5875,-4171,-489,-6143,-4941,-5573,-7526,-10793,-14628,-6260,20567,20940,23233,35203,-4530,6782,354,
总资产(万元),127873,125348,125279,107681,101326,98688,99451,100696,94534,91946,86257,90033,80422,77340,74649,74056,71832,68177,77596,39329,29641,16246,
流动资产(万元),78604,75736,75695,76240,69403,66460,66947,67926,61150,58993,53481,58467,42476,38366,48400,48745,48600,48391,61308,23254,24334,11394,
总负债(万元),52025,51453,50342,40059,34563,32371,32918,34534,28917,27807,21759,24733,16568,13694,11133,10711,10210,6780,16770,16045,10386,5174,
流动负债(万元),48078,47476,48081,39519,34129,31931,32470,34079,28446,27331,21277,24246,15068,12194,9633,9211,8710,5280,13270,14545,10386,5174,
股东权益不含少数股东权益(万元),74877,72918,73970,66666,65820,65339,65586,65174,64695,63727,64062,64857,63445,63245,63085,62904,61201,61020,60461,22918,18963,11072,
净资产收益率加权(%),0.95,-1.54,-0.67,2.5,0.63,0.02,0.58,0.85,0.17,-1.17,-1.23,3.89,1.81,1.61,0.29,4.73,1.59,1.4,0.13,18.84,23.26,34.96,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
