报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.62,0.57,0.23,1.14,0.71,0.62,0.2,1.07,0.99,0.85,
每股净资产(元),9.75,9.68,9.36,6.83,--,6.31,--,5.69,4.62,3.63,
每股经营活动产生的现金流量净额(元),-0.62,-0.17,-0.75,0.54,--,0.29,-1.03,0.35,0.56,0.29,
主营业务收入(万元),24320,19152,7999,31949,22270,17171,7029,28782,25918,19665,
主营业务利润(万元),8419,6611,2767,11457,7676,6030,2583,10110,9348,7198,
营业利润(万元),3708,3247,977,5861,3709,3228,1126,5374,5015,4293,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,
营业外收支净额(万元),389,338,262,242,150,68,18,345,217,230,
利润总额(万元),4097,3585,1240,6103,3859,3296,1144,5719,5232,4523,
净利润(万元),3473,3040,1069,5208,3253,2813,931,4871,4513,3877,
净利润(扣除非经常性损益后)(万元),--,2767,--,5023,--,2757,--,4616,4358,3722,
经营活动产生的现金流量净额(万元),-3768,-1021,-4545,2442,-1104,1311,-4714,1606,2556,1336,
现金及现金等价物净增加额(万元),9155,17363,21689,2860,-1900,984,-1523,211,-2713,7141,
总资产(万元),94196,94113,95987,72889,--,67063,--,62883,46116,31476,
流动资产(万元),75286,76244,78151,55107,--,50514,--,47064,34013,27608,
总负债(万元),34907,35258,39102,41727,--,38295,--,36928,25033,14906,
流动负债(万元),33392,33706,34402,36778,--,33918,--,34138,25033,14906,
股东权益不含少数股东权益(万元),59288,58855,56885,31162,--,28767,--,25954,21083,16570,
净资产收益率加权(%),7.04,6.75,3.37,18.24,--,10.28,3.52,20.71,23.97,29.19,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
