报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,1994-06-30,1993-12-31,1993-06-30,1992-12-31,
基本每股收益(元),0.28,0.26,0.15,0.63,0.68,0.29,0.13,0.62,0.5,0.32,0.19,0.57,0.38,0.25,0.12,0.45,0.49,0.16,0.07,0.17,0.14,0.08,0.03,0.11,0.14,0.13,0.03,0.25,0.1,0.1,0.05,0.15,0.11,0.1,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,5.2,--,4.94,4.79,4.67,--,4.35,4.24,3.97,3.84,3.87,3.55,3.45,3.39,3.36,3.3,3.26,3.22,2.93,3.78,3.78,3.51,3.42,4.11,4.08,4.04,3.9,4.62,3.78,3.66,3.6,4.21,4.14,4.13,4.09,4.07,4.04,4.02,4.01,4.74,4.71,4.54,4.29,4.25,4.19,4.16,4.15,4.62,4.54,4.48,4.92,4.8,3.75,3.55,3.99,3.83,3.62,3.44,2.4,2.66,3.05,2.64,2.88,4.12,4,3.7,1.32,1,
每股经营活动产生的现金流量净额(元),--,--,0,--,--,--,0.19,--,--,--,0.06,--,-0,0,0.02,0.02,-0.15,-0.31,-0.46,-0.65,-0.26,-0.24,-0.09,-0.33,-0.18,-0.06,-0.11,-0.68,-0.27,-0.2,0.01,-0.12,-0.1,-0.2,-0.05,-0.03,0,--,0,0.31,0,0,0,0.14,0,0,0,1.11,0,0,0,0.19,0,0.26,--,0.54,-0.51,0.64,0.49,0.49,--,0.56,--,--,--,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),449563,282529,121840,575557,405097,303248,71984,822443,564536,422562,215288,647270,348961,238365,135269,411433,241129,160654,58409,296057,119190,78809,32991,135488,92342,57031,26483,138375,102158,75558,29137,249187,183405,114010,57118,250289,187842,132668,63199,294571,216880,150125,63020,294705,201064,124469,52928,228397,155966,81214,32587,152214,124770,79216,48484,173483,58419,97691,49269,98088,38557,76039,30812,46713,28006,26406,13037,14075,9083,13375,8572,12642,--,1413,
主营业务利润(万元),6317,4875,3240,18573,14120,8376,2922,30451,23340,16550,8000,35930,22833,15199,5538,53228,38565,25510,10538,46846,24909,16708,8426,32798,23342,13097,7198,31881,19318,15353,7307,42441,32473,20048,--,30724,23674,16018,7428,32999,26957,18016,8463,34943,26164,17762,6508,28884,18785,11565,3043,27560,29841,20680,9723,38396,18102,32143,17015,35913,9038,19150,8590,13629,6099,6317,3699,3740,2457,4619,1989,2328,--,0,
营业利润(万元),48069,44019,24824,100672,108884,44353,20183,100057,81838,52306,32502,84541,51991,33627,15086,70669,72289,19191,7213,14585,18274,9864,3267,18421,20567,13570,3191,32307,7400,8146,3824,15285,9742,7168,3006,-7798,-5335,-3218,-2100,-6587,-6978,-4070,-2120,-5306,-6383,-2724,-2771,-3170,-4030,-4006,-4008,5961,9109,8115,4398,11072,8918,19314,10166,27611,6497,15970,7129,14711,0,6844,0,3845,0,0,2579,2328,--,0,
投资收益(万元),129221,80363,41684,172323,156619,77781,39062,143572,111755,74047,34897,133973,92369,61176,31457,139547,117134,49563,22045,64634,48704,32548,15575,50957,42279,30144,10060,76926,36525,25045,10326,29077,19563,13405,5625,20077,13865,10170,3494,13345,10706,6580,3348,14415,14824,6846,3579,14301,10338,8848,5242,8418,7120,6191,1444,12028,5639,10323,3187,7166,932,2205,1159,1497,1403,1443,910,1333,0,0,955,3000,--,0,
营业外收支净额(万元),-2570,-3038,278,1572,1194,1181,1266,2430,231,178,155,-645,-985,-55,-9,-785,356,343,262,-2313,766,68,27,-2227,474,180,114,-526,--,--,--,--,--,--,--,-955,0,--,0,297,0,0,0,112,0,35,0,81,0,51,0,115,111,-131,0,114,283,8,0,312,0,0,0,0,-17,0,240,0,20,0,--,0,--,--,
利润总额(万元),45499,40981,25102,102244,110077,45534,21449,102487,82070,52483,32658,83896,51006,33572,15077,69884,72645,19534,7475,12271,19040,9931,3295,16194,21041,13750,3305,31781,8004,8384,3894,16021,9861,7170,3020,11393,8802,7092,1499,7631,4155,2773,1391,9978,9021,4504,1175,11593,6766,5254,1242,15029,16660,14496,5849,23825,14960,29935,13927,35247,7413,18037,8273,16203,7693,8342,4849,5530,2480,4619,3535,5328,--,1595,
净利润(万元),47416,42496,25610,104212,112789,47753,22425,104106,82734,52686,32143,95076,62984,41629,20585,74621,80886,26587,10802,28361,23611,13662,5164,19114,23830,16105,3874,32046,12232,11112,5624,15474,11568,8499,3198,14261,10033,7900,2094,9611,7190,4755,1894,11346,10663,5787,1769,11589,7060,5496,1586,11909,9386,7769,3350,16319,8438,18440,8004,15579,5884,13934,6562,13148,5990,7826,3900,4697,2063,4121,3194,4847,--,1220,
