报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1997-12-31,1996-12-31,
基本每股收益(元),0.46,0.35,0.24,1.21,0.77,0.42,0.27,0.85,0.63,0.44,0.21,0.67,0.47,0.3,0.17,0.52,0.42,0.25,0.16,0.39,0.32,0.14,0.03,0.15,0.11,0.08,0.02,0.08,0.07,0.04,0.01,0.07,0.06,0.04,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,3.3,3.14,3,2.84,2.74,2.57,2.47,2.32,2.24,2.09,1.98,1.91,1.87,1.84,1.78,1.76,1.75,1.73,1.69,1.68,1.67,1.65,1.62,1.59,1.57,1.84,1.79,1.8,1.75,1.72,1.69,1.71,1.69,1.68,1.64,1.67,1.67,1.67,1.62,1.64,1.64,2.81,2.72,2.72,2.67,2.76,2.81,2.79,2.84,0,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.86,0.4,0.19,0.77,0.67,0.35,0.13,1.05,0.78,0.35,0.04,0.72,0.47,0.27,0.15,0.52,0.48,0.25,0.18,0.56,0.43,0.29,0.08,0.29,0,--,0,0.41,0,0,0,0.2,0,0,0,0.02,0,0,0,-0.11,0,-0.23,0,-0,-0.79,-1,-0.49,0.5,--,0.4,--,--,
主营业务收入(万元),80173,53338,25223,137396,93003,59728,30885,109534,75888,49509,23125,83025,57833,36837,18314,71699,50735,32450,14906,56028,40878,25499,10394,49940,36949,24242,11050,53835,37786,26454,10590,49567,32209,21588,9895,52743,35867,22504,7654,33613,22542,13011,5030,23741,16076,10589,4365,17168,6145,4025,808,9974,5978,3259,1240,4203,2016,4003,3478,10213,6704,13791,14640,14143,
主营业务利润(万元),49462,33732,16513,82867,54155,34457,18663,71356,49877,32745,16081,56140,40425,25006,12952,45244,32926,20574,10364,37302,27095,16756,6621,32242,23606,15629,7364,26618,21755,14589,7164,24796,17896,11650,--,23001,16793,11287,4511,20644,14740,9021,3648,15299,10718,7061,3158,10996,2738,1730,414,3379,2434,1590,696,1231,354,365,479,4205,2021,4056,3448,3622,
营业利润(万元),15784,12270,8285,39111,24799,14979,10288,31769,23632,16669,8268,25680,18419,11571,6684,17589,13759,7299,4195,15134,12045,6191,1555,11299,7708,5389,2233,8073,6312,4345,1718,4841,4648,3033,1161,5138,4116,2804,506,4114,3588,2310,533,2629,2125,1464,265,1717,-359,-180,-639,107,390,281,0,142,-498,-682,-119,2239,1400,2926,2348,2469,
投资收益(万元),185,92,92,186,49,--,--,66,44,21,5,81,67,41,--,28,24,10,5,563,614,20,8,-108,86,6,6,15,5,1,--,-109,-0,11,6,-444,-331,-210,-107,-376,-319,-204,-99,8,-267,-202,-120,-4,611,359,128,393,380,380,0,-143,2,11,0,13,24,3,246,17,
营业外收支净额(万元),276,254,127,5793,3201,223,98,250,117,24,86,224,101,95,94,1254,1083,1104,1055,187,41,50,35,945,687,502,461,466,--,150,--,--,--,--,--,-84,0,--,-9,-95,0,0,0,-9,78,-7,0,27,-4,-2,0,-17,-5,0,0,-30,2,291,0,293,0,0,-121,43,
利润总额(万元),16060,12524,8412,44904,28000,15202,10386,32019,23749,16694,8354,25904,18520,11666,6778,18843,14842,8403,5250,15321,12086,6240,1590,12244,8395,5891,2693,8539,6573,4495,1934,5705,5182,3118,1250,5154,3853,2684,544,4094,3211,2048,428,3146,2017,1313,202,2277,463,374,-387,727,977,873,72,145,-494,-329,222,2545,1424,2938,2868,2528,
净利润(万元),8308,6375,4261,21738,13843,7544,4868,15328,11389,7976,3712,12159,8396,5354,2976,9375,7652,4571,2795,7054,5731,2476,501,2627,1940,1377,281,1369,1212,809,156,1228,1153,777,111,961,659,563,-188,615,410,210,-247,451,223,150,-417,364,478,406,-369,533,880,812,10,145,-466,-301,139,1817,1004,2149,1998,1890,
净利润(扣除非经常性损益后)(万元),8147,6281,4192,19294,12528,7506,4847,15216,11402,8030,3684,12059,--,5271,--,8136,--,3466,--,6278,--,2435,--,2205,--,1124,0,1179,0,767,--,844,0,693,--,832,0,539,0,415,0,208,0,-24,0,91,0,-36,0,199,0,-318,50,5,0,-1141,-549,-586,-51,1562,--,0,--,--,
经营活动产生的现金流量净额(万元),17445,11527,851,27241,21981,10102,4506,21605,18097,8722,3863,16348,15419,7133,3416,13909,12107,6323,2375,18951,14137,6263,784,12939,8396,4946,2667,9380,8571,4436,3226,10120,7702,5261,1408,5195,4087,3348,2447,6338,6656,3645,-270,3052,1046,160,-848,243,4733,1411,-1496,-1653,0,-2090,0,-13,-7138,-9048,-4410,4519,--,2420,--,--,
现金及现金等价物净增加额(万元),-4401,-3288,-9200,15070,10112,-2968,-3037,1264,4105,-1226,-908,12253,12834,5143,4068,-6788,1448,-3326,-2131,2370,3969,-674,-2925,3642,2052,-515,1746,5881,4141,6565,699,2869,3150,3312,-315,-1626,-163,6016,5852,-2693,114,-1436,-3372,-993,-1537,-6008,-4089,1792,-439,2379,-50,5755,0,3530,0,-4720,-5252,-6442,-2573,11839,--,1098,--,--,
总资产(万元),198450,194040,192292,195467,184376,167029,163403,159174,156650,145951,139577,134188,133837,122155,123044,115956,120428,114479,113536,113838,113606,115665,111735,110992,110374,104610,105531,103991,111916,112626,104383,99328,98271,96599,94334,93410,98486,104372,101948,95221,92289,75922,71961,75544,74512,68664,69134,71507,69101,61743,59283,56143,49439,49040,46787,48425,40926,39955,39082,37030,38289,23893,22146,19464,
流动资产(万元),98007,100187,102602,111998,98410,80871,80715,78911,75839,66453,64033,61116,60354,49237,50050,45664,50715,44041,42791,41673,45575,42774,39841,41288,40074,36602,38528,37748,45124,46303,38044,33429,33763,32932,31108,30673,33387,39461,39964,31142,32811,31016,26677,29847,29579,23855,24762,26987,18162,23130,--,--,--,--,27236,0,36592,--,0,0,33414,19294,17307,15690,
总负债(万元),38357,36995,36905,47242,46090,39842,38524,43163,43052,38433,37513,39583,41049,35245,40337,39033,43815,43279,45141,48886,48696,57802,57801,59884,60350,56280,59535,59685,67531,69238,63898,59973,58338,57872,56866,57070,61943,68393,67462,60870,58251,44258,40879,44501,43576,38077,39399,41543,40356,35070,33298,30804,24236,23680,--,23876,15908,14086,12655,10731,11395,11633,11868,11578,
流动负债(万元),37185,35752,35810,46168,44267,35961,34594,39163,36753,31365,29882,31793,32672,26329,30847,29400,33775,33094,34796,38592,39235,48179,41512,43916,47192,42427,47989,47915,55994,56998,50999,46853,41281,50388,49378,49627,52223,58289,57297,50572,45973,39058,35679,39301,38337,32838,34160,36304,40317,35032,--,--,--,--,21528,0,15908,--,0,0,9635,9813,9568,9887,
股东权益不含少数股东权益(万元),103267,101334,101023,96762,88848,82568,81694,76826,72887,69474,67013,63326,59562,56520,54143,51166,49454,46341,44565,41765,40354,37652,35677,34362,33674,33112,32015,31735,31499,31096,30444,30287,30168,29793,29126,28629,28327,28231,27479,27667,26943,26448,25984,26231,25884,25811,25244,25659,25706,25634,24858,25189,25203,25361,24559,24549,24095,24904,25345,25205,25691,11226,9091,7101,
净资产收益率加权(%),8.29,6.4,4.31,25.05,16.62,9.36,6.14,21.97,16.74,11.74,5.7,21.24,15.16,9.94,5.65,20.17,16.78,10.38,6.48,18.34,15.06,6.8,1.41,7.95,--,4.25,0,4.42,0,2.64,--,4.14,0,2.64,--,3.42,0,2.02,0,2.28,0,0.8,0,1.74,0,0.58,0,1.43,0,0,0,2.12,0,3.25,0,0.59,-1.92,-1.21,0,0,--,0,--,--,
		
		
		
