报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2008-12-31,2007-12-31,
基本每股收益(元),0.1,0.07,0.03,0.17,0.16,0.1,0.01,0.12,0.13,0.1,0.06,0.4,0.32,0.21,0.08,0.37,0.29,0.18,0.12,0.51,0.41,0.3,0.2,0.93,0.62,1.47,1.1,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,5.77,5.66,5.73,5.65,5.57,5.46,10.97,10.85,10.7,11.08,10.98,4.63,--,3.7,2.74,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.32,0.26,0.17,0.49,0.17,0.04,0.11,0.47,0.33,0.25,-0.03,0.52,--,2.26,0.87,
主营业务收入(万元),41722,30108,13612,65842,47741,27890,13328,52272,40603,23970,12059,47070,33478,21464,10263,41701,31768,20939,7324,31973,23139,15679,9234,31030,22467,44749,31499,
主营业务利润(万元),7332,4910,2319,9898,7725,4979,1673,8120,6975,5142,2701,12648,9464,6236,2902,10158,8044,5200,1672,7809,5771,3921,2623,10066,7167,15728,10199,
营业利润(万元),1767,1257,655,3273,3444,2262,149,2242,2619,2055,1208,8982,7254,4944,2065,7798,6242,3858,1145,4682,3879,2673,1813,7260,5040,11975,7108,
投资收益(万元),1056,720,356,1198,891,568,273,809,473,293,117,940,749,536,276,718,456,263,79,171,87,10,--,--,--,--,10,
营业外收支净额(万元),463,276,121,445,338,151,114,526,424,296,76,-117,-152,-237,-296,301,254,178,119,481,353,317,38,244,105,0,0,
利润总额(万元),2230,1533,776,3719,3782,2412,263,2768,3043,2351,1284,8866,7101,4708,1769,8099,6496,4036,1264,5162,4232,2990,1851,7504,5145,12083,7187,
净利润(万元),1779,1230,615,3172,3034,1916,189,2301,2483,1941,1061,7536,5964,3951,1444,6977,5512,3428,1074,4611,3595,2540,1573,6505,4373,10258,6895,
净利润(扣除非经常性损益后)(万元),478,406,211,1789,1989,1307,-140,1166,1720,1440,897,6836,--,3696,--,6111,--,3053,--,4430,--,2262,--,6298,--,10167,3842,
经营活动产生的现金流量净额(万元),2851,2282,982,1926,1,-108,-1900,6365,3645,953,847,7075,6056,4895,3194,9123,3150,686,1000,4406,3115,2328,-302,3643,1047,15847,6108,
现金及现金等价物净增加额(万元),640,2599,2802,-9350,-6771,-245,-625,-9669,-6260,-4429,-3924,-644,2742,879,-58,-28081,-25384,-19310,-3305,43132,43918,49783,67063,-4455,-5699,8342,2121,
总资产(万元),119699,119691,119367,118703,119120,118433,115944,120235,119378,118432,122307,121078,119296,116350,118639,116042,113857,110862,111079,109071,107409,110528,109523,39400,--,37916,25442,
流动资产(万元),49928,49503,47784,46721,46224,44345,43826,49509,49483,48905,54615,56699,59374,64480,68666,68628,70268,76989,83252,82589,83192,86437,86948,16651,--,18624,12872,
总负债(万元),7724,8347,7558,7914,8517,8952,7677,12250,11204,10825,11828,11659,11439,10509,11566,10413,9694,8782,8548,7614,7406,6905,6867,6983,--,12004,6289,
流动负债(万元),5033,5622,4715,4954,5514,5843,4435,8910,7738,7316,8095,7975,7761,6763,7757,6618,5813,4848,4568,3543,3647,3058,2998,3055,--,8567,3064,
股东权益不含少数股东权益(万元),111545,110918,111360,110789,110603,109481,108267,107985,108174,107607,110478,109419,107857,105841,107073,105629,104164,102080,102531,101457,100003,103622,102656,32417,--,25912,19153,
净资产收益率加权(%),1.6,1.1,0.55,2.9,2.81,1.76,0.17,2.08,1.57,1.76,0.96,7.01,5.56,3.67,1.36,6.77,5.37,3.34,1.05,5.03,4.1,3.2,2.81,22.31,--,42.25,45.33,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
