报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2006-12-31,2005-12-31,
基本每股收益(元),0.11,0.06,0.01,0.12,0.1,0.06,0.01,0.29,0.23,0.16,0.08,0.88,0.68,0.5,0.18,1.57,1.28,1.03,0.33,1.3,1.06,0.76,0.28,1.02,0.94,0,0,0.81,0,0.47,0.26,0.72,0.74,0.56,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,9.67,7.03,6.71,11.85,11.76,14.66,14.06,13.73,13.43,13.13,12.64,5.99,--,0,0,4.96,0,0,0,4.16,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-0.99,-0.6,-0.7,-0.33,-0.7,-1.99,-1.21,4.01,1.99,-0.35,-0.71,1.6,--,0,0,0.84,0,0,0,1.41,--,--,
主营业务收入(万元),52259,31839,11734,96173,56464,38044,16359,85953,58984,42112,18376,101224,72931,56297,27174,115599,83565,55719,24859,81025,55546,35524,16568,58738,40404,28795,14079,57951,39917,26334,11546,53090,46243,41423,
主营业务利润(万元),23792,14636,6095,32817,22935,15344,6319,35599,25504,17373,6483,39163,28843,19655,9144,38122,27199,18305,7767,26002,19282,12716,5360,19514,14440,10138,4822,16744,12473,8311,4161,15924,15181,13347,
营业利润(万元),4359,1706,-156,5651,5420,3007,87,13745,10316,6665,1543,18598,14068,10077,3749,18584,15127,9667,3051,11377,8854,6062,2035,6695,6109,4585,1796,5505,5131,3198,1594,5388,5201,4437,
投资收益(万元),--,--,--,1,1,1,1,--,--,--,--,--,--,0,--,-3,--,--,--,--,--,--,0,0,--,0,0,-1,0,0,0,--,--,-1,
营业外收支净额(万元),2949,2206,1090,4372,1832,1305,650,2160,1721,1420,430,722,530,93,46,678,106,69,38,378,110,81,31,566,369,257,96,383,--,160,139,18,-11,-22,
利润总额(万元),7308,3912,935,10023,7252,4312,737,15905,12036,8085,1973,19321,14598,10170,3795,19261,15233,9736,3089,11755,8965,6143,2066,7261,6478,4842,1891,5889,5420,3358,1733,5406,5190,4414,
净利润(万元),3943,2003,210,4187,3589,2007,178,10309,7937,5479,1415,14116,10529,7540,2663,13293,10791,6727,2151,8109,6412,4438,1427,4961,4574,3424,1286,3917,3377,2301,1282,3510,3572,3218,
净利润(扣除非经常性损益后)(万元),1469,162,-717,217,2029,905,-375,8535,6487,4273,1051,13506,--,7462,--,13861,--,6668,--,7836,--,4370,0,4480,--,0,0,3589,0,0,0,3341,--,--,
经营活动产生的现金流量净额(万元),-9851,-8252,-4903,9283,-296,-3669,-8627,-2615,-8748,-7584,-3422,-2184,-17452,-9054,-10656,-2764,-5921,-12955,-7858,26059,12944,-2285,-4621,7733,6620,2651,-3390,4085,1015,-2606,-546,6848,5373,6765,
现金及现金等价物净增加额(万元),-5788,-7657,-8321,-5031,-10859,-8665,-13191,-32575,-26933,-21246,-10014,15107,31966,-19601,-15067,-35243,-21962,-21989,-14524,55173,47733,43759,43241,11360,2913,927,-2908,-1519,-3155,-5731,-5049,3096,548,3543,
总资产(万元),419045,409170,394718,388616,395026,393805,371899,374606,371843,367719,358194,358024,355250,287119,276852,285300,238127,229656,215626,206227,189574,164746,154756,99522,--,75569,71432,70672,71614,66738,60338,60639,51892,47217,
流动资产(万元),165510,157785,149598,146597,157700,162015,149619,157569,164319,164372,165636,169580,210163,148348,141651,157107,170102,167289,156039,150250,139883,126630,119691,68961,--,52110,50679,50339,51721,47298,43723,44780,38773,34191,
总负债(万元),217804,210737,197606,192202,200106,201309,178784,182022,180021,179195,172704,173740,175384,171411,165710,176499,130669,126711,117552,110357,96046,73614,67303,64893,--,42766,40980,41608,43384,39886,34686,36208,30318,28567,
流动负债(万元),107001,100827,86635,80144,88661,90780,70058,72703,72374,74309,69677,73031,68379,64534,60746,71504,66988,68993,59802,52614,43118,34520,29308,26866,--,33869,30086,34156,32751,29734,30022,34158,24675,23178,
股东权益不含少数股东权益(万元),187026,185091,183296,183087,182488,180906,182600,182422,180048,177589,175285,173870,170325,106863,101988,100170,99408,95311,91381,89230,87287,85316,82153,29010,--,27472,25527,24039,23599,22526,21523,20168,17659,14762,
净资产收益率加权(%),2.13,1.09,0.11,2.29,1.96,1.09,0.1,5.79,4.48,3.11,0.81,11.14,9.44,7.28,2.62,13.89,11.4,7.27,2.38,10.61,9.36,7.33,4.8,18.7,--,0,0,17.72,0,0,6.14,18.72,22.22,20.85,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
