报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2001-12-31,2000-12-31,1999-12-31,
基本每股收益(元),0.17,0.16,0.08,0.46,0.33,0.17,0.06,0.33,0.25,0.12,0.04,0.28,0.21,0.09,0.03,0.23,0.15,0.07,0.03,0.19,0.13,0.06,0.02,0.12,0.11,0.04,0.01,-0.27,-0.13,0.14,0.11,0.2,0.14,0.1,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,3.32,--,3.21,2.29,2.37,2.34,2.25,2.2,2.24,2.22,2.15,2.08,2.05,2.02,2.02,1.95,1.91,1.9,2.05,2.31,2.4,2.29,2.18,2.14,2.18,2.09,2.05,2.01,2.06,2.03,2.01,1.96,2.03,1.97,1.89,1.8,2.96,2.86,2.75,2.62,2.51,2.42,2.41,1.13,1.08,1.01,1.23,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.05,--,0.81,0.47,0.13,0.09,0.08,-0.16,-0.34,0.51,0.23,0.04,-0.08,0.45,0.29,0.08,-0.04,0.16,0.12,-0.06,-0.29,0.3,0.11,0.09,-0.05,0.38,0,0,0,0.44,0,0,0,0.39,0,0,0,0.72,0,0,0,0.74,0,0,0,0.54,0.33,
主营业务收入(万元),2020545,1006106,499111,2038506,1531505,987201,461830,1629091,1169386,744319,341943,1377507,989676,646133,303340,1178878,866245,554676,261344,957211,681455,432718,212394,794317,608218,385163,184165,735854,589825,377024,187420,820601,609850,387413,187542,721271,540717,347570,162551,690386,526954,346741,162551,678568,508302,324527,153051,598105,447415,285314,134260,502150,362376,230027,352021,227983,146272,
主营业务利润(万元),651500,352127,173188,696801,519707,339100,156307,557696,412737,265941,115873,476462,347242,225628,103719,387955,288350,183614,88601,325912,238540,151957,73258,295585,225714,144285,68014,238089,189965,119904,53723,257631,191889,123089,--,225777,169107,109050,51484,213396,165755,111402,51567,217319,159309,103650,49593,194591,152838,97067,45631,171508,134980,84694,118302,69282,38143,
营业利润(万元),30118,23461,16904,69792,41813,28574,13710,62612,37981,20210,6194,35527,18454,8659,5444,20019,13565,4293,3648,20862,15497,6377,3922,15202,15887,8604,2353,-48768,-33594,-617,-1789,3938,8559,3496,5999,21928,17493,10956,5570,25471,22743,17299,8537,39258,32862,20781,8402,39180,31009,19046,7742,38371,24550,15673,22396,15165,9476,
投资收益(万元),1784,-142,27,-37,15,29,12,1534,230,52,2,525,491,337,77,573,409,253,137,353,354,37,27,252,-312,-388,5,812,314,201,162,20894,2060,1394,881,-123,-367,-359,-180,-956,-695,-671,-173,-455,109,18,526,-570,-30,169,8,218,7,-10,718,-1242,0,
营业外收支净额(万元),8542,2851,347,1599,3055,1238,176,8221,3509,1704,460,6381,3085,1045,588,4029,2513,809,308,3234,1439,1358,98,3780,2495,28,150,16814,--,--,--,23390,--,8329,--,-119,0,0,0,-1467,0,0,0,-1157,0,0,0,-881,0,0,-116,-2872,-801,-137,0,0,0,
利润总额(万元),38660,26313,17252,71391,44868,29812,13886,70833,41491,21914,6654,41908,21539,9704,6032,24048,16079,5102,3956,24096,16936,7735,4020,18982,18381,8632,2503,-31954,-16316,16629,15020,27329,17216,11825,5904,22331,16983,10792,5370,23667,21873,16353,8319,38196,32336,20632,8858,39092,31010,19573,8137,37189,24963,16091,22100,12976,9068,
净利润(万元),21417,20108,9787,56792,40638,20935,7028,40604,30782,14797,4923,31130,22215,9668,3238,23784,16037,7330,2685,19438,13231,6107,2551,12247,11591,4534,875,-28599,-13046,14078,11560,21288,14084,10178,4196,15284,13087,9052,3610,21112,20182,15129,6841,31797,24240,14707,6054,28246,20277,12556,5373,22631,15165,9555,16291,10424,7692,
