报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2001-12-31,2000-12-31,1999-12-31,
基本每股收益(元),0.01,0.01,0,0.44,0.3,0.16,0.04,0.41,0.28,0.19,0.05,0.48,0.12,0.02,0.01,-0.4,-0.03,0.01,-0.06,-0.4,-0.11,0,-0.03,0.03,0,-0,-0.14,-0.48,-0.03,-0.02,-0.02,0.06,0.06,0.06,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,2.32,--,1.59,1.3,1.28,1.27,1.64,1.69,1.61,1.67,1.96,2.08,2.05,2.07,2.06,2.06,1.91,2.06,2.49,3.25,3.24,3.27,3.26,3.26,3.23,3.3,3.32,3.31,3.33,3.31,3.29,3.3,3.26,3.23,3.19,4.09,4.01,3.99,3.85,3.78,3.69,3.68,2.1,2.02,1.81,1.49,1.23,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.01,--,0.38,0.28,0.01,0.98,1.65,0.85,0.06,0.24,0.2,1.02,-0.06,0.64,0.28,-0.03,-0.21,0.07,-0.39,-0.67,-0.66,0.76,0.04,-0.01,-0.5,0.46,0,--,0,0.58,0,0,0,0.12,0,0,0,0.13,0,--,0,0.56,0,0,0,0,0,
主营业务收入(万元),37848,26803,16621,69275,53846,34478,15342,68698,45671,31388,9281,56333,46975,33516,16229,63078,49744,35596,15638,50662,37023,25783,12068,40433,30091,20898,6578,63668,50066,34823,17288,64372,51349,37491,16815,54200,42577,30925,14196,45582,37295,27834,11826,46901,36130,25255,7865,33754,26145,16629,4874,27724,21458,15082,24979,21616,18742,
主营业务利润(万元),3039,2197,1334,17938,16267,9972,3831,26244,17597,11951,3586,18333,5931,4024,1998,4229,5046,4207,1545,3415,3702,3456,1192,2981,3285,1743,-415,1016,7576,5098,2437,11476,9474,6514,--,8144,7130,5220,2055,7237,5196,3534,1261,7160,5215,3593,1013,6567,4635,2885,821,5619,4357,3013,5189,4710,3899,
营业利润(万元),-266,-261,-172,15251,13775,7552,2016,20663,14224,9469,2312,14985,2391,883,438,-6248,-1476,-146,-1131,-5449,-1786,40,-520,-4619,-1518,-1478,-2216,-9390,-681,-349,-423,338,723,743,385,779,1016,724,507,1516,1028,949,489,2391,2019,1329,216,2799,2362,1357,134,2594,2250,1650,2400,2026,1352,
投资收益(万元),3223,1867,691,7139,5078,1904,537,3738,2520,1427,521,4325,1175,--,--,655,-3,-3,--,-2,--,--,--,--,--,--,0,--,--,--,--,-478,--,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,--,0,--,0,0,0,0,0,
营业外收支净额(万元),2,1,2,4917,157,23,-5,23,26,27,26,63,-716,-716,-358,-726,732,203,131,-940,17,8,12,5004,1549,1500,-0,832,--,-3,--,--,--,--,--,-12,0,--,0,2,0,0,0,-20,0,0,0,-19,-3,-8,0,-12,-9,0,0,0,0,
利润总额(万元),-264,-260,-170,20168,13932,7575,2011,20685,14251,9496,2338,15047,1675,167,80,-6974,-744,57,-1000,-6389,-1769,49,-508,385,30,21,-2217,-8559,-698,-352,-424,1295,905,941,413,767,1009,718,507,1518,1028,948,488,2371,2007,1316,216,2780,2359,1349,134,2582,2240,1641,2397,2024,1352,
净利润(万元),717,355,68,17596,11701,6180,1680,16371,11209,7436,1842,12235,1822,315,176,-6009,-415,198,-950,-6023,-1733,30,-466,436,16,-15,-2195,-7344,-433,-189,-269,724,652,673,295,487,706,497,348,946,694,864,311,1845,1336,876,143,1809,1575,904,90,1708,1483,1081,1564,1313,906,
净利润(扣除非经常性损益后)(万元),715,355,67,13035,11583,6163,1687,16356,11190,7416,--,12188,--,1215,--,-5211,--,53,--,-6032,--,23,--,-4549,0,-1514,0,-8462,0,-187,0,461,0,539,--,495,0,501,0,945,0,864,0,1858,0,885,0,1821,0,912,0,1720,1483,0,0,0,0,
经营活动产生的现金流量净额(万元),-1233,7368,-253,20124,3300,-5665,1035,-4843,-5583,-5736,-343,2101,5854,4305,185,14868,25071,12901,899,3591,3094,15447,-963,9701,4300,-503,-3191,1096,-5864,-7828,-7712,8857,477,-72,-5834,5354,-3493,-4691,-3921,6782,1216,1540,-18,1382,-2784,-3229,-2169,1136,-3725,-3979,-4191,5039,0,747,577,0,0,
现金及现金等价物净增加额(万元),73456,-8222,-10154,14260,12408,-10121,8531,6210,281,-4268,-1415,-14836,644,1778,1164,-1172,-1181,-58,-94,-4106,-2762,1277,-4255,-1345,-4497,-5523,-4751,-26249,-23533,-25707,-10891,10689,7923,16493,5536,-2922,-6860,-1591,-198,6482,6482,3503,-1265,3475,4495,-271,-490,-14536,-12561,-12203,-6232,26938,0,-233,2107,0,0,
总资产(万元),296812,205687,206401,221417,230039,205208,201786,194499,176467,173414,163901,165702,60462,75566,80726,76712,83462,89567,92497,90614,94462,89217,89587,89534,93886,92245,95309,98199,113387,107165,122190,122633,131961,137624,121993,107046,92713,100904,102003,94138,79117,79771,76043,71323,68707,69788,66884,60271,58134,53560,50899,49048,25205,24324,22433,17143,15373,
流动资产(万元),119504,29967,31560,40762,53552,36059,48526,41287,30120,27982,23708,26947,42540,38082,42309,37115,40212,45418,47569,44119,46463,40166,41978,40697,44953,41727,43396,44879,63008,55501,69021,67780,72484,75991,59806,51288,47170,54670,57109,49139,48531,49139,45516,40869,41456,39783,36659,31197,35624,36361,--,38068,0,14530,0,0,0,
总负债(万元),81337,88808,85733,100786,115112,95696,96788,88490,75226,75866,71995,75746,36205,57287,62629,58660,59115,64361,68311,65542,64665,57791,58674,58227,62653,61146,66438,67111,74761,68248,83312,83266,91582,97268,81952,66914,52330,60677,61519,53811,39057,39503,36337,32171,30043,31597,29429,22961,22074,19570,17723,15962,14691,14212,13403,9680,9223,
流动负债(万元),64191,69247,66523,79166,83846,85696,86788,79490,63226,63866,55995,59746,36205,57287,62629,58660,59115,63881,67832,65063,64186,57431,58314,57867,58645,57066,62358,63031,67953,61440,76504,77638,83774,89460,74144,59106,44522,52869,57191,49483,24929,25375,26537,22371,20243,21797,19629,13161,12274,9770,--,6162,0,6236,0,0,0,
股东权益不含少数股东权益(万元),215474,116879,120668,120631,114927,109511,104999,106009,101241,97548,91906,89955,24256,19737,19504,19363,25002,25674,24562,25398,29742,31615,31147,31499,31367,31284,29103,31299,37802,38046,37965,38234,38168,38188,37811,38665,38894,38685,38916,38728,38474,38645,38092,37781,37272,36802,36069,35926,34661,33990,33176,33086,10514,10112,9031,7463,6150,
净资产收益率加权(%),0.55,0.3,0.06,15.57,10.52,5.71,1.57,16.68,11.73,7.94,2.03,14.57,8.99,1.61,0.9,-26.83,-1.65,0.78,-3.81,-20.79,-5.66,0.09,-1.49,1.38,0,-0.05,0,-21,0,-0.49,0,1.91,0,1.78,--,1.25,0,1.29,0,2.47,0,2.26,0,5.01,0,2.41,0,5.32,0,--,0,12.38,15.17,11.29,18.96,19.29,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
