报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-09-30,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1996-03-31,1995-12-31,1994-12-31,1993-12-31,
基本每股收益(元),0.41,0.15,-0.01,0.19,0.2,0.06,-0.02,0.16,0.14,0.03,-0.05,0.32,0.26,0.1,-0.02,0.28,0.22,0.06,-0.06,0.09,0.05,-0,-0.02,-0.19,-0.04,-0.07,-0.06,-0.12,0.04,0.04,-0.06,0.03,0.02,-0.01,-0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,1.14,0.98,0.85,0.87,0.82,0.66,-0.1,-0.05,-0.07,-0.11,-0.19,-0.17,-0.23,-0.26,-0.3,-0.23,-0.42,-0.42,-0.52,-0.46,-0.48,-0.48,-0.52,0.31,0.69,0.62,0.77,1.01,1.26,1.25,1.29,1.32,1.37,1.31,1.3,1.31,1.27,1.21,1.21,1.21,1.21,1.19,1.14,1.14,0.45,0.41,0.5,1.08,1.17,1.21,2.03,1.8,1.78,1.69,1.58,--,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.3,0.1,-0.05,0.42,0.31,0.09,-0.03,0.14,0.1,0.04,-0.01,0.12,0.08,0.03,0.01,0.07,0.06,0.03,0.05,0.2,0.17,0.08,0.02,0.28,0,0,0,0.22,0,0,0,-0.09,0,0,0,0.22,0,0,0,0.21,0,0.15,--,0.83,--,0,-0.1,-0.12,-0.15,--,0,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),50592,24271,6718,48401,34951,17025,4421,50032,36574,20539,7381,68250,47613,23666,5553,55705,38810,17832,772,9516,7048,4014,1021,9056,7133,3251,798,8733,6752,3681,961,16353,12306,6804,1913,16763,12626,6497,1622,14265,10747,5945,1598,12591,8593,4215,1485,8225,6543,3826,1961,7640,6159,3504,1571,4946,5795,1694,3390,911,5188,1455,8175,2114,7464,5272,9209,--,1407,6523,2809,466,
主营业务利润(万元),22655,9885,1368,16549,13801,6112,695,15240,11678,5407,290,20946,16248,7728,721,20270,15836,7406,16,4852,3489,1592,121,3561,3428,1184,-60,4586,3749,1920,324,8167,6574,3566,--,9069,7263,3655,759,7606,6137,3537,788,6855,4691,2212,839,5238,4357,2331,1266,4271,3557,2062,659,2372,2077,315,927,435,1319,423,1954,414,1403,1360,1366,--,332,2228,824,103,
营业利润(万元),17044,6242,-361,8654,8793,2988,-725,7381,6299,1715,-1679,13331,10969,4318,-834,12280,9785,3198,-1278,-26,-964,-1214,-1277,-4839,-895,-1589,-1217,-6423,-1435,-1535,-1263,-1896,741,-4,-833,1369,1997,298,-721,312,1257,365,-634,2185,1781,588,219,2182,2096,831,536,2123,1822,1067,148,1675,0,-1591,-8541,-764,-270,270,1650,188,1404,0,2202,--,332,2249,868,199,
投资收益(万元),80,--,--,--,--,--,--,--,--,--,--,--,--,0,--,20,15,9,0,-46,-455,0,0,1,1,--,--,37,37,37,-71,--,--,0,0,-309,-231,-152,-75,-294,-226,-150,-75,-253,-174,-116,-58,-229,-172,-114,-56,-196,-153,-109,-68,120,-16,-0,360,1,491,0,1404,185,927,533,0,--,0,--,0,364,
营业外收支净额(万元),24,-33,-7,-220,-110,-18,36,140,190,54,53,339,244,258,233,-50,-47,59,-15,2123,2065,1203,786,210,-52,-63,16,3206,2301,2324,--,--,--,--,--,-12542,0,0,-3722,-6577,0,0,0,-1490,-13,0,0,-5,-4,-3,-1,-62,100,105,0,-41,-35,0,-2382,0,-22,0,--,0,0,27,0,--,--,--,0,0,
利润总额(万元),17068,6209,-368,8434,8683,2970,-689,7521,6489,1769,-1626,13670,11213,4576,-601,12230,9738,3257,-1294,2097,1101,-11,-491,-4629,-947,-1652,-1201,-3217,867,789,-1164,843,693,-33,-838,-11482,-4679,-6257,-4518,-6559,-855,-1168,-711,442,1594,468,159,1949,1919,713,479,2257,1769,1063,80,1754,0,-1646,-10563,-1649,199,270,3020,361,2346,1913,2136,--,326,2088,1100,364,
净利润(万元),13087,4889,-452,6051,6490,1986,-731,5221,4646,1063,-1647,10120,8432,3241,-738,8965,7021,2037,-1291,2013,1031,-42,-463,-4137,-904,-1603,-1170,-2184,795,710,-1120,539,278,-98,-676,-12092,-5011,-6383,-4395,-6651,-1127,-1275,-610,192,1406,396,156,1719,1303,259,199,1854,1490,963,114,1739,-203,-1315,-10232,-1645,155,253,2637,243,2109,1133,1921,--,272,2088,1100,364,
