报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2001-12-31,2000-12-31,1999-12-31,
基本每股收益(元),-0.07,-0.05,-0.03,-0.14,0.01,0.03,0.02,--,0.06,0.05,0.03,-0.25,-0.13,-0.09,0.01,0.13,0.13,0.1,0.11,0.61,0.33,0.22,0.1,0.2,0.13,0.06,0.02,0.19,0.24,0.17,0.14,0.84,0.69,0.41,0.1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,2.86,--,2.96,3.02,3.12,3.11,3.16,3.08,6.06,4.57,4.29,4.18,4.12,4.02,3.95,3.88,3.83,3.82,3.87,3.8,7.44,7.3,7.16,3.43,3.12,3.01,2.91,3.36,3.27,3.19,3.19,3.16,4.71,4.6,4.38,4.26,4.14,4.05,4,3.91,4.99,4.94,5.16,2.73,2.38,1.64,1.53,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.08,--,0.14,0.1,0.03,0.37,0.26,0.12,0.16,0.82,0.35,0.29,0.17,0.42,0.18,0.19,0.11,0.4,0.61,0.38,0.31,0.92,0.75,0.94,0.38,0.41,0,0,0,0.38,0,0,0,1.67,0,0,0,1,0,0,0,0.89,0,0.43,0.11,0.13,0,
主营业务收入(万元),241345,160103,73537,358105,256516,167165,77288,346444,251545,162674,76344,298698,217875,142082,69318,329551,257877,165092,79290,314641,224950,142284,68470,231364,171476,102990,55459,162900,127214,75951,35346,141600,101773,63029,26893,76125,52816,31250,13096,57697,41374,27470,13179,44556,32933,21068,10442,31081,20366,11541,6220,32263,24409,16650,38548,18875,15242,
主营业务利润(万元),33874,22350,11522,45873,48381,33709,17572,57424,40669,25046,11383,4637,4565,2347,6400,59665,49123,33296,17524,70011,47641,29835,13163,43991,30603,17341,7100,33782,29588,18230,8413,38873,27641,17005,--,15971,10763,6230,3479,11125,9847,6975,3384,14254,9960,6118,2875,8851,5441,2583,1092,7646,6068,4529,11726,6236,3857,
营业利润(万元),-11274,-7690,-3406,-22664,2346,4787,3731,9270,7694,3961,1593,-46939,-28651,-19920,-3995,20897,23593,17146,9175,39695,24156,15484,7312,17821,10523,5138,1436,15022,18806,13029,5857,25384,18111,11104,3857,6402,4365,2672,1715,4308,4149,3713,1937,8818,5452,3528,1867,4891,3530,1654,449,3979,3644,2761,8328,4108,2614,
投资收益(万元),-2104,-1081,-996,-7979,-3949,-2154,-1239,-975,432,310,53,-3973,-1406,-1115,65,1351,1791,1479,828,3459,2594,1997,1368,643,205,714,285,1585,2562,2042,582,3011,1729,1181,410,1333,-32,70,3,11,8,6,3,-29,8,6,3,11,8,6,3,11,6,6,217,0,0,
营业外收支净额(万元),3613,3434,217,891,545,44,2,3097,2876,2811,2516,11159,10698,8351,7751,7282,258,147,61,4735,138,138,0,866,901,180,6,882,--,--,--,2586,--,--,--,6,0,0,0,17,0,0,0,-239,0,0,0,-512,6,0,0,481,55,0,0,0,0,
利润总额(万元),-7661,-4256,-3189,-21772,2891,4831,3733,12367,10570,6771,4109,-35703,-17953,-11569,3756,28179,23851,17293,9235,44430,24294,15622,7312,18687,11424,5318,1442,15903,19248,13405,5858,27970,19949,12200,3847,7800,5312,3600,1722,5269,5098,4182,1944,10494,6784,4327,1865,5756,4143,2267,742,6106,4882,3379,8804,4131,2623,
净利润(万元),-10554,-7497,-4726,-20002,1536,3647,3048,9987,9152,6432,4083,-35975,-18393,-12282,750,18769,18215,13623,7218,36009,19526,12843,6039,11732,7721,3386,906,11414,14222,10120,4024,20663,15875,9126,2308,6033,4530,3173,1368,3584,3484,2962,1361,7008,4186,2619,1212,3144,2553,1344,504,3783,3007,2133,4590,3469,2420,
