报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,
基本每股收益(元),-0.01,-0.03,-0.02,-0.01,-0.01,0.01,0.02,0.13,0.14,0.09,0.05,0.25,0.21,0.13,0.06,0.39,0.31,0.2,0.1,0.51,0.39,0.24,0.51,0.31,0.18,0.4,0.21,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,2.91,2.83,3.96,3.88,3.79,3.69,4.48,4.38,4.25,2.65,2.41,--,0,2.11,1.82,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.16,0.09,0.07,0.51,0.36,0.2,0.12,0.62,0.33,0.26,0.66,--,0.32,0.78,0.27,
主营业务收入(万元),249499,164598,83219,329179,253752,166883,79529,301736,236033,154350,75332,314426,243813,153518,69534,313694,245954,165580,75195,299510,219081,142205,228426,161260,102173,283396,287538,
主营业务利润(万元),24662,11859,6084,38837,30369,19887,11127,52176,45381,29687,13648,62321,49537,31271,13964,67685,52681,35243,14640,66649,48461,31045,55528,38206,22918,51978,36717,
营业利润(万元),-5168,-6332,-4873,-2700,-233,2603,2514,22955,23767,15721,6819,34937,28590,17379,7629,39056,30671,20397,8047,37596,27885,16982,34847,24118,14049,28786,13688,
投资收益(万元),434,406,269,561,313,271,132,1611,1348,822,299,1005,788,566,265,648,385,132,--,--,--,0,0,0,0,-668,150,
营业外收支净额(万元),2713,1950,665,2229,-206,-57,373,-1045,-1009,-758,-17,240,167,129,104,186,161,105,-16,860,238,65,-296,-97,-147,-146,-123,
利润总额(万元),-2455,-4382,-4207,-471,-439,2547,2887,21910,22759,14964,6801,35176,28757,17508,7733,39242,30832,20503,8031,38455,28123,17047,34550,24021,13901,28640,13565,
净利润(万元),-2290,-4190,-3295,-1211,-1720,1753,2372,17999,18964,12761,5907,29645,24612,14921,6525,32789,25686,16924,6861,32613,24048,14491,30909,19262,11215,24228,13149,
净利润(扣除非经常性损益后)(万元),-4596,-5847,-3860,-3119,-1546,1801,2056,18887,19822,13406,5922,29442,--,14811,--,33057,--,16835,--,31882,0,14570,31411,--,11288,23423,13304,
经营活动产生的现金流量净额(万元),3586,-1817,-7180,5798,15311,4846,-1287,34346,25734,7994,-41882,47160,18193,10908,5469,42649,29968,16647,8268,42799,23167,15684,40494,24974,19292,47943,16470,
现金及现金等价物净增加额(万元),5494,1041,758,-37555,-15485,-22857,-17640,-103168,-79264,-84762,-50127,-9496,6302,1379,11687,9854,25695,9176,7930,123816,125627,9504,-7861,-18462,-4998,24692,5347,
总资产(万元),537060,562453,561328,544696,543394,520937,501840,480716,458874,468245,479159,468541,472365,450931,441759,423741,445409,433937,420591,401062,396943,268520,248048,--,0,245524,269126,
流动资产(万元),200801,231966,233051,228051,238520,233650,233713,232321,242559,279679,310151,307488,323608,302791,295120,277240,305391,294879,283798,266391,273066,149838,130688,--,--,120826,141363,
总负债(万元),217424,244324,242231,222481,219863,195078,161412,142661,119853,135427,129943,125233,134089,122346,113266,101772,130544,127833,110710,98042,102489,106426,100445,--,--,116661,157859,
流动负债(万元),139804,121622,131474,126732,145695,135835,107816,99597,83452,105302,104109,103683,120259,111302,104889,93461,116028,113233,95177,81007,84032,86325,80234,--,--,87866,147267,
股东权益不含少数股东权益(万元),319636,318129,319097,322216,323530,325859,340428,338055,339021,332818,349216,343309,338276,328585,328493,321968,314865,306103,309881,303020,294454,162094,147603,--,0,123814,105707,
净资产收益率加权(%),-0.71,-1.31,-1.03,-0.37,-0.52,0.52,0.7,5.34,5.58,3.73,1.71,8.95,7.47,4.57,2.01,10.53,8.29,5.33,2.24,15.92,13.88,0,22.95,--,0,21.3,12.93,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
