报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.19,0.19,0.17,0.49,0.2,0.2,0.18,0.73,0.79,0.65,
每股净资产(元),--,--,4.56,4.39,--,--,--,4.05,3.47,2.83,
每股经营活动产生的现金流量净额(元),--,--,-0.4,-0.46,--,--,-0.35,-0.18,1.4,0.44,
主营业务收入(万元),20883,18132,8796,47087,29202,21005,9384,50042,49426,52917,
主营业务利润(万元),6310,4709,2211,11582,6030,4750,2369,12542,12830,11581,
营业利润(万元),2135,2070,1548,4464,1745,1825,1657,6540,7058,5725,
投资收益(万元),--,--,--,23,--,--,--,--,--,14,
营业外收支净额(万元),46,46,1,32,2,1,-1,25,69,55,
利润总额(万元),2181,2116,1548,4496,1748,1826,1656,6565,7127,5780,
净利润(万元),1929,1885,1297,3750,1521,1516,1400,5552,5995,4914,
净利润(扣除非经常性损益后)(万元),1929,--,1297,3704,--,--,1400,5531,5937,--,
经营活动产生的现金流量净额(万元),-4182,-2643,-3008,-3530,-2331,-3540,-2645,-1335,10647,3329,
现金及现金等价物净增加额(万元),11911,14210,-3011,-4831,-6109,-4528,-2643,-2748,9048,1935,
总资产(万元),69572,75921,53270,58266,--,--,--,58197,60482,44622,
流动资产(万元),64887,71147,48629,53533,--,--,--,53563,55784,40085,
总负债(万元),18605,24229,18612,24904,--,--,--,27446,34143,23139,
流动负债(万元),18605,24229,18612,24904,--,--,--,27446,30591,23139,
股东权益不含少数股东权益(万元),50967,51691,34658,33361,--,--,--,30751,26339,21483,
净资产收益率加权(%),4.58,4.43,3.81,11.77,--,4.9,4.45,19.58,25.27,25.4,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
