报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31,
基本每股收益(元),0.58,0.37,0.23,1.15,0.95,0.68,0.4,1.02,0.73,0.8,0.55,
每股净资产(元),6.58,6.37,6.42,6.21,5.99,3.53,--,2.85,--,1.93,1.33,
每股经营活动产生的现金流量净额(元),0.07,-0.29,0.14,-0.62,0.04,0.2,-0.01,0.74,--,0.66,0.26,
主营业务收入(万元),45545,24219,12512,47590,34060,21514,11579,34537,23743,24561,13885,
主营业务利润(万元),14385,8287,4587,19367,14396,9953,5561,15806,11228,12211,7226,
营业利润(万元),8059,5251,3188,13590,10494,7460,4421,11042,7835,8201,4895,
投资收益(万元),-642,-229,-14,-89,-57,-17,--,--,--,--,--,
营业外收支净额(万元),220,34,29,272,254,241,49,450,459,812,349,
利润总额(万元),8280,5285,3217,13862,10749,7701,4470,11492,8294,9013,5244,
净利润(万元),6917,4436,2730,11747,9143,6535,3795,9770,7043,7662,4469,
净利润(扣除非经常性损益后)(万元),--,4422,--,11471,--,6316,--,9367,--,6959,4167,
经营活动产生的现金流量净额(万元),837,-3414,1705,-7394,466,1906,-175,7085,4288,6354,2085,
现金及现金等价物净增加额(万元),1622,-6303,-1624,13496,30071,-1671,-2304,2416,1904,-102,-12,
总资产(万元),147378,117225,108405,105522,97581,61909,--,49690,--,36648,22356,
流动资产(万元),100394,84178,82526,82800,75625,39986,--,28614,--,16777,11353,
总负债(万元),48666,41054,31597,31374,26038,27974,--,22290,--,18119,11488,
流动负债(万元),48666,41054,30697,30472,24983,26706,--,21090,--,13219,5116,
股东权益不含少数股东权益(万元),78664,76121,76759,74148,71543,33936,--,27400,--,18530,10868,
净资产收益率加权(%),9.07,5.87,3.56,27.95,28.6,21.31,12.95,41.73,--,52.13,51.77,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
