报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2010-09-30,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.5,0.25,0.07,0.61,0.42,0.42,0.22,1.62,--,0.71,0.3,1.4,1.11,0.72,0.48,0.63,0.5,0.3,
每股净资产(元),7.33,7.07,7.09,6.67,5.31,10.2,10.53,7.83,--,6.64,--,6.21,4.8,3.7,3.45,3.06,2.41,1.91,
每股经营活动产生的现金流量净额(元),0.15,0.01,-0.32,0.18,0.03,-0.28,-0.45,1.74,--,0.64,-0.04,1.57,1.37,0.91,-0.06,0.66,0.77,0.38,
主营业务收入(万元),41576,25960,14229,35982,24111,14939,7322,35916,--,16233,8008,33743,27045,21686,14837,17987,14724,8569,
主营业务利润(万元),19915,11957,5354,22818,15301,9252,4511,22014,--,9723,4743,19389,14926,11174,7679,9137,7813,4618,
营业利润(万元),6148,2975,787,6367,4846,2368,1151,6827,--,3219,1364,6243,4753,3183,2098,2664,2403,1238,
投资收益(万元),--,--,--,6,--,--,--,--,--,--,--,--,47,--,--,13,--,--,
营业外收支净额(万元),304,235,217,-1,-38,-119,26,538,--,56,-6,151,239,177,157,189,16,196,
利润总额(万元),6453,3209,1004,6366,4808,2249,1177,7364,--,3275,1358,6394,4991,3360,2255,2853,2420,1434,
净利润(万元),5127,2546,732,5512,3785,1874,961,6313,4810,2771,1165,5471,4318,2818,1861,2449,1951,1151,
净利润(扣除非经常性损益后)(万元),--,2370,--,5508,--,1963,--,5856,4693,2723,--,5343,4076,2667,1728,2245,1937,985,
经营活动产生的现金流量净额(万元),1566,101,-3302,1796,229,-1272,-2045,6791,2836,2502,-141,6132,5350,3535,-240,2564,3005,1475,
现金及现金等价物净增加额(万元),7155,560,-1782,1127,11812,11648,13727,918,--,-1297,-1877,75,3085,2106,-1365,1183,-11,119,
总资产(万元),142074,94952,94031,96336,55078,51798,53141,37614,34185,32358,--,29637,25927,22877,20566,19490,17086,12395,
流动资产(万元),63736,41091,42225,44853,34125,33279,34516,19638,--,16759,--,17097,15946,13154,10633,9308,7722,6904,
总负债(万元),64438,20166,19009,27798,6377,5008,4873,7039,5103,5317,--,5365,7127,8396,7046,7111,7274,4620,
流动负债(万元),48889,5981,4681,13386,4814,3440,3319,5479,--,3666,--,3816,6272,7947,6756,6761,6986,4349,
股东权益不含少数股东权益(万元),75150,72455,72690,66310,48646,46735,48212,30517,29014,26975,--,24204,18733,14415,13457,11928,9394,7443,
净资产收益率加权(%),6.99,3.57,1.07,11.62,8.13,4.12,2.28,23.07,--,10.83,4.7,25.49,26.05,21.48,14.65,23,23.18,16.24,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
