报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.08,0.04,0,0.52,0.13,0.08,-0,0.25,0.06,0,-0.04,0.72,0.27,0.07,0.02,1.23,0.54,0.13,-0.03,1.03,0.5,0.72,0.52,0.33,
每股净资产(元),2.27,2.26,4.26,4.26,3.84,3.78,3.73,3.73,3.52,3.45,7,7.02,6.56,6.26,12.61,12.59,11.93,11.55,11.45,2.77,2.24,1.89,1.38,0.87,
每股经营活动产生的现金流量净额(元),-0.43,-0.36,-0.63,0.78,-0.22,-0.31,-0.4,0.22,-0.52,-0.37,-0.67,0.24,-0.28,-0.23,-0.58,0.07,-1.5,-1.24,-1.1,1.47,-0.53,0.87,0.61,0.38,
主营业务收入(万元),34469,19983,7894,60310,26778,16150,6185,39041,20385,11458,4572,35000,17673,8382,3493,26852,14026,6858,2402,18800,9434,12315,9117,6741,
主营业务利润(万元),22696,12969,5383,37645,16779,9820,3680,23594,11103,5653,1980,20542,10292,4885,2050,16670,8171,3841,1138,10429,5670,7223,4921,3241,
营业利润(万元),1908,-137,-538,11603,2478,1238,-599,4701,256,-1029,-1320,5333,1464,-520,-216,5219,1605,-367,-836,3069,1462,2455,1807,1361,
投资收益(万元),-441,-265,-115,-430,-212,-109,-47,469,444,514,--,--,--,0,--,--,--,--,--,0,--,3,--,--,
营业外收支净额(万元),2690,2301,765,2145,1793,1362,845,2510,1645,1167,954,2982,1918,1352,311,1802,1295,958,697,1780,947,836,622,173,
利润总额(万元),4598,2164,228,13748,4271,2600,246,7211,1901,137,-366,8316,3382,833,95,7021,2900,590,-139,4849,2409,3291,2428,1534,
净利润(万元),3559,1896,87,11460,2828,1727,-59,5629,1416,18,-383,7843,2944,725,88,6150,2625,594,-139,4105,2007,2865,2065,1316,
净利润(扣除非经常性损益后)(万元),--,1582,--,10697,--,1301,--,4215,--,-708,--,6837,--,525,--,5540,--,412,--,3119,1543,2675,1817,1285,
经营活动产生的现金流量净额(万元),-19017,-16014,-14028,17366,-4872,-6939,-8835,4899,-11543,-8308,-7438,2694,-3065,-2469,-3089,395,-8029,-6641,-5861,5884,-2100,3480,2433,1539,
现金及现金等价物净增加额(万元),-12258,-7176,-9857,3388,-4144,-2494,-6324,1680,-6276,-6164,-7756,-8147,-15658,771,-7916,17786,39247,42890,44173,4234,-3380,1723,1765,1285,
总资产(万元),132100,123815,119765,131445,107801,102584,99358,104543,92016,87594,88136,92716,83921,80522,78477,82088,70613,70530,68438,21682,13916,13867,9690,6504,
流动资产(万元),85905,76104,81960,92959,70075,65059,62151,67524,56557,57048,59036,64389,58740,55697,70536,75700,65263,66067,64116,17476,10097,10383,7629,4869,
总负债(万元),28147,21018,21848,33774,19466,15771,14029,19452,12162,10834,10259,14589,10904,13499,11020,14719,6770,8717,7174,10605,4936,6294,4166,3026,
流动负债(万元),25733,18932,19717,31543,17544,14092,12326,17773,10484,9025,8523,12707,8926,11492,8998,12683,5164,6097,4492,7862,3164,5248,3394,2137,
股东权益不含少数股东权益(万元),100433,100305,94480,94364,85062,83910,82781,82787,78061,76525,77649,77893,72795,67024,67457,67369,63843,61812,61264,11078,8980,7573,5535,3470,
净资产收益率加权(%),3.66,1.95,0.09,12.94,3.36,2.06,-0.07,7.01,1.81,0.02,-0.49,10.84,4.25,1.07,0.13,11.88,5.84,1.66,-1.26,45.23,23.4,43.31,45.85,46.8,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
