报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1996-12-31,1995-12-31,
基本每股收益(元),0.07,0.06,0.04,0.16,0.1,0.09,0.06,0.24,0.49,0.49,0.42,1.01,0.77,0.55,0.35,0.66,0.51,0.36,0.22,0.32,0.22,0.16,0.16,0.27,0.17,0.12,0.07,0.09,0.07,0.06,0.06,0.1,0.13,0.08,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,4.4,--,3.73,3.51,3.48,3.13,2.98,2.83,2.68,2.46,1.48,1.42,2.67,2.5,2.39,2.33,2.28,2.22,2.19,2.18,2.17,2.11,2.27,2.22,2.19,2.01,1.97,1.92,1.91,1.89,1.85,1.86,1.85,1.85,2.42,2.41,2.4,2.4,2.85,2.86,2.85,2.84,2.84,2.82,2.8,2.78,2.85,2.25,2.22,3.55,3.31,3.2,1.59,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.22,--,0.95,0.6,0.08,0.27,0.27,0.12,-0,0.31,0.13,-0.03,-0.13,1.18,0.68,0.43,0.23,0.55,0.22,0.18,0.12,0.2,0.18,0.09,0.08,0.1,0,0,0,0.15,0,0,0,0.2,0,0.2,0,-0.1,0,-0.07,0,-0.06,0,-0.06,--,0.41,0.13,-0.52,-0.07,0.22,--,-0.21,--,--,--,--,
主营业务收入(万元),126242,86351,52151,207503,155103,104425,57456,208062,158818,115389,82145,229444,174733,126285,73323,176456,140228,99196,62638,137993,100188,64464,32604,104563,74388,46931,24628,66170,45141,26587,11770,78762,66423,48313,23843,76185,53183,34809,16466,75794,51323,30566,11110,41970,31189,19215,9117,37390,29476,19137,9139,41181,32667,20801,9299,50983,29159,63840,30843,69174,26766,54884,33981,61821,54966,34724,
主营业务利润(万元),57012,39349,24402,98290,73283,49636,27392,105663,81191,59054,41823,113965,85525,61351,35440,81217,62891,43960,27170,42799,31283,20245,9514,27900,19180,13009,7513,15732,11003,7172,3590,12122,8818,5802,2946,8591,6375,3592,1437,4231,5009,3592,1463,4510,4671,3274,1429,4433,5254,3664,2084,8261,6732,4352,2168,8876,5300,15197,7692,14857,4767,14817,9405,15312,--,--,
营业利润(万元),5808,4993,4214,11221,8827,7688,4430,21040,36721,36611,31454,74982,57174,41151,25357,48285,38015,26745,16033,20027,14239,10722,5401,9416,6409,4148,2287,3203,2939,2306,1552,2831,3175,2062,1139,1499,3608,1766,440,-6428,-28,410,25,-18485,677,519,76,-14714,1305,948,590,1662,2594,2080,1032,4189,3141,10664,5879,10519,2263,7807,4312,7663,--,--,
投资收益(万元),2676,2100,1215,3310,2697,1429,745,1258,136,--,--,--,--,--,--,0,0,--,--,3483,26,26,26,30,1,1,1,--,--,--,--,0,--,--,-88,-311,8,5,2,2604,1,1,0,125,126,21,-5,-40,-6,-0,9,-56,-42,-20,-135,-1185,0,-0,0,0,0,0,0,3,--,--,
营业外收支净额(万元),752,363,73,439,174,367,328,-209,-349,-412,42,39,255,239,415,148,67,45,33,-282,-99,-166,-9,38,-13,-15,-34,159,--,-63,--,--,--,--,33,488,0,0,0,79,0,0,0,-592,0,41,0,-911,40,46,18,314,268,176,0,344,0,386,0,631,0,0,0,--,--,--,
利润总额(万元),6560,5355,4287,11660,9001,8055,4758,20831,36372,36199,31496,75021,57430,41390,25772,48433,38082,26789,16067,19745,14140,10557,5392,9454,6395,4132,2253,3362,2898,2243,1554,2896,3351,2221,1172,2251,3627,1783,466,-3415,450,889,63,-18780,1029,623,94,-15448,1742,1291,620,2137,2996,2287,996,4072,4192,11164,6214,11160,2443,8353,4328,7866,--,--,
净利润(万元),3831,3426,2206,8856,5625,4913,3244,13345,27310,27179,23536,56130,42783,30781,19330,36582,28378,20118,12048,16895,11250,8582,4275,7137,4537,3098,1695,2426,1900,1598,1540,2625,3285,2175,1169,1975,2824,1424,462,588,563,408,384,-18653,923,486,364,-15227,1067,866,317,1811,2027,1470,518,3516,2703,8153,4136,9509,2091,6295,2830,5354,4829,3172,
净利润(扣除非经常性损益后)(万元),1228,1565,1229,6191,3465,3552,2434,12612,27571,27489,--,56095,--,30601,--,34266,--,20084,--,14499,--,8164,--,6675,0,3113,0,2253,0,1654,--,1307,0,2016,--,797,0,455,0,-3552,0,-71,0,-19469,0,390,0,-15980,0,329,0,1455,1730,1318,--,2616,2276,7698,3801,8938,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),39971,28365,14066,5328,664,-3969,-724,29029,30307,23050,12323,56793,52620,33307,4632,14732,14770,6830,-251,17351,6750,-1613,-3486,30738,17637,11197,6110,14347,5839,4703,3034,5211,4656,2400,2086,2559,374,-2625,-2371,5060,3733,2378,1780,6879,7385,6905,915,-3465,-5619,-2346,-4451,-2095,0,-2166,--,14225,4351,-16893,-2320,4185,--,-3895,--,--,--,--,
