报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.93,0.52,0.21,1.19,0.99,0.57,0.2,1.25,0.94,0.62,0.2,1.13,1.11,0.97,0.57,0.19,3.59,0.76,
每股净资产(元),--,--,--,--,--,--,--,--,--,5.2,--,4.58,3.45,2.79,2.39,1.82,5.61,2.16,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,0.63,--,1.37,0.32,0.73,0,1.07,2.37,1.3,
主营业务收入(万元),75438,46791,18975,85571,64951,39764,15657,68385,49638,30047,11653,59991,56624,40575,18208,32143,26259,20281,
主营业务利润(万元),28521,17373,6870,30331,23341,13735,6038,25381,18228,10910,4157,22252,19601,16088,7337,13283,9885,6985,
营业利润(万元),11827,6320,2234,11060,8806,4650,1311,8794,6415,3925,1014,7956,7647,6694,3763,2042,3964,894,
投资收益(万元),425,166,34,540,272,134,--,--,--,--,--,--,--,19,1,--,0,0,
营业外收支净额(万元),693,692,-17,882,783,685,579,638,570,569,516,764,904,770,539,304,479,125,
利润总额(万元),12520,7012,2216,11942,9590,5334,1890,9433,6985,4494,1529,8719,8552,7464,4302,2347,4443,1020,
净利润(万元),10651,5969,1884,10027,8310,4693,1607,8104,6069,4036,1300,7326,7161,6256,3665,1128,3588,758,
净利润(扣除非经常性损益后)(万元),9665,5203,1870,8797,7413,3997,1115,7561,--,--,862,--,--,--,3080,--,3181,651,
经营活动产生的现金流量净额(万元),15987,13384,2975,8360,5027,3532,1904,4569,7088,4060,517,8873,2066,4729,16,6937,2367,1302,
现金及现金等价物净增加额(万元),-4066,-3818,-753,17576,11088,12048,37737,-1499,-3151,-2285,-1096,1632,-1215,-962,-55,4830,811,-248,
总资产(万元),121755,115752,106374,103876,101558,96558,100518,61255,56829,51863,--,49256,43055,28246,23552,21297,11621,8565,
流动资产(万元),82434,80091,76156,76010,76039,74107,79391,41200,38987,38896,--,36568,31283,21505,21362,18552,10194,7099,
总负债(万元),34533,33543,25485,25202,24847,23465,23620,23563,21172,18239,--,19668,20793,10239,8135,9546,6010,6407,
流动负债(万元),31677,30686,22626,22341,21985,20595,20749,20691,21125,18191,--,19616,20736,10176,8094,9505,6010,6407,
股东权益不含少数股东权益(万元),87222,82208,80889,78674,76711,73094,76898,37691,35657,33623,--,29588,22261,18007,15417,11751,5611,2130,
净资产收益率加权(%),11.68,7.37,2.34,13.79,10.38,6.79,1.75,24.09,18.6,12.77,2.85,28.26,36.45,42.04,26.98,22.91,92.18,43.26,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
