报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1994-12-31,1993-12-31,
基本每股收益(元),-0.03,0.03,-0.03,0.23,0.02,0.03,-0.04,0.18,-0.08,-0.02,-0.03,0.15,0.09,0.08,0.01,0.14,0.08,0.06,0.02,0.75,0.93,0.02,-0.02,0.03,0.03,-0.04,-0.04,0.08,-0.17,-0.12,-0.03,-0.26,-0.1,-0.04,-0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,2.01,--,1.99,1.13,1.06,1.02,0.97,0.95,0.91,0.89,0.84,0.06,-0.5,-0.76,-0.7,-0.76,-0.76,-0.73,-0.98,-0.93,-0.84,-0.81,-0.65,-0.59,-0.57,-0.55,-0.64,-0.66,-0.66,-0.63,0.81,0.94,1.03,1.06,3.99,3.99,4.06,4.05,3.99,3.98,3.94,3.94,3.99,3.97,3.92,3.91,3.93,3.9,2.5,2.33,2.21,2.11,1.59,1.48,1.64,1.63,2.89,1.64,1.33,1.33,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.18,--,-0.09,-0.11,-0.11,0.23,0.08,0.13,0.05,-0.16,-0.1,-0.18,-0.19,0.04,-0.17,-0.26,-0.18,0.01,0.03,0.01,0,0.11,-0.29,-0.27,-0.03,0.51,0,--,0,-0.77,0,0,0,-0.54,0,0,0,-0.16,0,0,0,0.24,0,-0.22,--,0.23,-0.11,0.01,-0.01,0.44,--,0.43,--,--,--,--,--,--,--,--,
主营业务收入(万元),140874,93298,35762,226480,128384,85713,33571,211542,35328,25834,9888,72361,40870,31241,13336,62609,40906,29154,12349,53816,29109,12532,2116,14132,9687,5062,1755,10492,6668,4136,3179,16334,11608,8753,4537,16772,13120,8429,4024,21076,14955,11513,6217,55965,52679,33110,14890,72974,53335,32873,14285,49613,33541,21143,11324,58110,26702,72529,33532,61123,28281,37820,11851,39424,22240,29214,15327,25322,13827,--,
主营业务利润(万元),20015,14655,4856,40925,20834,14620,4912,32683,4929,3927,806,13546,8341,6069,1906,14724,9139,6358,2607,11696,6990,3992,882,7613,5266,2617,1059,5858,3922,2390,1831,6493,5049,4017,--,6268,4591,3004,1494,4664,4574,4413,3163,9761,12329,8496,3702,17552,12499,8550,3589,15341,11629,8047,2595,15545,8344,17657,7955,6661,2808,6823,2754,4897,3568,8617,4273,7298,3233,--,
营业利润(万元),-4227,-749,-1999,10576,-670,279,-2196,6190,-3501,-1309,-1363,3363,1901,1954,126,3509,2209,1765,485,2903,1219,353,-560,147,156,-801,-724,-4170,-3440,-2505,-652,-5879,-2325,-1269,-323,1280,-2181,-1477,-632,-12775,-5741,-2938,-491,-29975,269,462,-52,1952,1179,864,9,2265,1951,1827,-91,3269,2344,6734,3715,2957,2067,4490,1554,4910,0,9146,0,7334,3233,--,
投资收益(万元),8,-25,-83,255,438,--,--,401,81,81,--,1,-76,-54,-25,-83,-62,-44,-27,255,-155,-195,--,--,--,--,--,112,112,112,--,14,14,-49,-22,6,2,4,-3,-66,-8,-5,-3,-11,-9,-6,-3,6,-26,-23,0,-211,-208,-208,92,303,251,364,448,860,0,-51,-66,88,118,0,0,0,0,--,
营业外收支净额(万元),1702,1481,228,2699,2239,2094,636,4026,689,600,248,1931,1338,542,307,1500,676,510,255,22167,29215,331,64,575,488,52,-3,5786,--,--,--,--,--,--,--,-462,0,--,0,-23090,0,0,0,-31422,0,0,0,-63,0,0,1,-40,14,1,0,-47,0,278,0,1056,0,0,0,0,106,0,0,--,--,--,
利润总额(万元),-2526,732,-1771,13275,1569,2372,-1559,10216,-2812,-709,-1115,5293,3239,2496,433,5009,2885,2275,739,25070,30434,685,-496,722,644,-749,-727,1616,-3510,-2570,-651,-5276,-1945,-878,-304,1061,-181,-630,-621,-35254,-5208,-2472,-60,-60679,791,901,123,2419,1157,835,37,2253,1930,1636,20,3525,2574,7375,4206,4873,2101,4610,1602,5185,3793,9425,4259,7091,3217,--,
净利润(万元),-1406,1467,-1331,11482,1165,1681,-1792,9094,-2786,-683,-1115,5210,3206,2464,431,4674,2601,2026,668,24254,30120,596,-491,726,656,-738,-726,1628,-3486,-2546,-641,-5320,-1968,-892,-311,1710,42,-460,-473,-34481,-5180,-2574,-181,-59577,781,875,184,2221,1137,828,63,2008,1502,1242,28,2807,2180,6345,3219,4726,2038,4578,1602,5185,3226,8028,3632,4755,2159,--,
