报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.37,0.22,0.13,0.81,0.53,0.28,0.1,0.74,0.73,0.6,
每股净资产(元),5.98,6.12,4.64,--,4.23,3.97,--,3.85,3.19,2.6,
每股经营活动产生的现金流量净额(元),-0.52,-0.58,-0.36,--,-0.77,-0.64,-0.99,1.71,0.12,1.06,
主营业务收入(万元),27534,19968,9009,50911,34105,19477,9337,47571,40820,33113,
主营业务利润(万元),13613,10580,4786,22650,15685,9270,3653,20382,18119,15510,
营业利润(万元),4170,2840,1348,6119,3805,1901,239,6182,6340,5628,
投资收益(万元),187,101,44,183,157,106,--,132,103,104,
营业外收支净额(万元),1734,573,272,3115,2296,1231,957,2125,2300,1363,
利润总额(万元),5904,3413,1620,9234,6101,3131,1196,8307,8641,6991,
净利润(万元),4980,2912,1341,8089,5267,2751,1038,7354,7299,6030,
净利润(扣除非经常性损益后)(万元),--,2797,1323,7140,4544,2408,815,6782,6075,5681,
经营活动产生的现金流量净额(万元),-6913,-7770,-3635,5032,-7716,-6416,-9924,17074,1166,10552,
现金及现金等价物净增加额(万元),5740,12986,-8731,-5533,-13865,-12419,-15875,8945,-2975,4780,
总资产(万元),99060,106244,79350,85426,84696,83774,--,87469,67354,46176,
流动资产(万元),61733,68647,42345,48572,48330,47430,--,54064,41466,34181,
总负债(万元),19502,24769,33048,40420,42512,44107,--,49055,35566,20182,
流动负债(万元),18121,23366,29609,35451,35376,37402,--,40460,28771,20182,
股东权益不含少数股东权益(万元),79558,81475,46302,45006,42184,39667,--,38414,31788,25987,
净资产收益率加权(%),8,4.61,2.94,19.39,13.07,7.05,2.67,21.02,25.6,26.05,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
