报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.09,0.06,0.02,0.37,0.37,0.11,0.02,0.4,0.73,0.91,--,
每股净资产(元),--,--,--,6.72,--,--,--,6.35,5.9,3.58,--,
每股经营活动产生的现金流量净额(元),--,--,--,0.82,--,--,--,0.86,1.99,0.13,--,
主营业务收入(万元),131712,90411,42696,173469,122837,76485,35845,177307,200712,159366,124486,
主营业务利润(万元),6557,4571,2575,13222,11031,5550,2132,9551,15610,16780,12479,
营业利润(万元),981,715,129,4096,4114,1346,292,921,7852,11188,7989,
投资收益(万元),157,118,--,506,379,224,--,82,60,20,10,
营业外收支净额(万元),449,144,115,383,328,32,-2,3841,842,94,183,
利润总额(万元),1430,859,244,4480,4442,1378,290,4762,8694,11283,8172,
净利润(万元),1430,859,244,4434,4388,1317,290,4762,8678,10824,7501,
净利润(扣除非经常性损益后)(万元),825,597,129,3671,--,1118,292,904,7836,10729,7321,
经营活动产生的现金流量净额(万元),11829,7588,2351,9811,3507,1797,440,10265,23836,1506,9123,
现金及现金等价物净增加额(万元),-470,8800,2758,-5397,-2710,-9796,-3813,544,2729,4004,249,
总资产(万元),146695,146091,146262,149832,--,--,--,137633,118164,77817,61062,
流动资产(万元),60351,60710,60432,63132,--,--,--,55593,53751,41569,29945,
总负债(万元),47766,47733,48520,69558,--,--,--,61793,47616,35005,39605,
流动负债(万元),47451,47406,48167,65581,--,--,--,54490,46696,33858,39605,
股东权益不含少数股东权益(万元),98929,98358,97743,80274,--,--,--,75840,70548,42812,20908,
净资产收益率加权(%),1.2,1.04,0.15,5.68,--,1.72,0.38,6.51,13.07,34.99,43.72,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
