报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,1994-06-30,1993-12-31,1992-12-31,
基本每股收益(元),0.17,0.33,0.17,1.25,0.88,0.58,0.29,1.52,1.17,0.75,0.33,1.57,1.05,0.76,0.33,1.33,1.22,0.81,0.41,1.32,1.01,0.62,0.27,0.59,0.27,0.09,0.01,0.12,0.06,0.04,0.01,0.07,0.09,0.05,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,6.02,--,5.17,4.88,4.6,4.27,4.16,3.75,4.43,4.02,3.72,3.33,2.98,2.71,2.39,2.2,2.13,2.11,3.08,3.06,3.08,3.07,3.1,3.06,3.92,2.99,2.96,2.95,2.91,2.9,2.89,2.9,2.87,2.86,2.85,2.85,2.84,2.79,2.82,2.79,2.78,2.76,3.14,3.13,3.12,3.12,3.23,3.17,3.16,2.37,2.3,2.17,2.14,3.52,3.34,3.16,2.79,3.07,3.34,2.88,3.73,3.36,1.73,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.16,--,0.77,0.32,0.15,0.58,0.8,0.3,0.22,0.34,0.46,0.34,0.09,0.58,0.55,0.47,0.07,1.04,0.62,0.48,0.07,0.37,0.2,0.35,0.06,0.2,0,--,0,0.23,0,0,0,1.13,0,0,0,-0.19,0,0,0,0.54,0,0.46,--,0.82,0.13,0.92,0.01,0.28,-0.1,-0.55,--,--,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),135809,90622,40005,228276,162997,98541,35917,211027,152981,96789,44882,232039,163138,107447,44467,243172,188407,124482,59004,212687,150647,92084,39349,152942,167532,117046,60243,201500,158435,108589,44060,181336,121596,79684,36790,138121,103962,71970,35020,101056,77873,47645,20732,95632,75624,49674,23852,88363,71943,52109,23404,151382,142989,93765,40210,126720,67219,103709,53546,64968,34729,65521,32022,87032,50851,118093,59724,88439,44544,97055,46911,99315,--,
主营业务利润(万元),19256,10515,6098,22367,19149,12256,6453,52992,39592,25110,10459,58278,44836,29685,11165,56179,56106,35343,16338,64859,41704,23262,9963,38739,34602,22100,11208,47656,42972,29104,11037,47649,36201,23811,10805,32441,26072,17226,7338,18318,17255,11191,5126,25535,23027,13915,5693,21138,20775,14129,6870,29126,33216,20535,8781,27493,16288,22000,12813,11762,6067,15130,8314,3970,3492,5877,3293,4091,1363,3087,2096,2675,--,
营业利润(万元),12386,24290,13746,101586,69775,44009,21906,142370,103441,68633,24948,131333,89422,63638,27174,114029,104197,66822,25740,91088,68758,40785,17148,37957,23660,10377,1314,16820,15176,9927,2997,16404,13990,8616,2354,-3461,-5479,-4386,-3122,-19279,-12483,-10146,-3388,-10896,-6461,-5849,-3381,-11991,-12845,-9224,-4737,-13684,-349,-3310,-2001,-2706,2290,5745,6802,9143,2321,1346,341,7132,0,6573,0,4851,0,0,2451,3740,--,
投资收益(万元),33822,41751,22356,133380,94324,62017,30298,134359,97533,65204,30071,124298,86961,63213,31319,110686,90173,61688,26522,75120,67827,44474,22391,44690,29955,17864,6534,27598,18753,13252,6574,17792,15171,9690,5019,15897,12360,9431,4324,20058,14831,12086,3998,19141,12988,9459,5226,15483,16868,11345,6341,-727,3344,2270,821,1473,1467,7882,7598,4708,3974,4938,5169,707,283,1016,118,1387,1013,1850,669,117,--,
营业外收支净额(万元),4629,4344,503,10992,10302,8690,3809,4671,6986,1802,816,1395,1008,863,648,619,1410,1479,671,1932,1263,978,782,8307,2783,1797,1908,5966,--,--,--,970,69,--,119,-594,0,-248,0,-170,0,0,0,-320,0,0,0,177,0,0,-24,0,-54,-44,0,-116,0,-17,0,1167,0,0,0,0,-89,0,-75,0,-54,0,0,0,--,
利润总额(万元),17014,28634,14250,112578,80077,52698,25715,147041,110426,70434,25765,132728,90431,64501,27822,114648,105607,68300,26410,93021,70020,41763,17930,46264,26442,12174,3222,22786,15279,10103,3250,17373,14059,8650,2474,12043,6597,4854,1253,895,2464,2099,610,8046,6368,3456,1817,3669,4154,2278,1580,-16654,3457,-692,-970,-719,4033,14253,14715,15450,6999,8534,5617,8107,4145,7552,3705,6160,2778,5547,3155,4502,--,
净利润(万元),14624,28080,14053,106552,75084,49194,24435,129227,99322,63545,23433,111191,74296,54016,23506,94406,86607,57429,22331,71727,55291,33956,14864,32403,14931,4994,652,6287,2978,2090,645,3751,4863,2912,0,4772,2736,2485,477,2135,1570,2083,139,3982,1908,1754,1438,1796,3436,1653,1208,-18291,370,502,278,2036,5606,13443,10665,13181,5975,6153,4775,7219,3543,6382,3161,5171,2361,4896,2681,3818,--,
净利润(扣除非经常性损益后)(万元),9995,23736,13550,101259,64782,40505,20625,125212,87903,57014,--,109911,--,53153,--,94635,--,55950,--,66522,--,32978,--,25658,--,3197,0,275,0,1914,--,2887,0,2879,--,3936,0,2676,0,-1998,0,-1740,0,4181,0,1912,0,2332,0,1495,0,-9927,124,246,--,-2879,4280,12181,9528,2378,--,--,--,--,--,--,--,--,--,--,0,--,--,
经营活动产生的现金流量净额(万元),16455,28910,9594,3362,50344,25247,12017,32280,49678,21140,11137,37147,54565,22978,10757,41297,56547,21501,12144,18488,24842,18796,4859,31880,30244,25902,3985,56460,33936,26354,3927,19984,10818,18833,3393,11087,20529,22689,21248,12333,-37917,-42089,-471,61394,37304,30321,13895,-10316,-5382,14333,4858,29211,0,25023,--,44669,7061,50072,611,13070,-4647,-25449,--,--,--,--,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),60438,62410,-258,-4586,56414,134065,467,-73582,-55232,-5822,-2262,57828,109287,158124,80006,-63454,24676,47327,21732,25041,56568,80403,66666,-12594,97779,122608,90355,-6229,50602,38938,26301,38222,42523,28963,25626,8833,-15146,-4207,-13999,3282,-35322,-26663,25915,46857,37411,53007,14469,2311,-21326,13466,-3851,-8148,0,-31085,--,-29450,-21755,91021,36176,10086,-2501,-1742,--,--,--,--,--,--,--,--,--,--,--,
总资产(万元),1074414,1096387,1090016,1070677,1124098,1153839,1030481,951581,946791,962996,955984,923546,946606,962601,926726,811665,908922,909710,901571,867046,841763,887487,859377,775219,889590,903928,862372,782391,870083,852146,819586,768833,780038,737185,730482,666015,642390,647764,628901,623332,640347,631289,648181,618720,615964,618711,574458,555823,584242,584521,534707,534797,573103,546779,532360,537727,421201,354502,323267,227365,188389,164938,156567,124617,106596,100109,85015,80786,75135,59010,58415,54380,32166,
流动资产(万元),261642,267287,217175,231604,297252,360073,223593,195421,219922,280796,263552,256972,346427,387941,307088,219523,310403,318476,289992,277915,254710,315670,294491,223027,350580,373378,330993,242820,357478,348201,319991,282788,272622,234824,238952,196875,173429,211726,197694,197492,216578,221894,216903,191076,197250,202298,182171,167069,160143,167496,121871,0,--,--,136651,0,0,--,0,0,83016,98322,92062,66367,62041,58952,47023,44474,48443,37606,38677,36448,17905,
总负债(万元),382007,391015,386458,381403,440319,499334,389103,375229,396515,445590,472048,462494,519808,558071,539909,450607,552662,584840,600202,589009,583193,649122,640454,572255,703271,727110,688084,612398,648887,633743,598359,548366,547315,518897,516836,452160,418256,424951,404167,399338,416084,410589,426302,392767,389901,395196,369127,349037,380047,382522,330102,331873,341708,325674,313676,316771,228303,143547,147009,116753,81163,63933,56941,54301,39624,36645,39930,42596,33529,29496,31117,29761,22439,
流动负债(万元),352443,359932,318872,313817,341814,407079,302227,288353,287253,335303,357139,363638,371344,410019,383880,313999,366916,395991,406809,398139,357420,420849,436479,390779,475149,512377,470589,399903,433647,414355,378807,326304,336730,307046,303331,252124,264181,274345,257895,251517,288408,287205,299314,279877,267442,273345,243258,223208,238095,238472,190704,0,--,--,245220,0,0,--,0,0,60077,52571,45761,44233,33590,31738,35980,39195,30539,26355,28664,27244,17987,
股东权益不含少数股东权益(万元),631749,645331,644383,630320,628594,602704,590708,522048,491342,456366,426890,403457,366562,346282,326409,302902,295103,265925,241736,219405,202969,181634,162542,147678,130206,120269,115927,115275,167983,167096,167833,167188,169343,166941,164818,163156,161386,160810,158801,158325,157702,158215,156270,156132,155636,155482,155166,152033,153928,152145,151700,150449,171044,170699,170435,170157,176057,172921,172090,110434,106970,100995,99617,70240,66564,63021,45085,38189,41606,29514,27299,24618,9727,
