报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),1.69,1.37,0.53,2.06,1.97,1.75,0.46,2.13,1.92,1.69,
每股净资产(元),--,--,--,6.88,6.79,--,--,5.66,4.36,2.43,
每股经营活动产生的现金流量净额(元),--,--,--,1.88,1.69,--,--,2.17,1.89,1.07,
主营业务收入(万元),52861,36754,13070,58351,49898,37685,10914,60242,53110,42475,
主营业务利润(万元),25426,18167,6232,28410,24864,19462,5331,29411,25785,20473,
营业利润(万元),13795,10801,3753,14177,13640,12153,3140,14806,13067,10521,
投资收益(万元),79,79,79,52,52,52,--,33,18,1,
营业外收支净额(万元),92,101,-5,310,302,245,103,189,545,1387,
利润总额(万元),13887,10903,3748,14486,13942,12397,3242,14994,13611,11908,
净利润(万元),11821,9275,3187,12359,11831,10523,2756,12804,11525,10110,
净利润(扣除非经常性损益后)(万元),11745,9191,3191,12260,11738,10479,2669,12880,11063,8932,
经营活动产生的现金流量净额(万元),11230,5723,740,11271,10128,8649,-1283,13007,11353,6393,
现金及现金等价物净增加额(万元),38917,34248,34587,2292,1846,499,-9761,7197,9590,1185,
总资产(万元),89666,86295,88459,49556,46847,--,--,47845,36970,26756,
流动资产(万元),82225,79131,81853,43276,41267,--,--,42401,31449,21148,
总负债(万元),8059,7235,9486,8263,6082,--,--,13910,10839,12151,
流动负债(万元),7664,6840,9091,7923,5742,--,--,13910,10839,12151,
股东权益不含少数股东权益(万元),81607,79061,78973,41293,40765,--,--,33935,26131,14606,
净资产收益率加权(%),17.5,14.92,7.43,34.38,32.9,29.34,8.19,43.23,56.58,71.94,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
