报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1997-12-31,1996-12-31,
基本每股收益(元),0.47,0.4,0.09,0.76,0.25,0.06,0.02,0.68,0.26,0.18,0.16,0.5,0.41,0.29,0.22,0.45,0.43,0.32,0.27,0.24,0.29,0.03,-0.02,0.13,0.11,0.07,0.16,-0.38,0.01,0.09,0.03,0.57,0.3,0.07,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,6.43,6.75,6.7,6.72,7.69,8.28,8.73,10.24,7.72,6.23,6.01,5.77,5.18,5.03,7.58,6.84,7.49,8.52,10.03,10.38,10.17,9.49,9.2,5.95,5.48,5.38,5.38,5.23,5.07,5.05,5.23,5.21,5.14,5.16,5.14,5.1,5.02,4.95,4.85,4.79,4.79,4.79,4.66,4.59,4.59,4.37,4.3,4.09,2.9,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.57,0.15,-0.16,0.32,0.08,0.02,0.16,-0.28,1.3,0.97,0.48,-0.02,0.04,0.15,-0.05,-3.09,-2.99,-2.18,-2.03,0.32,0.35,0.66,-0.35,-1.48,0,0,0,2.16,0,0,--,-1.97,0,0,--,1.47,0,0,0,0.67,0,0.18,--,1.61,0.48,-0.62,-0.94,-1.09,--,1.07,--,--,
主营业务收入(万元),380523,273820,114717,529872,275849,177704,90531,451391,287216,192546,111540,308058,209903,133717,63571,354721,289035,199849,128186,354645,255347,129404,64152,266647,187952,121214,56925,284708,159486,109203,59917,283514,185918,99838,43046,197193,137483,87693,57856,182474,119324,68848,31164,166744,103912,60930,31172,161159,95900,44380,24069,154612,121735,96451,28754,145951,83206,154687,62718,135409,64457,90226,63634,49666,
主营业务利润(万元),55451,39711,11845,71002,29265,18335,8844,68096,33982,22498,15481,42965,33454,20811,9422,52317,43734,30537,22648,36484,29844,7458,1586,10277,11892,6455,2995,12445,7353,6964,4796,35886,17397,4863,--,24889,14499,7210,7058,22032,11650,4438,2616,15245,9380,5486,2609,19784,11218,7673,2784,16718,10213,8736,3267,18983,9335,20572,9119,26554,10573,21669,17535,14077,
营业利润(万元),34284,27554,6345,56135,17015,5468,2546,46442,19329,13719,11373,26175,23123,15276,8852,27025,25792,19464,16528,16304,18501,1677,-934,6855,8509,3574,4792,-13366,-116,3486,1556,23785,12237,3592,723,9039,5556,2684,4136,8452,1392,372,834,5833,3421,2361,1011,9334,6701,5492,1353,9052,4496,4727,--,10532,5586,10580,4541,11979,5172,8889,7999,7229,
投资收益(万元),142,142,--,15162,8217,760,--,1437,1437,1140,--,4599,4078,4078,3685,1573,1573,1573,--,3151,1249,1162,--,19212,14713,10097,7212,7846,5785,5710,--,4387,3687,3612,1578,5261,3887,3798,0,3288,2526,2439,--,1478,89,3,3,-1985,-783,-813,0,109,119,0,0,282,-113,3,493,-680,7,558,771,686,
营业外收支净额(万元),992,997,100,268,142,82,12,490,-38,-53,-12,4161,4029,3880,3776,1078,903,913,104,-114,109,117,159,1403,329,393,188,1607,--,--,--,--,--,--,--,-737,0,0,0,-3521,0,0,-146,-1642,0,0,120,178,246,0,191,43,716,555,275,1229,0,1328,0,1106,0,-44,0,0,
利润总额(万元),35276,28551,6445,56403,17157,5550,2558,46932,19292,13667,11361,30336,27152,19156,12629,28103,26696,20377,16632,16189,18610,1794,-775,8258,8838,3966,4980,-11759,490,3358,1561,20972,11816,3147,754,13563,9469,6489,4137,8219,3801,2690,689,5669,3734,2590,1135,7526,6164,4689,1544,9204,5331,5281,1762,12043,5915,11911,5561,12406,5620,9403,8917,7976,
净利润(万元),25799,22076,4720,42148,13560,3430,1179,37843,14099,10113,8259,25014,20615,14746,10017,20322,19519,14727,12320,11077,13173,1588,-858,5771,5111,3048,4959,-11479,163,2745,988,17329,9091,2113,404,11191,8453,5962,3447,6861,3058,2467,497,4319,2721,2060,859,5367,5034,3549,1264,6867,4535,4480,1490,9325,4923,9710,4774,10414,4733,8068,7568,6954,
