报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1996-12-31,1995-12-31,
基本每股收益(元),0.02,0.01,0,0.02,0.08,0.06,0.03,--,0.09,0.07,0.03,0.11,0.19,0.1,0.04,0.36,0.26,0.12,0.05,0.45,0.24,0.1,0.06,0.35,0.28,0.19,0.07,0.37,0.21,0.18,0.06,5.21,5.03,5.16,4.73,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),4.76,--,4.75,--,--,--,4.75,--,--,--,4.67,4.64,4.72,4.63,4.57,4.53,4.43,4.29,4.22,4.17,3.97,3.83,3.79,3.73,3.66,3.57,1.62,1.56,1.39,1.37,1.25,1.19,1.32,1.34,0.18,-7.94,-9.38,-9.75,-9.67,-9.64,-8.97,-8.72,-8.58,-8.43,-8.19,-8.03,-8.63,-8.46,-8.97,-8.84,-8.72,-8.59,1.2,1.43,2.16,2.41,2.92,2.74,0.06,0.33,1.22,1.48,1.97,1.92,1.72,1.39,
每股经营活动产生的现金流量净额(元),--,--,--,0.6,--,--,--,--,--,--,-0.12,--,-0.99,-1.12,-0.38,0.28,-0.98,-0.87,-0.34,-0.56,-0.7,-0.68,-0.13,0.47,-0.04,-0.05,0.09,0.45,0.02,-0.07,0.05,0.25,-0,-0,-0.02,0.02,0,0,0,-1,0,0,0,0.02,0,0,0,0.93,0,0,0,-0.36,0,-0.18,--,-0.3,-0.16,0.1,-0.16,-0.05,--,-0.35,--,--,--,--,
主营业务收入(万元),11870,7069,3168,33066,22186,13869,6535,43782,29269,15062,6116,41496,21771,9358,5103,40976,18780,10204,4528,34077,17849,10199,4893,21692,14161,8204,3224,17206,11426,8014,2806,13299,7072,4733,455,1370,1099,744,317,1664,982,600,268,4804,4283,3802,1600,6606,4039,1768,534,3056,2738,2295,1468,5083,3469,13264,6899,8908,3916,12399,6258,14474,15825,18976,
主营业务利润(万元),1647,1031,277,4180,3365,2225,1273,6972,4320,2648,1012,5753,4612,2158,1060,7080,4144,2169,841,8098,4137,2159,1051,5309,4035,2307,803,4371,2894,2243,771,3284,1791,1211,-21,534,422,277,126,677,391,245,88,284,286,261,71,629,386,-38,-25,-872,-640,-587,-316,-368,-94,-328,-135,-257,350,3350,1567,1101,1011,1359,
营业利润(万元),288,249,37,78,850,695,306,834,988,849,345,911,2027,1065,299,3438,2665,1277,514,5059,2653,1152,634,3116,2710,1657,564,3163,2180,1781,655,6914,5618,5312,135,-1556,-874,-1124,-626,-7389,-3360,-1715,-896,-4319,-3002,-1891,-1045,-5874,-2382,-1537,-805,-7402,-3504,-2372,-1229,-5441,-2027,-3207,-1625,-4231,-1283,407,243,1128,1036,1338,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2,2,2,2,13,3,--,--,--,--,--,--,5134,4886,4886,364,172,23,59,62,-87,-58,-54,-32,-30,19,35,11,37,51,11,6,-43363,-1019,-663,-332,3324,3191,4803,5,-294,-405,397,0,-9,181,72,
营业外收支净额(万元),38,36,13,206,96,70,57,196,125,86,37,343,189,156,143,583,288,27,13,-4,114,17,17,309,11,-7,--,-65,--,-101,--,28457,--,28555,28559,-137,0,0,0,-8,0,0,0,-68,0,0,0,-73,7,0,-2,-15999,-3047,-3064,0,19,27,26,0,22,0,0,0,47,0,0,
利润总额(万元),326,285,50,284,946,765,364,1030,1113,936,382,1254,2216,1221,442,4021,2953,1304,526,5055,2767,1169,651,3425,2721,1650,564,3097,1959,1680,555,35371,34069,33867,28694,346,-961,-1068,-564,-7484,-3384,-1755,-928,-4417,-3039,-1870,-1035,290,-2325,-1521,-801,-66764,-7570,-6099,-1558,-2098,1191,1623,-1615,-4503,-1659,1116,325,1166,1189,939,
净利润(万元),145,105,42,196,733,545,308,817,834,696,320,1037,1810,946,374,3468,2526,1116,447,4332,2352,989,550,2996,2309,1399,476,2600,1461,1251,409,34689,33789,33655,28694,858,-736,-882,-433,-4845,-1363,-937,-429,-3141,-2519,-1808,-1031,321,-2325,-1520,-800,-66759,-7379,-5964,-1504,-1930,1185,1605,-1615,-4503,-1659,802,276,991,1012,798,
净利润(扣除非经常性损益后)(万元),113,74,31,21,651,485,260,--,728,623,--,745,--,813,--,2973,--,1092,--,4336,--,975,--,2733,--,1404,0,2674,0,1352,--,1363,0,168,--,-892,0,-944,0,-4475,0,-956,0,-2713,0,-1620,0,-5579,0,-1518,0,-7234,-4332,-2900,--,-6525,-2782,-3216,-1615,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),-2458,-2736,-734,5843,1378,-1510,-1529,2323,-5219,-7988,-1191,1603,-9665,-10913,-3718,2712,-9489,-8477,-3344,-5485,-6838,-6604,-1278,4609,-394,-470,633,3168,156,-495,363,1742,-26,-1,-95,92,148,67,-36,-6040,-6055,-177,-170,94,236,148,178,5625,-236,-527,-511,-2155,0,-1126,--,-1799,-971,581,-952,-306,--,-2126,--,--,--,--,
