报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-09-30,2007-12-31,2006-12-31,
基本每股收益(元),0.34,0.37,0.21,0.6,0.49,0.33,0.18,0.35,0.3,0.26,0.15,0.43,0.42,0.32,0.13,0.45,0.4,0.17,0.23,0.51,0.43,0.28,0.18,0.66,0.51,0.33,0.48,0,0.6,0.19,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,3.25,3.15,3.12,3.02,2.92,2.69,5.37,5.14,5,4.85,5.76,2.82,2.67,2.48,--,0,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.78,0.54,0.26,0.69,0.42,0.33,0.34,1.33,1.02,0.63,0.41,1.47,1.05,0.65,1,0,1.34,0.07,
主营业务收入(万元),47254,30798,15781,39129,29548,19523,10350,37224,28310,19255,10165,32578,24046,16218,8493,23090,16099,10361,5497,18346,14087,9426,5083,18164,13334,8696,13743,10048,13292,12506,
主营业务利润(万元),16960,11178,6053,19851,15376,10276,5614,18635,14540,10108,5635,17165,12903,8870,4895,13953,9785,6450,3544,10069,7740,5092,2725,9172,7006,4656,7223,5261,6766,5864,
营业利润(万元),12567,8436,4771,12872,10518,7138,4088,7945,6492,5859,3386,10048,8443,6207,3181,9719,6852,4631,2547,5558,4576,2862,1485,4929,3802,2419,4116,2993,4884,2050,
投资收益(万元),1745,1161,702,1235,896,681,371,350,180,74,-26,298,422,561,60,542,514,390,368,25,2,2,2,1,0,0,2,-0,-40,-149,
营业外收支净额(万元),479,322,91,1553,1157,780,331,1726,1313,819,267,576,1646,1429,47,1447,2678,530,506,245,131,127,25,239,124,120,-331,--,34,52,
利润总额(万元),13046,8758,4861,14425,11675,7918,4419,9671,7805,6678,3653,10624,10090,7635,3228,11166,9530,5160,3053,5803,4706,2989,1510,5168,3927,2539,3785,2649,4918,2101,
净利润(万元),10619,7231,4043,11775,9574,6539,3607,6831,5881,5026,2921,8348,8228,6189,2589,8872,7773,3264,2224,4862,4028,2531,1226,4031,3106,1993,2888,1900,3641,1178,
净利润(扣除非经常性损益后)(万元),10429,7082,3968,10759,8902,6099,3393,5628,4761,4337,2716,7570,--,4600,--,6431,--,3379,--,5128,--,2408,--,3705,2982,1842,3109,0,2674,963,
经营活动产生的现金流量净额(万元),14895,10982,10088,19190,17645,9521,5235,20777,16672,10309,7175,20850,15297,10524,5085,13462,8262,6435,3323,13034,10013,6163,3339,8911,6385,3939,6086,4194,8124,431,
现金及现金等价物净增加额(万元),30853,26265,3381,-2805,729,-6890,-6762,-10475,-13096,-16746,2372,-1820,-1666,-3199,-2718,1491,-89,200,285,28337,30294,27986,31096,3662,3812,2386,1681,1363,373,-1845,
总资产(万元),156541,139551,130370,121506,121968,114151,111415,108714,108162,104822,108141,102418,102267,92366,92472,86022,83699,77874,76718,76167,71074,67415,68184,37322,36411,33926,31667,0,30919,42959,
流动资产(万元),68829,59268,50032,43942,56225,50443,48449,44977,42981,39538,43669,40867,39252,37515,39058,40483,41860,38730,38881,39276,41351,38831,41526,10938,10160,8358,6296,--,8879,20954,
总负债(万元),67296,56940,50843,42492,45209,40513,40592,39612,40019,37573,38938,36113,35243,29756,30455,25812,25567,24381,23204,25019,21471,19415,20729,19576,19670,18351,18018,--,18288,34026,
流动负债(万元),64136,54516,49510,41206,44703,40001,40465,39480,39927,37459,38812,35984,35139,29650,30394,25748,25518,24327,23180,24994,21446,19389,20703,19562,19670,18351,17538,--,18288,33526,
股东权益不含少数股东权益(万元),84001,80590,77365,76142,73952,70912,67946,66297,65378,64521,66321,63374,63766,61714,61093,59123,57152,52630,52573,50332,48986,47480,46985,17123,16161,15038,13018,0,12007,8325,
净资产收益率加权(%),13.28,9.24,5.22,16.65,13.67,9.4,5.3,10.64,9.16,7.78,4.5,12.75,13.29,10.03,4.28,16.37,14.45,6.3,4.32,11.21,9.81,6.77,4.49,26.81,0,14.22,23.75,0,35.89,15.59,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
