报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-09-30,2001-06-30,2001-03-31,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,1994-06-30,1993-12-31,1992-12-31,
基本每股收益(元),0.08,0.05,0,0.7,0.54,0.19,0.05,0.5,0.6,0.59,0.4,0.63,0.29,0.17,0.01,0.43,0.51,0.5,0.48,0.29,0.23,0.21,0,0.16,0.3,0.2,0.03,0.02,-0.02,-0.01,-0.01,-0.05,-0.05,-0.03,-0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,2.18,2.06,1.91,1.9,1.98,1.97,1.95,1.47,1.34,1.32,1.11,1.11,1.35,1.25,1.09,1.05,1.01,1.02,1.02,1.04,1.05,1.07,1.09,1.08,1.11,1.14,1.18,1.2,1.1,1.07,1.05,1.05,0.92,0.89,0.88,0.88,0.65,0.64,0.62,0.62,0.54,0.54,0.57,0.53,0.53,0.51,0,0.49,0.33,0.31,1.02,1.01,1.59,1.59,2.54,2.53,2.54,2.76,2.72,2.82,2.67,3.06,2.84,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.99,0.56,0.42,-0.61,-0.71,-0.74,-0.65,-0.17,-0.11,0.08,-0.03,1.27,1.05,0.84,0.33,-0.04,-0.15,-0.16,-0.12,-0.22,-0.17,-0.1,-0.05,-0.22,0,--,0,0.41,0,0,0,0.48,0,0,0,0.35,0,0,0,-0.06,0,-0.11,0,0.25,--,0.09,0,0.59,0.14,0.08,--,0.26,--,--,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),63605,33876,13527,126845,81256,50137,19446,161923,148174,134819,87643,186130,104130,62292,12268,140857,129182,114659,97726,99318,83572,69743,8310,84537,75879,53674,13116,62347,20009,13646,6920,33299,23584,14985,6352,31195,22829,17714,8052,96348,53986,34463,10518,132629,50564,25928,7658,107947,36646,24985,6566,78128,33368,23992,8820,102164,40646,24356,6739,65812,25424,54924,18629,64254,18580,70592,21838,96998,31871,103580,41880,71790,34067,74926,76413,
主营业务利润(万元),14428,9293,2717,47091,27828,18824,5994,56161,54529,51105,33629,62051,30483,17262,2821,50015,49205,44806,40002,23703,19187,15735,1917,26749,26709,18811,4255,19385,4965,3489,2063,5280,3380,2075,--,5562,5428,4018,2202,28864,14451,9871,2517,42377,17650,10087,2938,36326,10453,6637,2522,22658,10543,7106,3491,28796,13949,8160,2066,17577,6560,19430,6290,19262,7678,-8569,-691,3576,3246,16686,5569,5851,816,18387,27148,
营业利润(万元),6378,4306,198,57475,41350,14403,3724,42359,46313,45910,31252,48540,22630,12656,596,34099,40436,39604,37644,19488,15872,14655,58,13092,19715,13471,2259,4119,-3211,-2004,-276,-5029,-2956,-1599,-652,-2885,-3020,-1639,-769,9635,3759,2316,-529,13723,4609,1291,11,18234,1499,895,-16,4370,0,1293,0,11303,0,1982,0,6044,584,3786,485,4273,335,-7522,0,4521,0,17179,0,5896,0,16806,27148,
投资收益(万元),735,677,31,21462,21429,626,52,516,518,439,164,315,205,150,118,31,159,73,13,323,272,216,8,238,247,209,56,3744,531,519,498,3309,1053,731,38,873,-64,-33,10,1354,360,358,508,-414,211,157,85,-1536,226,110,61,-1527,-364,-200,0,-1104,261,-2,0,-138,245,587,51,-4049,-36,-6506,1147,2514,784,5771,1437,20735,18447,18444,1716,
营业外收支净额(万元),-33,-54,4,-2098,424,378,36,-65,-66,59,16,165,34,-49,50,-149,-157,7,13,1228,651,636,336,-362,205,175,146,-1125,--,1914,--,--,--,71,--,-2504,0,--,-49,-1093,0,0,0,-693,0,0,0,-4530,245,0,19,1607,0,-18,0,378,100,-171,-93,210,0,594,0,--,0,0,314,0,-1,0,0,0,0,--,--,
利润总额(万元),6344,4252,202,55376,41775,14781,3760,42293,46248,45969,31268,48705,22664,12606,646,33950,40278,39611,37657,20716,16522,15291,394,12730,19921,13646,2404,2994,-1052,-89,-265,-2906,-2907,-1528,-568,-4517,-3501,-2089,-808,9897,3324,1808,13,12616,4802,1482,127,12168,1970,1043,64,4451,1526,1074,38,10577,0,1809,-1403,6116,1341,4967,629,354,544,-51156,745,6178,1814,24687,8048,26473,19229,32121,25087,
净利润(万元),4646,3116,36,41750,32313,11207,2773,30084,35626,35360,23636,37542,17464,9832,546,25746,30648,29969,28461,17500,13525,12675,284,9693,16028,10630,1848,983,-1279,-312,-503,-2738,-2932,-1547,-597,-4605,-3763,-2339,-891,8290,3010,1509,13,9045,2646,846,12,7700,1269,773,7,3462,863,693,8,8639,2211,1175,-1417,5371,1059,4295,607,1284,374,-51564,497,137,1473,21499,6687,25771,18880,28564,16035,
