报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),-0.28,-0.14,-0.18,0.04,0.28,0.23,0.23,1.25,0.79,0.45,0.24,1.06,0.72,0.47,0.55,4.2,3.38,2.36,2.27,1.03,0.52,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,8.15,7.81,7.55,15.71,15.16,6.72,5.69,4.29,3.72,3.45,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,1.24,0.36,0.05,-0.46,1.04,0.35,1.1,0.75,2.68,
主营业务收入(万元),322872,218267,84356,430577,294548,192584,74543,331601,243126,159244,74813,316203,236046,146169,76337,324787,239606,158185,163307,95309,94948,
主营业务利润(万元),16664,5572,-13199,56924,54124,38247,15980,84834,56674,32563,15682,72034,50111,32789,17285,95772,74540,50849,48337,20044,12031,
营业利润(万元),-23302,-11931,-15443,4427,25581,21383,10343,57192,36045,20448,9933,47680,33034,21604,12761,71067,58139,40681,32785,11272,5671,
投资收益(万元),204,-6,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业外收支净额(万元),1690,1214,1202,1382,998,465,370,1806,1487,1205,1171,1461,1045,518,227,510,48,-95,501,-13,-70,
利润总额(万元),-21612,-10717,-14242,5809,26579,21848,10713,58998,37532,21653,11104,49141,34079,22122,12988,71578,58187,40586,33286,11259,5601,
净利润(万元),-22534,-11456,-14843,3256,22653,18325,9080,50014,31596,18143,9553,42218,28851,18713,11003,62972,50759,35334,30578,10751,5397,
净利润(扣除非经常性损益后)(万元),-24432,-12796,-16029,1784,21476,17713,8691,48207,30134,16988,8504,40727,--,18144,--,62238,50512,35284,31076,6088,676,
经营活动产生的现金流量净额(万元),60156,51657,32038,-94715,-36238,-2180,-41399,12352,6398,1023,25464,70537,49688,14448,1086,-9191,15618,5224,16541,5637,15725,
现金及现金等价物净增加额(万元),6797,15996,33134,-53648,-22869,-7378,-30693,-5542,-40187,-50998,-12150,-120766,-79877,-97542,-94233,184362,4037,3232,9660,575,3665,
总资产(万元),762126,779429,768222,761444,788724,764827,673796,627252,477373,382089,378095,372165,354263,333378,348846,405470,187502,167596,118856,65260,51135,
流动资产(万元),286418,297139,265643,256247,293430,290692,219243,200125,137482,122047,165905,199250,250990,243876,259786,330665,111827,97379,61189,36330,21773,
总负债(万元),426824,432733,427814,406541,413867,394889,299698,262413,131137,49487,42268,46166,41810,31310,34732,102358,86643,82203,54496,37424,30839,
流动负债(万元),345898,345732,305390,283143,271026,254454,161333,131118,77728,44757,42268,46166,41810,31310,34732,69408,51693,47253,38196,34924,30839,
股东权益不含少数股东权益(万元),335302,346696,340409,354903,374857,369938,374098,364839,346235,332601,335827,326000,312453,302068,314114,303112,100859,85393,64360,27837,20297,
净资产收益率加权(%),-6.56,-3.28,-4.46,0.91,6.14,4.96,2.46,14.56,9.42,5.48,2.89,13.57,9.34,6.05,3.57,75.24,--,50.57,65.46,41.03,34.3,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
