报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2001-12-31,2001-06-30,2000-12-31,1999-12-31,1998-12-31,
基本每股收益(元),-0.11,-0.22,0.01,0.02,-0.05,-0.01,-0.02,-0.23,-0.11,-0.13,-0.09,0.01,-0.07,-0.09,-0.05,0.25,0.29,0.03,0.01,0.05,0.03,0,-0.01,-0.68,-0.13,-0.11,-0.04,-0.31,-0.1,-0.08,-0.06,0.03,0,0.02,-0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,1.66,--,--,--,1.81,--,1.82,1.84,1.88,1.93,1.97,1.71,1.68,1.68,1.67,1.63,1.62,1.63,2.18,2.2,2.25,2.28,2.5,2.52,2.53,2.6,2.58,2.6,2.57,2.56,2.54,2.54,2.56,2.57,2.81,2.86,2.97,3.04,3.04,3.04,3.02,3.01,2.95,2.88,5.74,5.67,5.82,5.69,2.01,0,1.1,1.65,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,-0.09,--,--,--,-0.09,--,-0.18,-0.19,-0.15,-0.21,-0.27,-0.21,-0.13,-0.05,-0.19,-0.13,-0.07,0.17,0.08,0.02,0.03,-0.1,-0.19,-0.14,-0.11,-0.28,-0.41,-0.34,-0.2,-0.04,0,0,0,-0.22,0,0,0,-0.06,0,0,0,-0.02,0,0,0,0.08,0,-0.39,1.03,-0.2,0.6,0.7,--,
主营业务收入(万元),30825,19604,8864,38330,25972,19480,10324,31545,20007,13022,5069,27693,15877,9858,3636,25785,19817,15647,9731,27841,17741,12361,4315,17486,11884,7755,4727,18862,14118,9541,3663,25561,15678,10893,4397,23352,17130,12677,8153,14202,9930,6907,4288,25730,17961,12468,4491,36319,25744,14819,6418,36308,25625,17280,29545,13286,19241,13266,13159,
主营业务利润(万元),8383,5366,2364,9984,6691,5424,2568,8252,4763,2456,783,8455,3816,2297,676,6239,4946,3946,2214,8623,5473,3385,1236,4029,3402,2351,1541,6003,4396,2878,1169,9100,5907,4543,--,7750,5576,4147,2468,3473,2873,1844,1173,10491,7874,5632,2225,16571,12055,6662,3204,18949,13826,9978,17729,7889,11758,6305,5940,
营业利润(万元),-5887,-5929,-259,-144,-1462,-486,-482,-7952,-3984,-3906,-2458,-1390,-3179,-2362,-1367,4489,5921,-453,136,731,301,7,-360,-17094,-4123,-2807,-867,-8154,-2435,-1917,-1557,332,-503,494,-191,-805,-998,-327,125,-11823,-5933,-4458,-1765,-265,-10,-69,-309,4492,3011,1134,1009,9914,6361,4492,10169,5064,7320,4439,4235,
投资收益(万元),-149,-256,-250,31,-580,-466,-234,590,116,12,8,-128,-212,-173,-70,8162,7785,-207,-63,-178,-274,-182,-109,900,515,562,-43,36,-50,-90,-77,458,409,407,279,428,211,45,-34,-198,-158,-116,-67,401,430,474,297,0,0,0,0,0,0,0,--,0,0,0,--,
营业外收支净额(万元),588,587,443,741,186,173,27,2089,1148,607,132,1701,1331,47,23,1420,1245,1253,39,539,517,16,28,945,915,59,6,191,--,--,--,--,--,--,--,360,0,0,0,-94,0,0,0,113,0,0,0,-74,-46,0,-3,-106,-24,0,-134,0,0,0,-198,
利润总额(万元),-5299,-5342,183,597,-1277,-313,-456,-5862,-2836,-3299,-2326,311,-1848,-2315,-1345,5908,7165,800,174,1270,817,23,-332,-16149,-3208,-2748,-861,-7963,-2396,-1866,-1548,1006,121,516,-167,-15,-362,-286,87,-12111,-6084,-4570,-1833,254,370,366,-32,4418,2965,1108,1005,9808,6337,4486,10074,5041,7321,4362,4074,
净利润(万元),-5431,-5366,149,608,-1277,-308,-465,-5702,-2746,-3247,-2309,340,-1762,-2261,-1295,6030,7165,800,174,1270,817,23,-332,-16688,-3126,-2649,-908,-7723,-2421,-1909,-1599,691,19,394,-267,255,-212,-269,10,-11189,-5419,-4079,-1753,564,623,554,23,4477,2798,1156,927,8250,5267,3687,8353,4223,6065,3705,3437,
