报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.21,0.32,0.21,0.52,0.43,0.38,0.24,0.91,0.62,0.42,0.26,0.96,1.06,0.77,0.43,
每股净资产(元),--,--,--,--,--,--,--,--,--,5.56,--,5.11,4.11,3.03,1.6,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,3.46,--,-1.1,-0.79,-0.8,-0.1,
主营业务收入(万元),407498,260418,109749,429739,313790,198537,94544,360965,263560,188582,83256,369435,279404,156913,80490,
主营业务利润(万元),31560,18785,9853,45122,34562,24325,11798,49646,33712,24529,11057,48285,42603,26987,11627,
营业利润(万元),5126,2435,3551,6961,8471,8129,5207,11864,7765,5016,4406,14469,13424,12154,5465,
投资收益(万元),-610,-620,-5,-270,-65,-65,158,331,--,--,--,-140,-116,--,--,
营业外收支净额(万元),6125,4893,1503,4124,846,204,145,3583,2404,1599,226,3199,5699,3028,1839,
利润总额(万元),11251,7328,5054,11085,9318,8334,5352,15447,10169,6615,4632,17668,19124,15182,7303,
净利润(万元),10551,7221,4728,11729,9658,8288,5093,15980,10836,7352,4632,16973,18693,12767,6273,
净利润(扣除非经常性损益后)(万元),5572,2936,3492,9173,9805,8748,4955,12198,8632,5867,4406,14113,13668,13647,6311,
经营活动产生的现金流量净额(万元),58446,34431,19265,-23791,15880,4190,3433,29562,23366,61043,15977,-19319,-13855,-14104,-1767,
现金及现金等价物净增加额(万元),-27318,-18158,-11827,17997,57312,55813,72855,-5879,-1399,9892,1340,-5919,16293,9248,-1574,
总资产(万元),575099,577733,596603,564004,494293,468126,452126,354881,354204,325458,--,330737,252845,179702,78993,
流动资产(万元),463613,473181,508539,478794,418382,398125,383933,288424,287533,258846,--,264876,193168,133809,55517,
总负债(万元),379973,386218,405557,377994,310639,283192,270651,247743,252471,227476,--,240641,180509,126280,50883,
流动负债(万元),287042,293065,308320,276271,280249,260976,265779,233254,238657,216135,--,215565,146465,118454,48713,
股东权益不含少数股东权益(万元),195126,191515,191046,186010,183655,184934,181475,107138,101733,97982,--,90096,72336,53422,28110,
净资产收益率加权(%),5.54,3.8,--,6.68,5.57,4.91,3.27,16.2,11.35,7.84,5.01,21,29.78,30.03,25.12,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
