报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-03-31,2002-12-31,2001-12-31,
基本每股收益(元),0.04,0.04,0.01,0.1,0.09,0.06,0.02,0.38,0.28,0.23,0.04,0.27,0.16,0.12,0.05,0.27,0.19,0.14,0.09,0.46,0.27,0.18,0.08,0.28,0.23,0.09,0,0.2,0.37,0.26,0.16,3.36,2.6,1.7,0.77,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,4.41,--,4.3,--,2.95,--,2.83,2.75,2.84,2.78,2.69,2.66,4.47,4.36,4.15,4.07,4.29,4.2,3.12,2.97,3.02,3.01,3.28,3.18,3.07,7.83,7.07,6.17,5.23,11.99,7.87,6.26,5.18,4.51,4.16,4.01,4,3.77,3.7,3.6,1.97,2.04,0,2.11,1.82,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,0.13,--,0.23,--,0.16,--,0.7,0.2,0.05,0.78,0.34,0.34,0.26,0.6,0.7,0.27,-0.15,0.52,0.92,0.65,0.1,1.64,1.4,0.88,0.34,2.39,2.73,2.23,1.18,2.37,0,0,0,1.26,0,0,0,1.31,0,--,0,0,0,1.06,0,
主营业务收入(万元),1563786,1051780,436798,1889759,1491455,932279,396753,1807762,1376060,738877,282448,1213039,884742,531576,228481,631495,404428,284724,116142,485154,354547,229843,109977,382365,277618,165972,72309,464398,379733,256522,127426,611067,452520,289659,130463,445744,320181,182822,72103,116749,75859,51141,27462,71350,53861,31767,13652,63453,14593,61198,59844,
主营业务利润(万元),147356,91539,43935,196888,135471,86801,36891,178939,120991,78404,34185,179981,113723,76965,36968,164603,112105,75045,29920,125513,81404,50471,23584,94539,60379,32742,12845,99060,82147,57236,28868,207041,152746,98923,--,148136,102497,60899,23648,35478,21536,14486,8983,20336,14979,9524,4649,13184,3075,11992,10359,
营业利润(万元),9296,5931,971,20505,19702,11066,4625,46952,26461,16488,7700,38425,22338,14587,7609,35974,30200,20519,11125,60777,37238,22038,10423,32526,20674,8299,1185,20651,35867,26195,14977,151823,120008,78794,35808,111495,72949,42729,12881,17350,9313,6602,4595,9275,5834,3896,2224,4729,846,3763,3503,
投资收益(万元),-8198,-446,-5542,2146,2794,2739,1128,4130,1882,652,2650,3944,1374,-61,387,716,455,173,-226,-493,-645,263,83,-2551,-554,191,8,36,0,0,--,17,0,--,0,-52,-24,-16,-8,4,2,1,1,-270,2,1,1,8,-1,10,35,
营业外收支净额(万元),-251,-340,-190,2243,827,986,425,24119,23983,22598,-1646,3212,3007,3427,600,7125,132,1641,234,-5361,-4280,-773,-279,-2383,-443,-307,-195,-1920,--,-1155,--,-1585,--,-553,--,-598,0,0,0,-1062,0,0,0,-1570,0,-104,0,-444,0,0,0,
利润总额(万元),9045,5592,781,22747,20529,12051,5050,71071,50444,39085,6054,41637,25345,18014,8209,43099,30332,22160,11359,55416,32958,21265,10144,30143,20231,7992,990,18731,34808,25040,14630,150238,119521,78241,35287,110845,72621,42446,12625,16292,8814,6108,4478,7435,5680,3793,2139,4293,756,3557,3402,
净利润(万元),6631,6518,1528,16117,15290,9434,3106,58942,42800,33531,4710,34787,21018,15423,6599,35908,25233,18568,9553,46109,27646,17984,8509,26293,17616,7100,179,15265,28973,20490,12460,131099,101357,66442,29943,103647,61693,36090,10733,13080,7411,5110,3806,5893,4831,3228,1825,3656,641,2574,2275,
净利润(扣除非经常性损益后)(万元),13232,6538,6153,13775,11985,5781,1673,32918,17626,10991,--,27931,--,12379,--,32632,--,20797,--,50614,--,18334,--,30546,--,7367,0,16966,0,21543,0,127394,0,66968,--,92593,0,36295,0,13846,0,5664,0,6040,0,3148,0,0,0,0,0,
经营活动产生的现金流量净额(万元),116901,88370,32743,88415,63863,38456,22119,83062,39045,22678,20711,135939,92049,26645,6247,102286,44281,45075,26356,60363,70103,26762,-15593,52753,72125,50582,7948,128080,108925,68726,26626,93131,106292,87144,45993,46118,39271,15756,14093,20122,4812,7087,2563,20997,11961,7000,7859,9192,0,9535,0,
现金及现金等价物净增加额(万元),-35063,34066,-24503,-13960,-9576,25421,-11179,-4060,-11150,25727,44103,50445,42197,65858,40777,-41310,-42128,26777,-465,-93535,-44667,-48283,-72714,143905,21647,8927,-8517,21530,20068,13884,50639,16133,35781,37841,30476,3956,12686,1323,1343,-14502,-16479,-15646,-10341,17599,32779,43779,595,2064,0,28,0,
总资产(万元),3309376,3324115,3280498,3283980,3147561,3107012,3005503,2969921,2886342,2817305,2330770,2221827,2176815,2106976,1622773,1529543,1446409,1401297,985133,919934,879389,800690,740927,783937,606094,554973,529081,508779,543193,549337,607117,531033,535040,485670,482724,456796,302019,281008,254139,235268,215070,194369,183061,171124,157069,152532,78043,67728,0,48303,42867,
流动资产(万元),377624,417768,399818,410536,351616,459912,399031,401848,420344,433698,451799,374469,463888,487912,486337,439264,474386,561809,435598,398303,356447,348114,342571,392338,220137,192881,190353,182393,219308,240382,324176,248566,261465,213796,223030,203671,126504,108572,80031,60543,49340,34887,38192,44834,52944,64767,21352,19008,0,16705,18814,
总负债(万元),2192999,2205414,2144529,2140350,1998141,1955373,1838157,1804651,1738520,1695990,1689356,1585035,1567980,1507676,1207815,1122872,1051723,1009533,490312,436351,417435,346969,264997,317473,328142,290319,276871,265243,278710,295288,362417,220800,256931,242483,278706,223021,176024,180765,171256,163100,148577,130176,118998,110867,97874,94940,60272,49263,0,29338,26477,
流动负债(万元),1222238,1221758,1132009,1138787,982445,1001449,920173,876799,919540,907598,1068044,1038209,1027001,1008994,819324,768007,724589,706027,339003,340115,314407,270702,179831,235156,233376,200942,199586,195356,243006,269324,293750,184112,186098,166599,199821,145134,93199,97828,98265,88200,78037,65079,50373,42411,29419,26485,29226,23433,0,17768,24908,
股东权益不含少数股东权益(万元),690632,695864,712846,719264,722399,719908,735369,733829,717718,706984,387118,383322,370254,360606,372599,364271,352268,348522,450909,439679,418713,410187,432222,423215,243023,231347,235288,234781,256158,247714,239696,305236,275537,240622,204074,233751,125966,100214,82857,72145,66475,64174,64045,60239,59177,57575,17753,18448,0,18947,16373,
净资产收益率加权(%),0.94,0.91,0.21,1.8,2.1,1.28,0.42,8.89,6.71,5.56,1.22,9.35,5.74,4.22,1.79,8.78,5.93,3.98,2.15,10.81,6.59,4.26,1.99,10.89,--,2.97,0,5.92,0,7.41,0,50.56,0,26.97,--,78.34,0,40.02,0,19.76,0,8.14,0,13.06,11.92,10.21,0,17.6,0,14.58,14.97,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
