报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2001-12-31,2000-12-31,
基本每股收益(元),0.07,0.03,0.02,0.23,0.11,0.08,0.07,0.41,0.13,0.09,0.04,0.25,0.11,0.06,0.03,0.27,0.22,0.14,0.05,0.52,0.39,0.27,0.09,0.41,0.33,0.22,0.13,0.51,0.37,0.21,0.21,0.88,0.55,0.36,0.14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,3.13,--,--,0,2.87,--,1.69,1.64,2.01,1.98,1.94,1.86,2.17,2.12,1.99,1.87,1.99,1.9,1.82,1.71,2.41,2.28,2.14,1.99,3.82,3.61,3.25,1.63,1.41,1.45,1.36,1.27,1.45,1.6,1.57,1.54,3.09,3.04,3,2.94,2.91,2.96,2.93,1.49,0,1.37,1.45,1.14,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,-0.38,--,--,0,-0.28,--,0.02,-0.07,-0.04,0.41,0.22,-0.01,0.05,0.25,0.05,-0.05,-0.08,0.23,0.12,-0.11,-0.06,0.75,-0.56,-0.56,-0.34,0.43,0.14,-0.12,-0.05,0.26,0,--,0,-0.06,0,0,0,0.23,0,0,0,0.57,0,0.2,0,0.22,0.46,1,
主营业务收入(万元),302025,179193,79115,420137,242317,150840,64052,326891,175863,112236,51729,154592,77740,43951,22155,127946,96800,63005,25917,151641,111032,74318,28127,129616,104035,72030,27586,159572,116007,70594,35916,125824,79667,50892,24334,74513,40544,22894,8886,31319,17864,10433,4844,18384,13228,8348,4235,15026,10289,6158,3543,13617,12865,12879,
主营业务利润(万元),39275,23805,12261,75372,45539,31231,13953,67779,33158,21416,10392,36291,19518,11598,5782,32640,25216,16849,6982,56754,43059,29793,10804,47093,37663,24556,9084,35144,24879,13855,6974,27875,17350,11158,5552,18425,11750,6668,2638,9512,5740,3590,1719,6236,4501,2717,1455,6212,4491,2659,1448,5980,4870,4159,
营业利润(万元),12308,4584,2981,39123,20128,14565,6787,36737,10995,7935,4072,22329,10075,5133,2230,19925,15962,10804,4048,42590,34592,24351,7933,35257,29181,18857,6382,28449,21007,11713,5785,22379,13937,9069,3692,7064,5127,3092,868,2541,1564,1007,609,2299,1644,959,590,2048,1641,927,599,2855,1889,1945,
投资收益(万元),-2,-2,-2,-0,-0,--,--,12,12,0,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,4121,3252,1918,928,4205,2689,1925,512,902,697,556,257,174,128,40,-5,5,16,0,0,0,0,0,0,--,--,--,
营业外收支净额(万元),1632,521,359,1196,495,258,204,1638,1562,808,150,1542,1106,512,317,3926,3839,2242,493,1375,1124,630,280,1583,892,888,881,--,--,--,--,--,--,--,--,-2,0,--,0,-62,0,0,0,-36,0,0,0,-4,0,0,0,1,5,0,
利润总额(万元),13940,5105,3340,40318,20623,14824,6991,38375,12558,8744,4222,23871,11181,5645,2547,23851,19801,13046,4541,43965,35716,24980,8213,36840,30073,19746,7263,28556,20901,11606,5785,22418,13922,9053,3682,7965,5822,3646,1124,2654,1694,1052,606,2269,1648,959,590,2108,1698,991,599,2856,1960,1945,
净利润(万元),9142,3107,2109,28557,13771,9655,4757,28342,8671,6018,3026,15219,6585,3405,1579,16419,13382,8497,3066,31982,23972,16624,5323,25546,20544,13892,5238,21147,15065,8792,4341,17730,11041,7154,2811,6797,4845,3006,825,1570,1159,698,408,1481,1111,647,390,1328,1103,641,392,1726,1723,1556,
