报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2001-12-31,2000-12-31,
净利润(扣除非经常性损益后)(万元),6356,2503,1512,26994,13417,9483,4630,27064,7495,5429,--,14254,--,3013,--,13557,--,7056,--,31101,--,16286,--,24005,--,13018,0,21060,0,8104,0,14773,0,6151,0,4896,0,3007,0,1614,0,695,0,1504,0,646,0,1279,0,0,0,--,--,--,
经营活动产生的现金流量净额(万元),-35336,-38357,-32593,4144,-51878,-45288,-26046,7908,-23240,-34341,-19172,28413,1215,-4121,-2385,25534,13458,-421,2946,15513,3291,-3092,-4778,14369,7275,-7021,-2632,30980,-23003,-23115,-6909,8927,2821,-2375,-1034,5196,-5156,-6662,-3887,-975,-717,-2795,-1482,1809,-6,154,-349,4533,2350,1093,0,1222,2510,5474,
现金及现金等价物净增加额(万元),-39785,-38584,-38609,31814,-12716,-27960,-35870,22271,10066,-11724,10332,8969,-15415,-21143,6742,2018,-6184,-18402,2046,-8491,-17761,-20103,-10202,-23773,-31115,-42199,-32440,23536,-26700,-25659,-9393,35808,29043,-7715,-4192,3079,-5007,-7661,-4917,-3320,-1873,-4068,-2029,-1349,-1944,-1084,-821,12295,13701,1686,0,-180,922,5497,
总资产(万元),522340,511471,514895,524480,506525,472605,431525,443494,407113,390258,392911,216431,187218,174474,197837,183759,192565,188879,202011,197534,187450,193995,172899,172245,177657,162377,151488,177129,169302,126461,128107,127055,111810,78305,68798,70209,59418,51232,44561,44377,37562,37649,36172,36835,37288,35986,34636,35503,37792,25697,0,23696,23249,23150,
流动资产(万元),392145,381010,383234,395934,384987,349979,309425,320926,291170,274407,271713,168668,141295,128244,151250,137226,145905,141621,154313,149597,139439,144979,123024,123081,130828,116023,107085,134249,152378,111860,111972,112376,100282,67595,58932,61253,51111,43347,37571,38002,31371,31412,30020,30622,30848,29579,29461,30214,32342,20126,0,17913,16963,15967,
总负债(万元),275632,258795,262943,274692,271430,246183,200264,217424,204823,190885,181155,83148,64540,55992,56986,44937,60039,57874,53343,52428,48491,62205,35643,41813,51326,46166,42264,73837,70863,36534,42541,46392,40451,43388,38883,39771,30907,24560,20560,18011,12092,12644,11058,12132,12862,11622,10530,10990,13459,16638,0,15316,14561,16209,
流动负债(万元),272696,256176,250244,262071,258299,232971,188885,206028,194893,190085,181155,83148,64540,55992,56986,44937,60039,57874,53343,52428,48491,62205,35643,41813,51326,46166,42264,73837,70859,36530,42537,46387,40446,43383,38880,39455,30795,24429,20410,17829,12084,12639,11056,12122,12822,11579,10464,10913,13438,16566,0,15043,14520,16209,
股东权益不含少数股东权益(万元),226754,233164,232166,230057,215271,211156,216629,211871,189153,186500,198452,113249,104614,101434,124357,122777,119741,114855,134172,131106,123096,115749,123009,117686,112683,106031,99440,94202,88276,82004,78790,74449,66963,32484,28140,28938,27111,25272,23091,25459,25047,24587,24696,24288,23918,23454,23196,23605,23421,8173,0,7496,7963,6240,
净资产收益率加权(%),3.94,1.34,0.91,12.92,6.4,4.46,2.22,14.15,4.56,3.15,1.54,11.67,5.86,2.93,1.28,12.93,10.33,6.28,2.31,23.93,19.74,13.53,4.42,24.15,--,13.73,0,25.11,0,9.88,0,38.96,0,22.66,0,25.53,0,11.61,0,6.31,0,2.83,0,6.08,0,2.74,0,10.7,0,8.21,0,19.56,24.26,28.48,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
