报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,1994-06-30,1993-12-31,1993-06-30,1992-12-31,1991-12-31,1990-12-31,
基本每股收益(元),-0.1,-0.05,-0.03,0.02,0.02,-0.01,0.01,0.02,-0.02,0.01,0.02,-0.73,-0.25,-0.21,-0.06,0.22,0.01,0,0.01,-0.07,-0.01,0.01,0,-0.43,-0.3,-0.21,0,0.03,0.05,0.05,0.04,0.12,0.06,0.04,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,0.67,--,1.13,1.17,1.32,1.38,1.16,1.16,1.16,1.16,1.41,1.42,1.42,1.42,1.55,1.64,1.85,1.85,1.97,1.99,1.91,1.87,1.76,1.81,1.71,1.69,1.72,1.85,1.84,1.83,1.8,1.99,1.98,1.98,1.89,1.9,1.9,1.89,1.85,2.01,2,1.98,2.21,2.02,2,1.97,2,2,2.04,2.02,2.01,1.96,1.89,1.84,1.86,2.63,2.68,2.57,2.39,2.46,2.31,2.37,3.22,1.63,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.03,--,-0.18,-0.08,-0.17,-0.05,-0.1,-0.08,-0.23,-0.1,-0.07,-0.04,-0.1,0.06,-0.12,0.17,-0.17,0.17,0.13,0.18,0.16,0.39,0.13,-0.06,-0.41,0.22,0,0,0,0.07,0,0,0,0.01,0,0,0,-0.4,0,0,0,0.21,0,-0.27,--,0.09,-0.2,-0.08,0.06,0.48,0.02,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),6829,4353,2499,14873,11287,8557,4163,28147,20466,14050,7529,22908,16642,11422,4731,27727,20354,13748,7836,23423,16773,11238,5542,24534,19272,14172,6772,25398,19346,14209,7436,26523,19932,14099,6844,25967,20087,13404,6302,23871,17777,12338,5914,20971,15267,10033,4807,19662,14096,9885,4496,15824,12041,8168,4233,14443,6940,9418,4874,13779,7251,12943,6512,9450,4013,7412,4805,6587,2603,5230,1896,4296,1448,2313,2110,1924,
主营业务利润(万元),1959,1249,647,5840,4230,2533,1300,8018,5154,3327,1780,5926,4696,3034,1180,10766,8087,5730,3235,10266,7385,5015,2408,9336,7231,5128,2493,11660,8549,6450,3535,7872,5923,4480,2263,7798,6155,4204,2195,8602,6347,4449,2211,7901,5739,3923,1933,7414,5401,3817,1877,6840,5050,3544,1827,6697,3292,5409,2827,5723,2605,4067,1975,773,323,159,45,192,188,447,273,849,348,0,0,0,
营业利润(万元),-1263,-600,-331,366,234,-216,-90,242,-309,58,270,-8821,-2789,-2252,-547,3014,478,342,206,-1243,-69,16,2,-5434,-3805,-2599,117,-83,902,974,596,2556,1308,868,220,95,389,278,199,705,632,554,271,965,443,374,156,-971,513,533,218,405,387,326,234,786,403,550,382,1506,689,1343,593,1041,0,470,0,1045,0,0,470,850,348,0,0,0,
投资收益(万元),--,--,--,443,284,284,230,477,477,477,477,4,279,4,--,2988,3,3,--,-2,5,5,--,-257,-245,-238,6,414,-33,-33,-33,2514,2470,604,0,9,24,16,1,16,16,16,0,-10,13,13,0,2,30,0,0,127,32,26,0,8,8,45,0,48,20,1178,32,1300,504,1942,431,544,419,818,343,321,0,0,0,0,
营业外收支净额(万元),27,78,5,25,47,44,18,46,71,38,14,-151,54,61,42,191,28,-18,4,447,194,171,33,238,227,122,-24,780,--,--,--,--,--,--,-1,-158,0,0,0,-70,0,0,0,-39,0,0,0,-25,-7,0,0,0,-11,-4,0,-70,0,-129,0,-294,0,0,0,0,-8,0,39,0,12,80,0,0,0,--,--,--,
利润总额(万元),-1236,-522,-326,392,281,-172,-72,288,-238,96,284,-8972,-2735,-2190,-505,3205,506,323,209,-796,125,187,35,-5195,-3579,-2477,94,698,912,993,591,2635,1307,880,219,93,444,331,248,784,628,560,267,1067,456,391,164,-928,549,529,223,599,532,391,232,772,416,521,375,1760,744,2654,622,2452,1264,2509,702,1582,940,1900,809,1171,342,453,488,381,
净利润(万元),-1253,-558,-338,271,220,-63,62,211,-285,97,279,-9159,-2994,-2580,-712,2644,67,36,93,-883,-141,64,14,-5224,-3587,-2530,50,408,601,645,489,1512,754,533,182,39,186,145,121,367,295,294,115,690,238,251,128,-1167,199,250,109,196,285,219,103,337,203,248,220,1386,590,2259,467,2110,1067,2084,549,1291,753,1548,703,996,342,385,415,324,
