报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-09-30,2007-12-31,2006-12-31,
基本每股收益(元),0.01,0,0,-1.08,-0.28,-0.16,-0.06,-0.4,-0.1,0.01,0.01,0.04,0.12,0.08,0.02,0.2,0.16,0.11,0.07,0.37,0.25,0.14,0.09,0.71,0.45,0.35,0.64,0.42,0.97,0.1,
每股净资产(元),0.23,0.22,0.22,0.21,1.02,1.15,1.24,1.31,1.61,1.71,1.74,1.72,1.8,1.76,1.76,1.74,1.71,1.65,3.26,3.2,3.16,2.89,5.99,5.89,1.88,1.78,1.72,--,1.9,1.05,
每股经营活动产生的现金流量净额(元),-0.18,-0.18,0.11,-0.2,-0.05,0.17,-0.21,-0.31,-0.25,-0.16,-0.49,0.41,-0.15,-0.29,-0.23,-0.97,-0.9,-0.52,-1.22,-1.19,-0.84,-1.27,-1.95,0.85,1.04,0.28,-0.43,-1.17,1.09,0.44,
主营业务收入(万元),248848,137499,37995,389749,295391,205356,60378,595377,454148,292539,61166,579068,408633,268617,70594,512606,377515,244464,85418,365189,226836,137601,31605,160339,109830,81698,79360,62283,37750,21143,
主营业务利润(万元),34326,20610,6688,40300,30197,22398,8171,72950,56120,38844,8448,80994,56644,34804,9230,70299,48432,31585,11121,45258,29816,16792,3903,21778,13837,10031,10676,7440,4585,1989,
营业利润(万元),2846,1988,-85,-39756,-12568,-6734,-3426,-19779,-630,5077,637,5178,11736,8409,1217,14055,11243,6833,1910,11290,6102,3955,852,6945,4068,3258,3421,2291,1762,179,
投资收益(万元),-3,2,4,12344,862,87,-70,-76,-76,-71,-2,-13,-7,-4,-3,-13,2,-6,-12,191,-6,-64,--,8,-87,-87,-10,3,-2,-1,
营业外收支净额(万元),50,25,12,-7858,-2238,-2323,53,-2542,304,245,264,482,129,127,118,122,92,102,90,207,129,-10,0,-15,-0,-4,-31,-14,--,-2,
利润总额(万元),2896,2013,-73,-47614,-14806,-9057,-3373,-22321,-327,5322,901,5659,11865,8536,1335,14177,11335,6935,2000,11497,6232,3946,853,6930,4068,3254,3390,2276,1815,176,
净利润(万元),523,118,68,-38708,-9906,-5789,-2286,-14413,-3558,466,411,1285,4199,2909,675,7038,5863,3832,1187,6642,4382,2421,785,5023,2897,2229,2763,1819,1310,94,
净利润(扣除非经常性损益后)(万元),--,98,--,-45568,--,-4608,--,-13093,--,308,--,922,--,2833,--,6984,--,3781,--,6443,--,2427,0,5015,2898,2232,2761,1829,1056,89,
经营活动产生的现金流量净额(万元),-6547,-6601,3947,-7001,-1612,6113,-7573,-11199,-8947,-5827,-17441,14491,-5439,-10493,-8096,-34556,-32109,-18411,-21832,-21274,-15036,-22747,-17386,7558,698,1848,-2066,-786,1944,392,
现金及现金等价物净增加额(万元),7157,5969,5243,-16312,-15562,-9550,-7530,-21522,-22149,-14906,-22817,6757,-6979,-3307,-2245,-8978,-10166,3025,-9833,-3567,-7590,-23124,-14501,46533,2386,3874,1051,946,1494,470,
总资产(万元),287527,291421,281420,236771,329823,370280,392426,385378,426230,470443,402317,394117,380552,377151,392090,356759,359395,353445,273434,254067,232105,193588,119600,97032,67717,67618,24230,--,13037,12619,
流动资产(万元),256901,260711,250698,205764,308750,347213,368427,360719,405537,450992,383058,375288,364060,360748,377074,342601,346608,340883,262682,243879,226162,188634,113896,93920,64895,64903,21759,--,11369,11778,
总负债(万元),258499,263083,254501,209880,270166,314252,329568,318426,337012,374983,307141,301147,279334,279365,300714,266470,268917,267035,190699,174127,165004,130886,60560,41416,52951,53533,14366,--,9104,10942,
流动负债(万元),257595,262174,253597,208971,268763,308593,326298,315148,336932,374902,307060,301066,279334,279365,300714,266470,268917,267035,190699,174127,165004,130886,60560,41416,52951,53533,14366,--,9104,10942,
股东权益不含少数股东权益(万元),8194,7784,7743,7648,36536,40972,44375,46785,57508,61210,62017,61618,64208,62918,62823,62148,61057,59026,58282,57103,56500,51724,53537,52639,12555,11887,8305,--,3379,949,
净资产收益率加权(%),1.92,1.53,0.88,-141.12,-23.68,-13.19,-5.02,-26.49,-5.95,0.75,0.66,2.07,6.54,4.57,1.08,11.61,9.77,6.49,2.04,11.12,--,4.5,0,27.87,--,22.61,45.98,--,48.1,10.43,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
