报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2005-12-31,2004-12-31,
基本每股收益(元),0.13,0.04,-0.01,-0.19,-0.09,-0.08,-0.06,0.04,0.07,0.05,0.03,0.06,-0.05,-0.14,-0.03,-1.25,-0.72,-0.37,0.05,0.19,0.14,0.17,0.17,0.46,0.14,0.01,-0.04,-0.8,-0.36,0.01,0.04,1.54,1.24,0.79,0.2,0.66,0.4,0.28,0.89,0.91,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,0.93,0.83,0.94,0.98,1.51,1.86,2.28,2.4,1.96,1.99,2.91,2.74,2.42,2.29,2.25,2.28,2.72,3.09,6.36,6.32,6,2.72,2.13,--,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.84,1.1,0.75,-0.57,-0.03,-0.12,-0.08,-0.18,0.32,0.24,-0.09,0.53,0.63,0.54,0.23,0.92,0.42,0.17,-0.54,-0.29,1.15,1.81,1.01,0.43,--,0.33,3.71,0.68,
主营业务收入(万元),279511,114493,56326,293116,226848,146856,62514,327744,243741,162573,77144,355236,249834,167819,68532,382399,315651,186410,118028,380527,276177,176119,101572,234047,132920,72960,29700,163464,137534,87962,44180,208732,144075,89616,39181,132096,96110,60156,98557,78967,
主营业务利润(万元),35357,12044,4102,20680,17060,10131,4214,37784,28657,19569,10740,23168,12959,5566,-702,-11465,-6351,2651,11915,44687,31297,29250,18329,48715,27251,12151,-4925,-4680,2674,9177,6247,59741,44471,27787,9483,27924,19321,12064,19607,15088,
营业利润(万元),3959,-1480,-2352,-13929,-7345,-6359,-4542,-265,2520,1597,1089,-8251,-10472,-11588,-3308,-81247,-46214,-28791,4799,11951,8995,12381,9283,23734,10277,2686,-325,-39607,-14380,-243,1887,40567,30006,19074,5222,14963,10369,6357,10641,9100,
投资收益(万元),--,--,--,--,--,--,--,-1549,-779,-693,-319,-1135,-707,-676,-406,18,415,699,630,-534,-347,-233,--,--,--,--,--,--,--,--,--,31,-0,-0,-0,-5,1,-40,0,--,
营业外收支净额(万元),4131,3030,1341,760,686,513,172,2511,1248,1086,737,12442,5607,1048,1011,1312,883,808,188,1362,1404,1393,57,2100,146,108,105,2771,--,2903,--,281,--,6,--,-104,-58,-42,73,-12,
利润总额(万元),8090,1550,-1011,-13169,-6659,-5845,-4370,2245,3768,2683,1826,4191,-4865,-10539,-2297,-79935,-45331,-27983,4987,13313,10399,13774,9340,25834,10424,2795,-220,-36835,-11938,2660,1893,40848,29990,19080,5215,14859,10311,6315,10714,9088,
净利润(万元),9095,2393,-679,-10427,-4986,-4553,-3231,2091,3725,2569,1664,3565,-2806,-7965,-1942,-69579,-39879,-20655,2852,10046,7271,8868,5754,16111,4783,433,-1245,-27886,-12588,363,728,21694,16146,17438,2592,8622,5234,5812,5800,5935,
净利润(扣除非经常性损益后)(万元),4956,799,-1391,-10891,-5435,-4909,-3336,371,2705,1631,997,-7052,--,-8698,--,-70642,--,-21232,--,9238,--,8124,--,14903,--,269,0,-30532,0,-1619,0,21035,0,10231,2597,8681,--,3648,5702,5941,
经营活动产生的现金流量净额(万元),9344,7656,3458,49492,26879,14132,-6550,23873,15677,24708,18310,54426,46878,61355,41445,-31624,-1718,-6704,-4656,-9988,16541,12514,-3286,18426,22047,18815,8026,32051,14649,5944,-9464,-5045,20080,23496,13106,5624,7991,4309,24086,4446,
现金及现金等价物净增加额(万元),8249,23907,232,-1148,-1254,3220,-5890,-697,-203,3099,7471,2325,13278,17631,28358,-22277,-27348,-26254,-25888,24487,15229,12944,5622,-3263,5644,14684,25962,-10804,961,17113,18575,11460,64621,16228,2331,5604,11332,--,3489,611,
总资产(万元),362952,267869,248518,239184,264403,293867,283277,285612,289078,286898,302684,294829,328362,348315,405760,362064,373136,419516,418298,407853,361084,371576,353667,293892,311312,282713,280224,242056,275779,308097,299920,246218,240119,167849,135896,126860,--,--,88758,63195,
流动资产(万元),135541,102254,78674,68248,94323,122849,111496,112470,115437,109411,119086,108614,131700,149831,203323,157673,165964,207515,211287,200054,154045,164758,151130,90860,104653,87448,93899,62497,126994,172387,170475,126369,138052,77709,59629,54832,--,--,33680,26285,
总负债(万元),249085,177914,181615,171271,188394,217044,204159,202124,204275,205666,222309,216280,259930,285557,334760,288766,264969,289801,260106,233869,220154,227613,212000,158158,190418,168822,168916,128787,140017,156588,146235,94116,105517,107147,87793,81327,--,--,58189,42272,
