报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.31,0.26,0.08,0.47,0.29,0.23,0.1,0.37,0.25,0.21,0.09,0.36,0.27,0.19,0.11,0.36,0.16,0.33,0.32,0.23,
每股净资产(元),--,--,--,--,--,--,3.77,--,3.72,--,3.67,--,3.6,3.52,3.52,3.41,1.94,1.89,2.46,2.15,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,0.03,--,0.15,--,0.01,--,0.29,0.25,0.06,0.45,0.22,0.42,0.37,0.3,
主营业务收入(万元),689985,489658,202141,961824,613951,420244,179651,731587,500554,366367,167288,670580,489520,335532,183732,602530,303527,540700,503732,457356,
主营业务利润(万元),253920,186155,76377,349003,226005,156499,67025,270545,186535,136897,65046,251987,177318,123870,68234,231671,115736,217749,201917,182351,
营业利润(万元),72895,63719,21387,100415,61304,48514,20214,84424,61311,51084,23487,73003,60228,45302,24736,59603,33145,57718,60972,44825,
投资收益(万元),5709,4458,2292,10818,9801,7281,3715,11182,8350,6061,2730,7402,4161,1278,26,1291,61,1935,2033,19,
营业外收支净额(万元),8832,4421,596,24455,15114,11204,3674,10557,2811,1276,169,20591,9476,3659,2933,14939,157,9231,5664,6695,
利润总额(万元),81727,68140,21984,124870,76419,59718,23888,94981,64121,52360,23656,93594,69704,48960,27669,74543,33302,66949,66635,51520,
净利润(万元),78780,65564,21318,120543,73439,57622,24254,94004,63107,52288,24156,92722,69312,48203,28033,74135,33164,66205,64238,45290,
净利润(扣除非经常性损益后)(万元),70915,58327,18870,107585,61509,49430,17844,77902,51952,45098,--,78627,--,46579,--,65170,32632,35325,29088,21854,
经营活动产生的现金流量净额(万元),54785,63024,-16101,164709,3682,55523,8821,104247,38995,56211,1506,108649,72657,64184,14042,92907,44045,84833,75612,60114,
现金及现金等价物净增加额(万元),-18381,49456,3111,35,-19521,-47088,12136,-146593,-50416,28925,-46446,-124695,-164301,-124860,9117,396034,-36031,-18378,23638,69239,
总资产(万元),1806851,1743126,1685555,1686385,1652838,1544988,1598720,1449666,1438633,1395862,1341080,1328090,1277524,1260888,1260702,1235360,741988,761440,782579,685215,
流动资产(万元),1019235,969957,920358,936090,1006412,937902,998298,915357,1010696,993946,954121,965186,983157,979517,985584,964294,479232,514569,507549,471563,
总负债(万元),681462,606619,594703,616520,610430,493497,576244,443506,449146,392730,367204,377737,332441,335993,338946,342133,324226,356360,258174,246596,
流动负债(万元),562823,489696,473511,489271,480785,397420,482544,354817,361628,306938,280825,291946,245146,257856,261207,264333,249744,282428,210049,206651,
股东权益不含少数股东权益(万元),1060288,1071484,1026597,1005854,982502,992501,959184,952385,946972,961602,933482,909279,916384,895275,895727,867694,395749,383788,499904,438610,
净资产收益率加权(%),7.54,6.31,2.1,12.1,7.19,5.69,2.43,9.85,6.71,5.59,2.44,10.14,7.76,5.43,3.18,17.46,8.28,13.38,13.54,11.21,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
