报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,1994-06-30,1993-12-31,1992-12-31,1991-12-31,1990-12-31,
基本每股收益(元),-0.33,-0.16,-0.08,0.03,-0.04,-0.09,-0.06,0.02,-0.04,-0.04,-0.05,-0.5,-0.41,-0.25,-0.06,0.01,0.04,0.04,0.01,0.14,0.14,0.14,0.06,0.05,0,-0.1,-0.11,0.1,0.45,0.34,0.11,0.38,0.24,0.17,0.08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,2.95,--,--,--,2.95,--,3.1,3.25,3.44,3.5,3.53,3.54,3.56,3.54,3.53,3.53,3.5,3.44,3.39,3.28,3.26,3.8,3.72,3.61,3.52,3.55,3.34,3.27,3.31,3.12,3.03,2.93,2.97,2.92,2.9,2.81,2.86,2.7,2.59,2.5,2.58,2.32,2.1,1.99,1.91,1.84,1.86,1.85,1.83,1.82,1.84,1.84,1.85,1.84,1.83,1.84,1.86,1.86,1.64,1.85,1.85,1.85,1.86,1.85,1.87,1.59,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.09,--,0.44,0.3,0.11,0.13,0.08,0.2,0.03,0.05,0.06,-0.07,-0.16,0.87,1.22,0.83,0.08,1.23,1.15,0.97,0.3,0.56,0.17,-0.21,0.05,0.82,0,--,0,0.96,0,0,0,0.95,0,0,0,0.55,0,0,0,0.4,0,0.14,--,0.18,0.14,0.23,0.06,0.17,--,0.09,--,--,--,--,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),3472638,2344752,1174768,5982094,4443340,2886435,1364361,7384888,5639209,3695256,1779172,7440436,5995542,4058688,1949558,8684220,6634650,4315123,2050735,6498111,4867352,3167647,1428119,5185997,3782913,2342376,1153108,7125974,5759575,3772483,1761822,5064539,3476088,2102671,994328,3431987,2547893,1614223,741327,3208310,2476900,1666388,848207,2677005,1927197,1280808,645648,1574035,1114901,706171,337126,1097392,805486,515467,246714,954793,472161,818569,373262,666844,296575,623211,314657,664686,335001,678041,330477,621621,308544,607649,320570,383210,388272,286478,247162,
主营业务利润(万元),25257,69701,24666,374542,228861,94875,44160,322849,250367,157385,67182,140395,38826,32870,32890,325171,218134,149338,67129,354207,288775,239404,120420,253391,155477,18819,-39710,532729,619372,444132,170867,511013,344079,226496,102301,414921,290487,184496,59783,456948,392715,300297,142546,576892,428341,318574,194110,391610,265393,143479,71812,166336,101376,66803,23851,128185,71879,119175,55272,60229,26598,58055,30571,7458,2318,10691,4816,5764,5615,89555,71910,92839,388272,27823,247162,
营业利润(万元),-282658,-131472,-73888,5808,-44362,-84428,-48091,-55831,-28796,-32789,-36418,-389566,-311932,-186869,-46689,15830,50942,43908,15577,156545,141291,138880,74851,37422,4632,-81823,-91099,69352,411842,312595,106129,283179,201905,142844,66783,266458,198735,128001,36348,333758,320833,252575,126064,402167,337306,269908,177944,300754,198888,114319,59068,95716,50562,38547,8634,58776,30761,54576,8624,-7415,-4699,1651,2252,9206,2837,12096,5547,6674,0,0,71492,90744,388272,31667,247162,
投资收益(万元),7315,4410,2565,14960,11071,7434,3731,28900,10443,6938,3108,61391,8793,5356,2131,15045,12627,8859,4177,21955,12124,8770,4654,20430,13602,8223,3856,19988,17991,12677,8093,16464,12026,3787,1998,5956,3070,1512,150,1875,1453,500,-25,15,111,111,0,-837,270,-503,-48,634,792,709,--,67,741,268,0,300,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
营业外收支净额(万元),26153,15748,9703,45403,13380,9945,5845,88045,11012,8177,3515,14934,10211,6568,2601,14280,7589,4930,2738,14566,12099,8086,3063,18866,11874,8527,2448,11235,9960,0,1674,-3509,--,--,--,2673,0,1860,0,-3605,0,0,0,715,0,0,0,-1267,0,-459,-1068,0,-21627,-19885,-798,-29624,0,-35158,0,-2580,0,0,0,0,-936,0,-1450,0,0,-3141,0,0,--,--,--,
利润总额(万元),-256505,-115724,-64185,51212,-30982,-74483,-42246,32215,-17784,-24611,-32904,-374632,-301721,-180301,-44088,30110,58530,48838,18315,171111,153390,146966,77914,56288,16506,-73296,-88651,80587,421802,315351,107803,279670,194738,133602,66925,275673,205083,131373,36585,332227,322908,253093,125888,402964,339044,270590,178059,298791,200303,113358,57952,47970,29728,19371,7836,29713,15319,19709,7412,1338,-5903,-16711,1071,7250,1901,9528,4097,4985,4663,88165,71492,88640,54925,31408,30786,
净利润(万元),-257538,-123659,-59542,22062,-32632,-73027,-44598,15722,-32937,-33282,-38543,-386323,-313755,-189268,-46793,6958,32466,31005,10609,110184,104468,104164,52058,39248,691,-79542,-89862,71023,304797,226128,76691,247538,157634,108608,53621,227659,167913,107177,30017,284762,268028,210331,104976,357581,287426,230003,151283,279297,169258,95385,49251,38444,25264,16441,6660,20840,13021,17603,6347,1311,-5904,-16794,910,6162,1629,8117,3500,4320,4002,74941,59057,77827,40875,14771,13624,
