报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2011-09-30,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.03,0,-0.01,-0.13,-0.07,-0.04,-0.03,0.01,0.05,0.05,0,0.18,0.19,0.13,0.51,0.36,0.42,0.39,0.32,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,4.44,4.38,2.78,2.62,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-0.43,-0.39,0.35,0.25,0.56,0.05,0.15,
主营业务收入(万元),46564,31891,11571,60691,41354,25448,10779,98678,83365,55186,19166,115411,90336,58096,133146,96592,119191,91685,85283,
主营业务利润(万元),6660,4532,875,8879,5845,3594,1379,20200,18299,12780,4128,29584,22715,15168,37523,27650,35854,31556,28343,
营业利润(万元),1353,14,-288,-6763,-4287,-2464,-1783,691,2879,3291,19,9143,6248,3718,15545,10881,11996,11919,9986,
投资收益(万元),446,46,--,158,154,124,44,20,20,20,--,15,15,--,7,--,-248,21,226,
营业外收支净额(万元),337,159,85,-696,176,129,22,98,-27,-65,107,691,499,475,93,88,739,390,-136,
利润总额(万元),1690,173,-203,-7458,-4111,-2335,-1761,789,2853,3226,126,9834,6746,4193,15639,10969,12735,12309,9850,
净利润(万元),1296,76,-342,-6920,-3743,-2199,-1498,647,2425,2742,107,8306,5689,3564,13282,9293,10496,9847,7987,
净利润(扣除非经常性损益后)(万元),968,-123,-414,-6325,-3928,-2397,-1560,573,2447,2797,--,7749,--,3160,13035,9050,10622,9500,8030,
经营活动产生的现金流量净额(万元),3802,3336,1545,15364,8506,4084,7275,-15024,-20847,-22333,-5650,9452,-14834,-13625,9214,6466,14446,1024,3003,
现金及现金等价物净增加额(万元),7299,6719,5018,-15750,-10858,-10595,-8857,-54193,-40437,-40540,-14880,60324,9442,37198,-8320,-1059,17508,3936,-1243,
总资产(万元),174401,174797,172358,171764,183133,188468,188873,202380,229499,234628,235007,242887,211690,230757,168899,168370,148075,99617,77671,
流动资产(万元),93714,91968,88230,86553,99121,104294,104972,119339,146852,153520,155699,166273,138074,160349,113768,118286,106004,70787,53741,
总负债(万元),25384,27001,24980,24044,32236,36031,35520,47535,72877,77688,78206,86193,57612,78805,96704,100165,89162,56042,43943,
流动负债(万元),20069,21514,19423,18416,26689,30465,29935,41933,67256,72049,72596,80564,48965,71321,72957,79218,74215,47542,40943,
股东权益不含少数股东权益(万元),149016,147796,147378,147720,150897,152438,153353,154844,156622,156940,156800,156694,154077,151952,72195,68206,58913,43575,33728,
净资产收益率加权(%),0.87,0.05,-0.23,-4.57,-2.45,-1.43,-0.97,0.42,1.54,1.73,0.07,6.88,5.22,4.11,20.26,14.62,21.78,25.48,27.2,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
