报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-03-31,2009-12-31,2008-12-31,
基本每股收益(元),0.17,0.11,0.05,0.26,0.18,0.23,0.13,0.46,0.3,0.19,0.09,0.48,0.42,0.31,0.36,1.36,1.14,0.83,0.43,1.15,0.25,0.71,0.14,
每股净资产(元),3.05,2.99,2.98,2.93,2.85,5.57,5.62,5.49,5.33,5.22,5.23,5.13,5.07,4.96,10.8,10.43,10.2,9.87,4.46,4.03,0,2.86,2.39,
每股经营活动产生的现金流量净额(元),0.17,0.32,0.08,0.17,0.13,0.27,-0.08,-0.19,-0.03,0.02,-0.16,0.38,0.41,0.28,0.82,-0.62,-0.48,0.16,-0.36,1,0.07,0.61,0.86,
主营业务收入(万元),70887,48483,23639,101901,74280,49316,23433,82747,54536,33698,16506,66094,49040,33015,15644,71588,54617,35979,16890,59227,15029,37975,24290,
主营业务利润(万元),16633,10869,5033,25465,17746,11774,6080,20450,12953,8116,4153,17075,13467,9142,4624,21316,17000,11506,5431,16850,3996,10059,5684,
营业利润(万元),7632,4707,2500,12468,8594,5548,3211,10813,6886,4347,2172,10435,9300,6742,3996,14024,11893,8133,3874,10560,2339,5660,1222,
投资收益(万元),--,--,--,--,--,--,--,-0,-0,--,--,--,--,0,--,--,--,--,0,0,0,7,5,
营业外收支净额(万元),197,130,48,89,80,-49,-5,-125,-72,26,-21,1225,1058,920,276,572,87,28,24,394,66,672,139,
利润总额(万元),7829,4837,2547,12556,8674,5499,3206,10688,6814,4373,2151,11660,10358,7661,4272,14597,11980,8161,3898,10954,2405,6332,1361,
净利润(万元),6645,4158,2094,10267,7203,4578,2583,9071,5851,3710,1836,9531,8274,6055,3279,10900,8809,5862,2874,7717,1643,4726,919,
净利润(扣除非经常性损益后)(万元),--,3897,--,10173,--,4629,--,9177,--,3689,--,8508,--,5281,--,10429,--,5844,2852,7458,1585,3299,982,
经营活动产生的现金流量净额(万元),6724,12470,3313,6872,5141,5397,-1545,-3665,-502,475,-3242,7477,8180,5449,7415,-5566,-4355,1420,-2406,6670,472,4043,5747,
现金及现金等价物净增加额(万元),2887,8235,2024,-12887,-7161,-7344,-3407,-17187,-12395,-5293,-5229,-1281,2345,603,4350,40597,48446,54402,-1660,1613,1508,1118,-654,
总资产(万元),177361,173788,167950,167048,160502,160564,161271,157634,151130,148045,142777,138865,139112,131908,133439,135239,130449,132103,71283,66255,0,57431,32656,
流动资产(万元),122972,119938,115071,115899,112141,115640,123878,120547,116630,114258,112822,109691,112128,106001,110692,113175,114146,116157,55702,50664,--,42119,20615,
总负债(万元),51694,50714,44824,46072,42652,45464,45165,44215,41066,39213,33859,31814,33097,28196,30366,35870,33341,38259,37034,34852,--,35278,16654,
流动负债(万元),48196,46295,42521,43758,41018,43819,43506,42545,39547,37684,32294,30266,31501,26419,27933,33310,31772,36659,35411,33229,--,34763,16654,
股东权益不含少数股东权益(万元),120569,118083,118005,115906,112847,110223,111194,108610,105391,103248,103353,101519,100262,98043,97065,93786,91694,88747,29835,26960,0,19131,16002,
净资产收益率加权(%),5.6,3.52,1.79,9.15,6.48,4.13,2.35,8.63,5.65,3.6,1.79,9.78,8.52,6.27,3.44,16.76,15.67,14.95,10.12,33.42,8.2,25.73,5.28,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
