报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-09-30,2007-12-31,2006-12-31,
基本每股收益(元),0.1,0.04,-0.11,0.75,0.53,0.32,0.26,1.04,0.65,0.35,0.14,0.62,0.53,0.29,0.21,0.67,0.53,0.45,0.15,0.52,0.48,0.28,0.17,0.81,0.67,0.36,0.79,0.62,0,--,
每股净资产(元),2.25,2.29,4.51,4.64,4.51,4.27,8.64,8.12,7.74,3.83,3.61,3.47,3.38,3.14,5.65,5.42,5.28,7.55,7.43,7.28,7.2,7.02,10.52,3.5,3.43,3.05,2.93,0,0,--,
每股经营活动产生的现金流量净额(元),0.12,0.05,0.08,0.21,0.18,0.09,0.57,0.32,0.43,0.04,0.17,0.49,0.1,0.06,0.09,0.64,0.16,0.21,0.46,0.36,0.1,0.14,-0.07,0.6,-0.04,0.08,1.12,0,0,--,
主营业务收入(万元),579966,345271,135924,597909,409893,262827,110881,358400,212881,118326,48993,217538,152234,89743,33569,126606,72714,33910,10016,49572,32395,18920,7126,36761,24346,14372,32730,22108,21665,13304,
主营业务利润(万元),158464,99422,39916,186886,123121,79557,33385,121754,72239,43817,18023,73359,54686,31597,11896,39705,26421,15853,5132,23482,16163,9994,4037,18529,12796,7711,16116,11612,11126,6704,
营业利润(万元),31323,13749,-8498,91149,62217,37439,15527,55152,28828,17906,6798,31641,27478,14972,5554,17435,13229,7314,2317,8665,7589,4409,1452,6749,5439,2979,5794,4668,4193,1378,
投资收益(万元),8514,-4375,-12444,11679,10488,2412,2030,2720,2034,2004,1131,883,464,269,215,125,-33,-14,--,--,--,--,--,0,0,0,--,0,0,--,
营业外收支净额(万元),510,489,95,3647,993,942,112,8350,6496,649,170,4104,885,363,53,1467,492,62,-1,127,-5,22,22,107,43,40,155,--,0,6,
利润总额(万元),31833,14238,-8403,94795,63210,38381,15638,63503,35324,18555,6968,35745,28363,15335,5607,18902,13721,7376,2316,8792,7584,4431,1475,6856,5482,3018,5949,4835,4168,1384,
净利润(万元),19756,8613,-10145,71188,50766,30167,12223,43905,26475,13755,5380,23566,20087,10894,3771,12108,9487,5384,1854,6037,5537,3212,1118,4845,4045,2168,4335,3668,3356,1217,
净利润(扣除非经常性损益后)(万元),--,15322,--,60938,--,29480,--,37524,--,13157,--,20361,--,10627,--,11018,--,5338,--,6216,0,3196,0,4735,4013,2138,3999,0,3377,1211,
经营活动产生的现金流量净额(万元),24076,9891,8059,20536,17111,8894,26960,14975,19826,1514,6834,19406,3911,2189,1692,11434,2947,2534,5528,4368,1191,1736,-557,3618,-243,485,6552,0,3779,246,
现金及现金等价物净增加额(万元),107268,-9262,-1156,-19644,-15802,-19465,81228,32172,53709,-22301,-16126,16770,-17779,-15179,-1259,-16842,-20689,-13249,1108,56583,54944,55085,57098,1604,-6151,-1994,5905,--,3163,72,
总资产(万元),1707000,1291340,1219759,1137017,841509,755069,797468,672946,563608,283553,252354,256545,220348,205066,152958,150734,125261,108379,95607,95050,92003,89576,88691,30403,22987,24194,25199,0,11640,6830,
流动资产(万元),760741,554945,505562,486787,397795,335720,364031,290654,277305,160720,142089,164094,128691,112657,100344,99497,91706,81879,78467,81556,80461,77920,79509,21343,14011,15254,16305,--,11458,6635,
总负债(万元),1237624,815300,761830,672973,400086,343768,377546,286581,196005,121917,101654,111362,79871,74525,42578,44061,26788,15517,5290,6592,5090,4758,4006,8900,2430,5540,7718,--,2464,1250,
流动负债(万元),789864,508792,504914,448582,225569,176566,208355,154003,139327,98719,77478,87208,79871,74525,42578,44061,26788,15517,5290,6592,5090,4758,4006,8900,2430,5540,7718,--,2464,1250,
股东权益不含少数股东权益(万元),434135,441837,434989,447361,434845,405294,409807,376791,359322,154322,143119,137507,134127,124625,101735,97627,94993,90656,89169,87315,86419,84279,84186,20985,20154,18277,17186,0,7095,4279,
净资产收益率加权(%),4.42,1.91,-2.3,16.96,12.32,7.45,3.11,19.53,15.32,9.56,3.84,20.55,17.24,10.06,3.79,13.14,10.41,6,2.1,8.07,0,5.05,0,25.72,0,12.18,32.08,0,56.35,33.16,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
