报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2001-12-31,2001-06-30,2000-12-31,1999-12-31,
经营活动产生的现金流量净额(万元),-42120,-70643,-76303,13858,-31217,-57673,-45414,-31792,-40415,-32501,-11010,-157721,-165085,-126797,-112085,-225706,-135397,-104196,-56240,-28841,-78258,-37606,-27160,18141,-10804,-15404,-23654,8449,-4584,-20845,-11209,-18607,-25334,-18537,-16520,-9660,-6230,-1898,-8791,18978,11838,10500,-2616,5978,5379,1536,443,5892,8546,6031,-158,438,0,2726,4782,2190,2445,0,
现金及现金等价物净增加额(万元),-24085,-29437,37419,2816,-38374,-44835,-46080,20618,-16329,-42607,-23925,-53039,-96149,-79517,-52152,13699,-12848,-6312,6314,40457,-26184,-52814,-30724,66151,10488,-11313,-9920,16976,10331,-7579,12909,-19392,-21548,-14600,-9392,27720,-4641,-5093,-4802,1827,-1101,-220,-2293,6876,6005,378,2115,-22853,-15045,-13007,97,30952,0,3085,-685,-590,-120,0,
总资产(万元),1886383,1849610,1783002,1668772,1667447,1681680,1539272,1569206,1524085,1449571,1374714,1367533,1379015,1394114,1370687,1358098,1388357,1333187,1112971,1039836,944986,826851,714608,682264,606507,556679,526383,503183,495505,438011,418978,361046,357584,328736,318259,296390,254958,233219,229534,215835,212664,203818,205580,192532,188134,185647,139316,118533,113269,110658,108674,104913,103022,67485,65384,0,58333,50339,
流动资产(万元),1535714,1501056,1433871,1321469,1336688,1344053,1201122,1229251,1212893,1138392,1061372,1052747,1088231,1120807,1095226,1079265,1149180,1099058,899569,825160,736038,627722,524634,495641,440655,395758,370320,351584,352923,299669,283916,228237,239095,225540,218592,205308,167224,147277,145377,132285,132385,125192,128065,117827,119379,119936,98386,86403,84756,84917,--,0,0,0,--,0,0,0,
总负债(万元),1494351,1464021,1392621,1441119,1441762,1453558,1313474,1343499,1302675,1229216,1155370,1148498,1139773,1155004,1127342,1113505,1144197,1016267,804394,736730,649914,631581,524569,494093,448812,406908,382157,360784,363118,306350,286080,242917,242965,215363,202185,186345,177783,158470,153112,141119,138965,132204,132207,120814,113845,113344,73075,53237,48465,46854,46022,42999,--,42361,42328,0,39320,32201,
流动负债(万元),1342318,1311195,1237844,1283037,1242719,1221917,1077922,1096855,1040234,964320,900537,922314,912678,938795,902355,911852,943628,915953,732818,672733,567308,555416,462319,432163,411961,381898,357209,352941,350965,294065,274445,231192,229614,201998,188745,176171,167036,153711,148358,136364,133492,126742,126664,115271,112362,111861,72840,52942,48302,46568,--,0,0,0,--,0,0,0,
股东权益不含少数股东权益(万元),379047,372975,376689,213186,211675,213972,211452,211223,207823,207123,206439,206070,227068,226903,231149,232091,231645,254122,246403,242244,234618,135730,133282,130807,126725,122313,120379,119185,113158,112185,113175,112691,109626,108342,111267,105906,72885,70647,72400,70731,69724,67731,69666,68132,69717,67940,66071,65116,64628,63609,62529,61790,65116,24991,22942,0,19013,18138,
净资产收益率加权(%),0.49,-2.97,-31,2.57,1.56,1.17,0.07,2.3,0.8,0.73,0.42,-9.47,0.22,0.2,0.19,7.42,5.24,4.59,1.54,12.9,10.51,7.07,2.22,10.58,--,4.51,0,5.12,0,1.21,--,6.54,0,3.49,--,8.93,0,5.4,0,8.82,0,4.53,0,7.91,0,3.68,0,5.13,0,0,0,9.9,0,0,18.73,0,18.64,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
