报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.36,0.33,0.12,0.76,0.59,0.39,0.28,1.29,0.98,0.6,0.32,1.61,1.29,0.85,1.23,1.26,1.58,
每股净资产(元),5.09,5.06,4.95,4.83,4.66,4.46,8.56,8.28,7.97,7.54,10.89,10.56,10.22,3.52,2.66,2.36,1.42,
每股经营活动产生的现金流量净额(元),-0.11,-0.12,-0.11,0.45,0.01,0.05,-0.36,0.67,0.17,-0.15,-0.57,0.73,-0.13,0.5,1.65,1.72,0.57,
主营业务收入(万元),41972,26944,9513,58887,41434,27162,11860,49619,34115,19981,8304,35617,25989,15419,23286,15091,9898,
主营业务利润(万元),15749,10786,3558,24223,16468,10673,4453,20899,14851,8565,3386,15187,11056,6572,10610,6814,4947,
营业利润(万元),6536,6126,2229,13961,10782,7188,2941,11718,9161,5411,1941,7216,6249,3721,3986,2289,1576,
投资收益(万元),1688,1182,595,1147,919,756,151,374,411,316,315,--,--,--,0,0,0,
营业外收支净额(万元),1524,989,315,2159,1564,994,228,2110,1408,543,117,1766,544,557,1501,871,341,
利润总额(万元),8061,7115,2544,16120,12346,8182,3169,13827,10568,5953,2058,8981,6792,4277,5487,3160,1917,
净利润(万元),6547,5880,2154,13608,10580,6984,2552,11642,8814,5369,1930,8052,6008,3835,5529,3138,1629,
净利润(扣除非经常性损益后)(万元),--,5902,--,13708,--,6986,--,11687,--,5407,--,7966,--,3835,5411,3175,1050,
经营活动产生的现金流量净额(万元),-1921,-2133,-1913,8104,180,868,-3205,6056,1523,-1386,-3401,4392,-808,2272,7430,5395,1415,
现金及现金等价物净增加额(万元),-31588,-14279,-19202,-2469,-6249,-2892,-6398,-7909,-13895,-6447,-3266,35818,38612,440,5666,1727,1257,
总资产(万元),126827,123479,112695,115613,113211,108390,104487,103324,95525,85428,79855,80407,75428,33205,25324,15665,11237,
流动资产(万元),69670,65857,55580,70280,78985,74480,70778,69548,67203,68994,64638,64848,67842,25713,19142,12851,10571,
总负债(万元),29093,26084,17420,22509,23611,22588,22108,23696,21043,17577,14543,17025,14090,17380,13333,8265,7180,
流动负债(万元),28024,25857,17084,22272,23305,22355,21880,23463,20934,17391,14280,16664,14090,15380,11333,8265,7180,
股东权益不含少数股东权益(万元),91587,91006,89079,86925,83886,80307,77045,74493,71758,67851,65312,63382,61338,15826,11991,7400,3557,
净资产收益率加权(%),7.32,6.57,2.45,16.9,13.37,9,3.37,16.95,13.08,8.15,3,26.43,30.33,27.57,58.45,65.93,74.23,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
