报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.73,0.48,0.2,1.33,0.85,0.5,0.18,1.1,0.88,0.61,
每股净资产(元),7.85,7.26,7.17,4.96,--,4.12,--,3.96,2.85,1.94,
每股经营活动产生的现金流量净额(元),-0.45,-0.39,0.14,2.24,--,0.3,-0.38,0.94,-0.19,1.44,
主营业务收入(万元),30354,18598,8002,43277,28522,17571,7155,37962,30861,19270,
主营业务利润(万元),9540,6339,3207,15936,10547,6665,3113,13007,11435,7555,
营业利润(万元),5518,3594,1849,9030,6316,3576,1402,7697,6011,4221,
投资收益(万元),200,68,27,112,79,41,0,24,71,52,
营业外收支净额(万元),835,398,-5,359,148,67,7,56,259,19,
利润总额(万元),6353,3992,1844,9389,6465,3643,1409,7752,6270,4240,
净利润(万元),5344,3365,1560,7993,5113,2979,1050,6615,5286,3637,
净利润(扣除非经常性损益后)(万元),--,2959,--,7564,--,2887,--,6516,4982,3562,
经营活动产生的现金流量净额(万元),-3711,-3094,1108,13448,6993,1779,-2290,5666,-1129,8612,
现金及现金等价物净增加额(万元),7369,4103,24962,6295,-3460,-5944,-3001,3971,-362,752,
总资产(万元),95328,95606,107706,69635,--,69612,--,49891,46008,38208,
流动资产(万元),81872,81818,94125,55576,--,55104,--,35526,32167,24409,
总负债(万元),31282,37528,50340,39899,--,44914,--,26154,28886,26587,
流动负债(万元),30712,36969,49770,39329,--,44333,--,25561,28272,26014,
股东权益不含少数股东权益(万元),64046,58078,57366,29737,--,24698,--,23737,17122,11621,
净资产收益率加权(%),10.56,7.44,2.72,29.96,--,11.81,3.53,32.38,37.06,38.71,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
