报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,1994-06-30,1993-12-31,1993-06-30,1992-12-31,1992-06-30,
基本每股收益(元),1.53,1.02,0.56,1.8,1.39,0.81,0.45,1.7,1.21,0.75,0.41,1.17,0.98,0.72,0.39,1.2,0.99,0.84,0.42,0.93,0.61,0.39,0.2,0.47,0.37,0.28,0.13,0.25,0.26,0.2,0.12,0.37,0.27,0.21,0.11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,5.68,--,5.07,5.73,5.39,4.97,4.79,5.83,5.38,4.94,4.06,3.55,3.64,3.54,3.35,3.38,3.09,2.73,3.18,2.92,3.29,3.72,2.31,2.56,2.45,2.26,2.2,2.14,2.08,2.02,2.01,1.95,1.92,1.89,1.86,1.83,1.83,1.8,1.82,1.79,1.77,1.76,1.77,1.76,1.75,1.75,1.79,1.83,1.83,1.79,2.01,2.52,2.39,2.28,2.27,2.06,2.08,2.07,2.14,2.53,2.37,2.9,2.72,2.53,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.19,--,1.69,3.03,0.03,-0.2,0.75,0.98,-1.05,-0.62,-0.16,-0.29,0.12,-0.37,-0.16,-0.3,0.09,1.14,0.51,0.31,-0.22,0.72,0.41,0.68,0.04,0.31,0,0,0,0.51,0,0,0,0.69,0,0,0,0.28,0,0,0,0.04,0,-0.18,--,0.48,0.26,0.1,0.17,0.09,-0.42,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),2942375,2099994,1204225,3283502,2674217,1835704,1011015,3298466,2720317,1817508,909021,2555340,2083978,1345292,719631,2112640,1700744,1167805,648695,1431087,1119433,785190,440441,1085025,868312,582999,322880,921382,752640,540062,347259,642465,501953,321189,181387,416576,350936,246991,124168,293571,229213,151749,78894,223006,173005,123400,68308,186654,142155,89684,49378,102613,79336,52171,27358,91075,53419,100076,53891,90071,48421,26660,12551,23502,12002,24175,11576,19659,9670,14188,7672,11821,4328,--,4089,
主营业务利润(万元),218755,143199,73489,267726,207122,135836,74284,240690,184252,120390,63424,193605,152822,96466,48680,169617,134406,88475,43217,118589,88027,54124,29080,73357,56869,36250,19345,56521,49627,35619,21442,54177,37431,25183,--,37997,30290,21565,10613,29702,22262,14654,7653,25096,19562,13749,7027,19639,14720,9530,4785,19001,14398,9608,4776,16586,9167,17107,9071,16693,8922,6405,3815,3163,2296,4112,2403,3891,2439,2802,2142,2411,1524,--,-2826,
营业利润(万元),135834,89234,48184,151899,121428,71366,39528,126440,103970,66536,36017,100432,86109,54815,28582,84457,70536,45124,23137,54039,38781,23706,12639,29186,23224,15934,8587,15356,17542,13589,8673,22123,14751,10381,5577,11489,9044,6938,3457,7479,5931,3853,2264,5764,4454,3127,1949,2400,3092,1969,955,1311,2051,1000,461,113,1082,455,1266,1586,2173,3601,2357,4037,0,5376,0,4554,--,0,2142,2411,1524,--,0,
投资收益(万元),2484,2208,508,793,723,-166,--,1312,1133,42,6,11,-211,-349,-261,279,1313,1216,36,427,422,137,2,622,373,120,-306,429,306,272,27,1160,933,549,396,1496,703,212,74,-418,-117,-49,-13,-284,-205,-151,16,52,258,4,6,567,246,248,72,534,223,1153,483,511,229,421,149,1233,832,815,425,910,580,863,236,995,0,--,0,
营业外收支净额(万元),4323,2820,1620,12236,4095,3270,1680,21286,5240,1416,588,6225,4562,1284,571,6656,4865,3760,1093,2279,1796,1362,601,1785,1012,623,286,2263,--,--,--,--,--,--,--,170,0,0,0,-157,0,0,0,-274,0,0,0,54,-214,0,0,182,2,4,0,136,0,-1,0,183,0,0,0,0,-9,0,12,0,-134,603,0,0,--,--,--,
利润总额(万元),140158,92053,49804,164134,125523,74636,41208,147725,109210,67951,36605,106657,90671,56099,29153,91113,75401,48885,24230,56318,40578,25069,13240,30971,24236,16557,8873,17619,19067,14278,9111,22241,15660,11013,5744,13520,10050,7211,3543,7228,5990,3890,2278,5446,4289,3000,1987,2793,3238,1845,970,2149,2337,1415,545,1058,1366,2005,1807,2428,2527,5989,2460,5348,3113,6208,3237,5301,2899,4268,2237,3272,1441,--,706,
净利润(万元),80068,53564,29061,93990,72544,42170,23705,88985,63266,39125,21291,61131,51331,31348,16824,52294,43097,28193,14140,29219,18664,10697,5414,12980,10372,7623,3646,7013,7292,5476,3371,10324,7565,5354,2644,6133,4698,2980,1448,3349,3150,1693,981,1328,1709,1010,844,650,1403,660,383,316,751,328,90,186,648,1221,1199,1375,1782,5004,2212,4529,2768,5725,3038,4802,2739,3862,1973,2846,1225,--,434,
