报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.65,0.45,0.25,0.96,0.71,0.49,0.24,0.88,0.92,0.69,
每股净资产(元),--,--,4.45,4.19,--,--,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,0.32,1.34,--,--,0.18,0.9,0.97,0.69,
主营业务收入(万元),299824,200371,100702,423077,314898,215657,103036,367267,335731,285537,
主营业务利润(万元),64614,44704,22237,88482,66335,45834,21701,80923,77072,59616,
营业利润(万元),27875,18844,10473,37791,28727,19767,9890,33942,37582,28990,
投资收益(万元),323,--,--,--,--,--,--,--,119,2040,
营业外收支净额(万元),1177,513,213,1258,1059,702,396,2695,799,-1,
利润总额(万元),29052,19357,10686,39049,29786,20470,10287,36637,38381,28989,
净利润(万元),24653,16515,9155,34403,25505,17704,8669,31722,33074,24973,
净利润(扣除非经常性损益后)(万元),23652,16077,8972,33337,24610,17112,8332,29490,32285,23362,
经营活动产生的现金流量净额(万元),26479,22831,11556,48419,67322,30463,6487,32529,35023,24964,
现金及现金等价物净增加额(万元),3411,26489,754,30799,33200,32179,21819,-3247,-4093,-25293,
总资产(万元),373516,375532,294686,299573,--,--,--,270379,260575,213493,
流动资产(万元),270546,274008,191789,197520,--,--,--,164944,160303,140700,
总负债(万元),129343,140096,134593,148635,--,--,--,153844,152362,138353,
流动负债(万元),126385,136941,131225,145048,--,--,--,149444,147066,131699,
股东权益不含少数股东权益(万元),243573,235436,160093,150938,--,--,--,116536,108214,75139,
净资产收益率加权(%),12.5,10.33,--,25.72,19.73,14.12,--,28.23,36.08,29.44,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
