报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2008-12-31,2007-12-31,
基本每股收益(元),0.18,0.12,0.03,0.49,0.27,0.18,0.05,0.53,0.29,0.19,0.04,0.44,0.25,0.21,0.04,0.48,0.27,0.18,0.02,0.6,0.45,0.33,0.52,0.31,0.42,0.42,
每股净资产(元),2.89,2.83,5.57,5.52,5.29,5.2,6.72,6.68,6.43,6.34,6.33,6.3,6.11,6.02,7.75,7.71,7.51,7.43,7.37,2.62,2.47,2.34,2.11,0,1.8,1.37,
每股经营活动产生的现金流量净额(元),-0.07,-0.07,-0.2,0.45,0.11,-0.01,-0.14,0.62,0.08,-0.38,-0.1,-0.12,-0.51,-0.33,-0.35,-0.19,-0.37,-0.25,-0.32,0.4,0.34,0.42,0.38,0.28,0.22,0.05,
主营业务收入(万元),38972,27305,8613,60712,37457,25501,7044,54050,34072,22761,6177,36440,23104,15477,3582,24116,16326,10956,2976,28137,19921,13903,26446,16780,23931,21265,
主营业务利润(万元),12312,8787,2734,16749,10160,6714,1875,14817,9350,6162,1689,10404,6287,4017,1055,7885,5161,3424,903,8567,6213,4411,7142,4486,5779,4925,
营业利润(万元),6436,4710,1048,9185,4914,3159,612,7356,3945,2675,355,5773,3405,2207,408,4747,2893,1904,150,5147,3950,2843,4498,2756,3741,3357,
投资收益(万元),213,48,-14,1,0,0,--,0,--,--,--,--,--,--,--,-1,--,--,--,--,0,0,0,0,0,2,
营业外收支净额(万元),1072,231,52,884,530,402,34,631,357,231,181,797,242,231,46,634,160,161,161,134,47,41,101,61,80,178,
利润总额(万元),7508,4941,1100,10069,5444,3561,647,7987,4301,2906,536,6569,3647,2438,453,5381,3053,2065,311,5281,3997,2884,4599,2817,3822,3535,
净利润(万元),6164,4035,884,8340,4551,3028,585,6907,3741,2515,477,5733,3290,2166,395,4622,2596,1758,242,4535,3402,2474,3869,2306,3138,2982,
净利润(扣除非经常性损益后)(万元),--,3861,--,7648,--,2716,--,6446,--,2341,--,5097,--,1990,--,4164,--,1637,--,4476,3355,2433,3772,2246,3057,2642,
经营活动产生的现金流量净额(万元),-2323,-2375,-3378,7524,1895,-228,-1814,8082,1041,-4932,-1260,-1502,-6662,-4280,-3530,-1872,-3660,-2539,-3202,3020,2518,3162,2849,2081,1630,353,
现金及现金等价物净增加额(万元),-16362,-18460,-4030,1230,-3969,-2772,-2115,3621,-2104,-7716,-1969,-15576,-8602,-6694,-4156,50023,48444,50063,50573,1362,1078,2010,261,1019,781,689,
总资产(万元),142124,139368,131555,132573,129389,131540,122554,122366,113350,106242,104704,105389,98156,96621,93764,93937,90441,86991,85113,33033,30599,29890,27836,0,31408,27669,
流动资产(万元),102272,102872,96460,97756,96276,102395,97513,96823,88879,81849,80909,82832,85736,85177,85123,85384,85966,82749,81099,28992,26696,26267,24574,--,28298,25360,
总负债(万元),42102,41624,35398,37356,38378,42603,34134,34493,28738,22815,21334,22462,17684,17980,15771,16325,14851,12728,11365,13389,12088,12307,11977,--,17505,17643,
流动负债(万元),40216,39660,33193,35175,36256,39961,31909,32239,26845,21948,20404,21551,16765,17094,15239,15734,14090,11910,10561,12930,11622,11840,11575,--,17290,17422,
股东权益不含少数股东权益(万元),97682,95553,94091,93208,89418,87895,87403,86818,83651,82426,82338,81861,79418,78294,77523,77127,75101,74263,73747,19645,18511,17583,15860,0,13468,9710,
净资产收益率加权(%),6.47,4.26,0.94,9.3,5.17,3.45,0.67,8.21,4.51,3.04,0.58,7.22,4.2,2.78,0.51,6.53,3.8,2.69,0.33,25.91,0,14.9,26.42,0,26.48,33.72,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
