报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1995-12-31,1994-12-31,
基本每股收益(元),-0.1,-0.08,-0.07,0.04,-0.02,-0.06,-0.07,--,-0.01,0,0,-0.18,0.01,0,0,0.08,0.07,0.06,0.03,0.18,0.13,0.11,0.16,0.81,0.37,0.18,0.03,0.02,0.05,0.08,0.01,0.21,0.22,0.2,0.06,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,2.32,2.35,2.38,2.38,2.39,2.49,2.53,2.51,2.07,2.07,4.13,3.98,3.51,3.32,2.13,2.14,3.22,3.25,3.84,3.83,3.83,3.81,3.77,3.63,3.65,3.62,3.57,3.8,3.85,3.92,3.28,3.36,3.21,3.02,3.01,2.75,2.71,2.65,2.59,2.52,2.82,2.81,2.59,2.58,2.89,2.63,2.57,3.07,3.01,3.75,3.1,3.8,3.54,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,1.26,2.02,0.01,0.48,2.02,1.61,1.37,-1.07,-2.34,-0.71,0.22,1.42,-0.15,-0.12,-0.11,0.31,0.15,-0.16,-0.41,0.33,0.25,0.06,0.09,0.02,0,--,0,-0.07,0,0,0,0.04,0,0,0,-0.17,0,0,0,-0.04,0,-0.05,--,-0.26,-0.4,-0.13,-0.23,0.16,-0.29,-0.7,--,--,--,--,--,--,
主营业务收入(万元),5177671,3267680,1560541,7580174,5482550,3517803,1654024,7785864,5663242,3632537,1756484,7975162,5590361,3436256,1562387,7646797,5678183,3675685,1857117,8344443,6045918,3944115,1745814,2267314,319350,200862,79420,395015,299985,209958,111622,424687,318976,193060,79859,319940,247923,148272,66832,244324,178246,101196,43930,182821,137107,87082,42941,151439,106906,63203,32040,153966,103018,65165,32553,205916,109671,225316,93217,167564,62783,95032,34062,73665,33317,61671,31891,23345,
主营业务利润(万元),457072,269480,144498,718418,524879,341058,176107,651387,475110,320734,157880,644564,442215,262408,114319,496888,348028,230566,110309,468497,323720,218210,100225,146502,24511,16138,7468,20029,13639,12475,6882,30458,22375,14567,--,18240,14270,9746,4723,18032,13573,7630,3076,10879,8343,5272,2569,6526,5748,3423,1877,6043,5835,3742,1242,11196,9404,15266,8244,15857,7169,13176,3281,2707,635,6992,792,2158,
营业利润(万元),-51520,-42950,-29818,-42306,-46972,-56761,-49641,-189846,-139184,-74357,-31105,-117746,-59379,-29044,5378,24791,37986,34998,20189,89705,60508,49184,25256,29344,10730,2589,1172,-2270,1231,4506,412,10503,10766,9669,2988,6400,6101,5397,1942,-1838,534,1704,964,-5552,371,233,-109,-18529,-10910,-5910,-2564,-22038,-11234,-6907,-3863,-21131,-2111,-5288,-456,3035,1889,2753,374,3283,0,1451,957,2215,
投资收益(万元),68064,50744,39653,25884,-26837,-7577,-11554,2494,-31404,-1894,-32715,43353,22125,19099,623,17699,76,-78,1103,5044,2177,984,1861,4151,10611,2291,566,7090,8509,9069,1652,7294,6067,5299,789,1940,1914,1296,1594,40948,41308,43308,9179,40700,25244,16867,9157,29353,19964,12152,5837,28689,22973,18029,4412,26682,13324,21709,10013,19839,9963,16834,3384,6794,3643,4765,2807,-91,
营业外收支净额(万元),16638,13708,1650,60895,33756,13672,1315,146457,77964,56166,28089,147237,91584,47208,2806,41413,4554,3672,4090,23751,13200,10173,5549,44072,9646,7443,304,3386,--,71,--,--,--,--,--,-1691,0,--,0,-858,0,0,0,-2585,0,0,0,-225,0,0,-48,-1372,-738,-807,0,705,0,218,0,131,0,0,0,0,-43,0,0,0,
利润总额(万元),-34882,-29241,-28168,18589,-13216,-43090,-48326,-43389,-61220,-18190,-3016,29490,32205,18164,8184,66203,42541,38671,24280,113455,73707,59357,30805,73417,20376,10032,1476,1117,2480,4577,376,10544,10880,9802,3065,6649,7340,6029,3572,38252,41760,44973,10143,32645,25746,17273,9163,10659,8967,6172,3242,5826,11003,10314,259,7076,12178,16707,9397,23285,12196,19873,3873,10248,4397,6228,4675,2112,
净利润(万元),-13639,-10499,-8654,5772,-2014,-8484,-9162,2949,-1333,418,395,-23953,1136,323,372,10125,9038,8233,4515,19842,14186,12029,8574,44306,20433,10052,1490,1182,2539,4628,419,9818,9980,9057,2681,6045,6960,5649,3291,33736,36342,39555,10009,32582,25619,17086,9167,10724,9255,6338,3323,6397,11264,10486,426,7108,12207,16731,9409,22875,12009,19115,3822,9932,4276,6121,4519,1875,
净利润(扣除非经常性损益后)(万元),-32197,-23323,-17687,-16906,-12488,-7199,-7115,--,--,-16152,-6769,-31704,--,-13087,--,-4937,--,5794,--,5945,--,434,--,1098,--,2608,0,-2743,0,4581,--,9566,0,8981,--,3608,0,2714,0,1714,0,10767,0,33784,0,16159,0,10824,0,6446,0,2408,5544,10581,--,6399,12021,16797,9517,22595,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),31522,-59708,-221542,260362,-22418,37650,51188,64508,-239565,-211846,-26966,456284,166962,267127,1709,63706,267992,213593,180771,-141314,-257241,-78570,12207,78396,-8206,-6866,-6051,17178,8103,-8836,-18613,15270,11384,2754,4133,864,1540,9829,-6659,-2693,2717,7717,-6206,2051,-6952,-2845,850,-7660,-12479,-9375,-8985,-1640,0,-2462,--,-11846,-18452,-6106,-10693,4688,-8273,-14366,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),46618,-11282,-24148,47957,69763,91018,61431,-66325,-101467,-137759,-73867,106873,82397,145640,-82852,72210,-20572,14167,-376,-55999,-64790,-38027,85942,168692,-5417,-7312,-17171,10211,7706,675,-2385,-34602,-32321,-29231,3594,4063,6300,9779,-967,23075,28681,-7398,-12177,12531,3796,-3259,32,-7586,-9463,-10521,-10907,2555,0,35530,--,-1195,-5706,712,7012,9917,-709,7609,--,--,--,--,--,--,
总资产(万元),4122636,3815046,3783000,3971514,4273832,4106659,3700976,3922553,3934378,3846377,3929138,3918362,4259091,3841694,3123157,3280030,3373566,3102771,3079920,3292476,3195061,3481995,2954540,2744544,447580,419695,246404,255105,329269,345371,345880,329282,335655,331977,244559,225904,244928,245940,248583,243728,248444,264961,233230,221115,214625,218781,215895,197091,195237,202488,196948,205096,201402,230918,224656,226712,237211,222806,205766,170592,151494,144595,112390,98702,98910,51146,48417,44171,
流动资产(万元),3181253,2914865,2862623,3071317,3359017,3176050,2789153,2979052,3081713,2963286,3039292,3036086,3428654,3031976,2505087,2680037,2781106,2508556,2517889,2746240,2672347,2969461,2436525,2253169,151239,137571,97519,104202,118362,129243,132118,117011,236989,233183,145391,130151,146135,148104,150985,144822,154268,120768,91651,93905,102146,84235,85111,78223,85804,76051,--,--,--,0,109855,0,0,0,0,0,96384,91281,66467,53001,78732,35946,42655,40629,
总负债(万元),3301735,2992301,2949087,3121026,3438014,3301062,2888772,3053748,3035824,2885585,2905849,2893801,3227864,2797997,2091294,2257776,2349777,2034213,1996597,2220601,2235572,2523413,1998474,1921460,254532,236849,129332,137579,152390,166403,170067,153888,160098,157344,71717,59516,77626,79949,84950,69649,71777,85080,82058,66173,66572,79197,77053,69969,69838,79884,78468,88664,71194,101399,105722,107957,104268,101448,87945,81927,64416,67073,48490,38515,42825,35762,29614,26936,
流动负债(万元),2845427,2563307,2594474,2822506,3033512,2931331,2531295,2697146,2691941,2587958,2562563,2546081,2848251,2403680,1995355,2160102,2226416,1908874,1890542,2168470,2200015,2486327,1957599,1876187,252489,235086,127619,135861,151168,165139,166761,150632,155294,152540,66902,56407,74517,76839,81896,66667,68895,82228,79046,63261,63842,76587,74735,67609,69538,79884,--,--,--,0,105045,0,0,0,0,0,63316,65373,45392,37365,42175,35362,28754,26333,
股东权益不含少数股东权益(万元),249111,248006,250193,254980,250940,242667,259143,268178,268194,274908,282673,282191,306423,310570,315575,314912,316712,329088,334471,332084,228275,228254,227204,218848,193049,182846,117073,117526,176879,178967,175813,175394,175557,174634,172843,166388,167302,165992,163634,174079,176667,179880,150334,154080,147117,138584,137815,126083,124464,121666,118650,115328,129364,128587,118527,118101,132294,120690,117637,88470,86867,77330,63900,60187,56085,15384,18803,17234,
净资产收益率加权(%),-5.39,-4.19,-3.46,2.18,-0.77,-3.3,-3.47,--,--,0.15,0.14,-8.02,0.36,0.1,0.12,3.04,2.58,2.45,1.35,8.43,6.32,5.34,3.84,27.41,--,7.71,0,0.8,0,2.6,--,5.7,0,5.18,--,3.41,0,3.32,0,19.73,0,23.69,0,23.26,0,12.91,0,8.56,0,5.35,0,5.48,0,8.5,--,5.75,9.23,14.94,0,0,--,27.8,--,--,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
