报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.13,0.08,0.06,0.29,0.2,0.12,0.05,0.2,0.15,0.1,0.04,0.21,0.19,0.16,0.34,0.21,0.34,0.18,0.3,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,3.14,3.1,3.07,3.04,1.95,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.09,--,-0.43,-0.43,0.22,-0.43,0.82,-0.35,0.51,
主营业务收入(万元),571117,375179,190224,796693,598079,404459,191167,853335,634183,404754,185614,748602,560928,371972,694642,342515,700232,447779,498141,
主营业务利润(万元),48598,30652,13873,55068,37722,24196,10852,46021,33123,21297,10043,42449,31362,20792,42500,20583,38477,27991,31155,
营业利润(万元),12424,7026,2870,14306,9417,5595,2014,10560,7667,5084,2039,9449,7881,5646,12236,7198,12573,5954,10143,
投资收益(万元),101,101,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-486,--,
营业外收支净额(万元),1793,1478,445,1090,963,831,504,619,337,269,22,842,603,612,1066,978,571,1022,1129,
利润总额(万元),14218,8504,3315,15397,10381,6426,2519,11179,8004,5352,2062,10291,8484,6258,13302,8176,13144,6976,11272,
净利润(万元),10322,6142,2393,11596,7995,4888,1842,8132,5905,3960,1451,7619,6417,4942,10335,6202,10150,5310,9006,
净利润(扣除非经常性损益后)(万元),8995,5060,2071,10885,7288,4290,1463,7716,5652,3759,--,6982,--,4391,--,--,--,--,--,
经营活动产生的现金流量净额(万元),8341,11738,-2568,23447,24694,18556,10153,-22463,-2403,-3595,3449,-17213,-17010,-17138,6515,-12819,24560,-10377,15394,
现金及现金等价物净增加额(万元),5088,309,-15600,-6752,-5530,-4939,6580,-7264,-5349,-5438,820,26314,26360,31588,16353,-4352,6839,-7839,6285,
总资产(万元),345562,310473,305125,310691,298533,306069,301225,291578,296354,273412,272360,274536,247763,241003,198713,183291,165364,137803,120273,
流动资产(万元),283615,248347,243334,250521,265177,272250,267443,257743,262931,240157,239920,243148,219555,214424,172106,159261,139308,116893,95084,
总负债(万元),197530,167588,161725,170104,164393,175188,170138,162521,169631,148774,146873,150440,124800,119547,140346,126670,111252,89089,53561,
流动负债(万元),197275,167332,161465,169841,164122,174916,169864,162247,169358,148500,146596,150162,124518,119264,140061,126411,110992,88824,53299,
股东权益不含少数股东权益(万元),144522,139580,140453,137882,134140,130881,131086,129057,126722,124638,125487,124096,122963,121455,58366,54175,51665,43720,61901,
净资产收益率加权(%),7.18,4.35,1.72,8.67,6.04,3.71,1.41,6.41,4.69,3.14,1.16,8,7.43,7.16,19,12,20,10,15,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
